SMILES,logP,Fup,Clint,MW_rdkit,HBD_rdkit,HBA_rdkit,NRB_rdkit,RF_rdkit,PSA_rdkit,logP_rdkit
Cc1cc(CN(C)C)ccc1C(=O)Cn1ccc(OCc2ccccc2)cc1=O,3.68,,10.1772,390.19,0,5,8,114.3765,51.54,3.68022
Cc1cc(CN(C)C)ccc1C(=O)Cn1ncc(OCc2ccc(Br)cn2)cc1=O,3.23,,30.5316,470.1,0,7,8,117.6665,77.32,3.23272
Cc1cc(CN(C)C)ccc1C(=O)Cn1ncc(OCc2ccccc2)cc1=O,3.08,,12.21264,391.19,0,6,8,112.1715,64.43,3.07522
Cc1cc(CNS(=O)(=O)N2CCN(C(C=N)=C(OCC3(C)CC3)C(=O)Nc3cccc(Cl)c3)CC2)ccc1N,3.5,,34.09362,574.21,4,7,11,153.6813,140.85,3.49919
Cc1cc(COc2ccc(S(=O)(=O)N(C(C)C)C3(C(=O)NO)CN(C(=O)C(C)C)C3)cc2)c2ccccc2n1,3.26,,43.2531,554.22,2,7,9,145.493,129.14,3.26372
Cc1cc(COc2ccc(S(=O)(=O)N(C)C3(C(=O)NO)CN(C(=O)C(C)C)C3)cc2)c2ccccc2n1,2.49,0.019,20.3544,526.19,2,7,8,136.281,129.14,2.48512
Cc1cc(COc2ccc(S(=O)(=O)N(C)C3(C(=O)NO)CN(C(=O)CC(C)C)C3)cc2)c2ccccc2n1,2.88,0.003,35.6202,540.2,2,7,9,140.898,129.14,2.87522
Cc1cc(COc2ccc(S(=O)(=O)NC3(C(=O)NO)CN(C(=O)CC(C)C)C3)cc2)c2ccccc2n1,2.53,,15.2658,526.19,3,7,9,136.2707,137.93,2.53302
Cc1cc(COc2ccc(S(=O)(=O)NC3(CC(=O)NO)CN(C(=O)CC(C)C)C3)cc2)c2ccccc2n1,2.92,,33.0759,540.2,3,7,10,140.8877,137.93,2.92312
Cc1cc(COc2ccc(S(=O)(=O)NCC(C(=O)NO)N3CCCCC3)cc2)c2ccccc2n1,2.76,,61.0632,498.19,3,7,9,131.5837,120.86,2.76042
Cc1cc(F)cc(NC(C)c2cc(C(=O)N(C)C)cc3c(=O)cc(N4CCOCC4)oc23)c1,3.95,,15.2658,453.21,1,6,5,126.7082,75.02,3.95202
Cc1cc(F)ccc1-c1c(Cc2ccc(C=CC(=O)O)cc2)c2c(F)cc(O)cc2oc1=O,5.44,,35.6202,448.11,2,4,5,120.1556,87.74,5.44082
Cc1cc(F)ccc1-c1c(Cc2ccc(C=CC(=O)O)cc2)c2ccc(CO)cc2oc1=O,5.09,,35.6202,444.14,2,4,6,124.4556,87.74,5.08842
Cc1cc(F)ccc1-c1c(Cc2ccc(C=CC(=O)O)cc2)c2ccc(N)cc2oc1=O,5.18,,25.443,429.14,2,4,5,122.9452,93.53,5.17832
Cc1cc(F)ccc1-c1c(Cc2ccc(C=CC(=O)O)cc2)c2ccc(O)cc2oc1=O,5.3,,27.9873,430.12,2,4,5,120.1976,87.74,5.30172
Cc1cc(F)ccc1-c1c(Oc2ccc(C=CC(=O)O)cc2)c2cc(F)c(O)cc2oc1=O,5.64,,71.2404,450.09,2,5,5,117.4236,96.97,5.64232
Cc1cc(F)ccc1-c1c(Oc2ccc(C=CC(=O)O)cc2)c2ccc(O)c(F)c2oc1=O,5.64,,27.9873,450.09,2,5,5,117.4236,96.97,5.64232
Cc1cc(F)ccc1-c1c(Oc2ccc(C=CC(=O)O)cc2)c2ccc(O)cc2oc1=O,5.5,0.0025,81.4176,432.1,2,5,5,117.4656,96.97,5.50322
Cc1cc(F)ccc1-c1c(Oc2ccc(C=CC(=O)O)cc2)c2ccccc2oc1=O,5.8,0.005,22.8987,416.11,1,4,5,115.8008,76.74,5.79762
Cc1cc(F)ccc1-n1nc(C(F)(F)F)cc1-c1ccc2c(c1)NC(=O)CO2,,,27.274896,391.09,1,4,2,92.8217,56.15,4.33652
Cc1cc(Nc2ccc3ccccc3c2)ccc1C(=O)Nc1cn(C(C)C)c(=O)n(C2(C(=O)NC3CC(=O)OC3O)CC2)c1=O,3.29,,24.93414,611.24,4,10,8,167.5644,160.76,3.28762
Cc1cc(OC(F)(F)F)ccc1-c1c(Oc2ccc(C=CC(=O)O)cc2)c2ccc(C(F)F)cc2oc1=O,7.49,,27.9873,532.09,1,5,7,127.4828,85.97,7.49472
Cc1cc(OC(F)(F)F)ccc1-c1c(Oc2ccc(C=CC(=O)O)cc2)c2ccc(O)cc2oc1=O,6.26,0.0012,27.9873,498.09,2,6,6,124.1906,106.2,6.26272
Cc1cc(OC(F)(F)F)ccc1-c1c(Oc2ccc(C=CC(=O)O)cc2)c2ccccc2oc1=O,6.56,0.0016,17.8101,482.1,1,5,6,122.5258,85.97,6.55712
Cc1cc(OCCCS(C)(=O)=O)cc(C)c1-c1cccc(COc2ccc3c(c2)OCC3CC(=O)O)c1,,,13.357575,524.19,1,6,11,142.4376,99.13,5.31364
Cc1cc2c(cc1CN(C)C)CCN(C(=O)c1cc3cc(Cl)ccc3n1C)C2,4.4,,15.2658,395.18,0,3,3,114.9435,28.48,4.40022
Cc1cc2c(cc1O)CCN(CC(C)C)C2c1ccc(C=CC(=O)O)cc1,4.4,0.091,43.2531,365.2,2,3,5,107.9136,60.77,4.40192
Cc1cc2c(Cc3ccc(C=CC(=O)O)cc3)c(-c3ccc(OC(F)(F)F)cc3)c(=O)oc2cc1O,6.06,,43.2531,496.11,2,5,6,126.9226,96.97,6.06122
CC1CC2C(CCC3(S(=O)(=O)c4ccc(C(F)(F)F)cc4)c4c(F)ccc(F)c4OCC23)NS1(=O)=O,4.15,0.027,1.01772,551.09,1,5,2,118.2973,89.54,4.1516
CC1Cc2cc(O)ccc2C(c2c(F)cc(C=CC(=O)O)cc2F)N1CC(C)(C)F,4.85,0.023,198.4554,419.17,2,3,5,108.0366,60.77,4.8523
CC1Cc2cc(O)ccc2C(c2ccc(C=CC(=O)O)cc2)N1c1ccc(OC(F)(F)F)cc1,5.93,0.009,22.8987,469.15,2,4,5,121.8316,70.0,5.9292
Cc1ccc(C(=O)N(CCCN)C(c2oc3cc(Cl)ccc3c(=O)c2Cc2ccccc2)C(C)C)cc1,6.53,0.223,30.78603,516.22,1,4,9,150.2079,76.54,6.53392
Cc1ccc(C(=O)N2CCC(O)C2)c(OCC(O)CN2CCC3(CC2)Cc2cc(Cl)ccc2O3)c1,3.06,,27.9873,500.21,2,6,6,133.3971,82.47,3.06462
Cc1ccc(C(=O)N2CCC(O)C2)c(OCC(O)CN2CCC3(CC2)Cc2cc(F)ccc2O3)c1,2.55,,25.443,484.24,2,6,6,128.3451,82.47,2.55032
Cc1ccc(C(CCC(N)C(=O)O)(c2ccccc2)c2ccccc2)cc1C,4.83,0.051,15.01137,373.2,2,2,7,113.5272,63.32,4.82994
Cc1ccc(C(SCC(N)C(=O)O)(c2ccccc2)c2ccccc2)cc1C,4.74,0.045,20.09997,391.16,2,3,7,116.7512,63.32,4.74044
Cc1ccc(C(SCCN)(c2ccccc2)c2cccc(O)c2)cc1,4.68,,127.46943,349.15,2,3,6,107.1222,46.25,4.68442
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(C(=O)O)cc2)cc1,,,27.274896,346.09,1,3,3,85.6983,55.12,4.56472
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(CC(=O)O)cc2)cc1,,,12.187197,360.11,1,3,4,90.0788,55.12,4.49362
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(C)(=O)=O)cc2)cc1,,,44.219934,380.08,0,4,3,91.8488,51.96,4.27002
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(C)=O)cc2)cc1,,,37.630197,364.09,0,3,3,91.0714,34.89,4.60392
Cc1ccc(-c2ccc3c(ccc4sc5c(c43)NCC(C)NC5=O)n2)cn1,,,17.606556,374.12,2,5,1,110.5119,66.91,4.36372
Cc1ccc(-c2cccc(-c3nn[nH]n3)c2)cc1,,,133.524864,236.11,1,3,2,69.7867,54.46,2.84212
Cc1ccc(-c2cccc(S3(=O)=NC(=O)C(C)N3)c2)cc1,,,49.61385,300.09,1,2,2,83.0561,58.53,2.92222
Cc1ccc(CCNC(=O)c2ccc3sc(CO)nc3c2)cc1,,,108.539838,326.11,2,4,5,92.759,62.22,3.06952
Cc1ccc(CNS(=O)(=O)N2CCN(C(C=N)=C(OCC3(C)CC3)C(=O)Nc3cccc(Cl)c3)CC2)cc1N,3.5,,49.86828,574.21,4,7,11,153.6813,140.85,3.49919
Cc1ccc(-n2c(C)cc(C=C3SC(=O)NC3=O)c2C)cc1,,,45.237654,312.09,1,4,2,89.0867,51.1,3.72646
Cc1ccc(N2CC(COc3ccc(-c4noc(C)n4)cc3)C2)nn1,2.66,0.06,67.194963,337.15,0,7,5,92.438,77.17,2.65864
Cc1ccc(NC(=O)c2cc(-c3cc4cc(C(=O)O)ccc4o3)ccc2N2CCCCC2)cc1,6.35,,89.0505,454.19,2,4,5,133.8055,82.78,6.34902
Cc1ccc(NC(=O)C2CC2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,2.79,,12.7215,417.22,1,6,4,123.1407,70.47,2.79442
Cc1ccc(NC(=O)c2cccc(F)c2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,3.84,,27.9873,471.21,1,6,4,136.1402,70.47,3.83732
Cc1ccc(NC(=O)c2cccc(N3CCOCC3)c2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,3.53,,50.886,538.27,1,8,5,159.2142,82.94,3.53482
Cc1ccc(NC(=O)c2ccccc2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,3.7,,15.2658,453.22,1,6,4,136.1822,70.47,3.69822
Cc1ccc(NC(=O)c2ccccc2F)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,3.84,,17.8101,471.21,1,6,4,136.1402,70.47,3.83732
Cc1ccc(NC(=O)c2ccnc(N3CCOCC3)c2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,2.93,,43.2531,539.26,1,9,5,157.0092,95.83,2.92982
Cc1ccc(NC(=O)c2ccno2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,2.69,,12.7215,444.19,1,8,4,126.2432,96.5,2.68622
Cc1ccc(NC(=O)c2ccoc2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,3.29,,12.7215,443.2,1,7,4,128.4482,83.61,3.29122
Cc1ccc(NC(=O)c2cscn2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,3.15,,17.8101,460.17,1,8,4,131.8542,83.36,3.15472
Cc1ccc(Nc2nc3ccc(N4CCN(C)CC4)cc3[nH]2)nc1,2.76,0.183,49.61385,322.19,2,5,3,98.0604,60.08,2.76172
Cc1ccc(S(=O)(=O)Nc2c(C(=O)NC(C)C(C)(C)C)c(C)nn2-c2ccccc2)cc1,4.45,0.042,17.784657,454.2,2,5,6,126.6717,93.09,4.45434
CC1CCC2(OC1)OC1CC3C4CC=C5CC(OC6OC(CO)C(OC7OC(C)C(O)C(O)C7O)C(O)C6OC6OC(C)C(O)C(O)C6O)CCC5(C)C4CCC3(C)C1C2C,1.24,,89.0505,868.48,8,16,7,212.7774,235.68,1.2417
Cc1ccc2c(c1)c(-c1ccnc3c(C(F)(F)F)cccc13)c(C)n2CC(=O)O,5.58,0.004,6.10632,398.12,1,3,3,104.7868,55.12,5.57674
Cc1ccc2c(c1)c(-c1ccnc3c(Cl)cccc13)c(C)n2CC(=O)O,5.21,0.006,5.0886,364.1,1,3,3,104.7948,55.12,5.21134
Cc1ccc2c(c1)c(-c1ccnc3cc(C(F)(F)F)ccc13)c(C)n2CC(=O)O,5.58,0.004,6.61518,398.12,1,3,3,104.7868,55.12,5.57674
Cc1ccc2c(c1)c(-c1ccnc3cc(Cl)ccc13)c(C)n2CC(=O)O,5.21,0.002,9.66834,364.1,1,3,3,104.7948,55.12,5.21134
Cc1ccc2c(c1)c(-c1ccnc3ccccc13)c(C)n2CC(=O)O,4.56,,7.6329,330.14,1,3,3,99.7848,55.12,4.55794
Cc1cccc(-c2ccc(CNC(=O)CCCc3ccc4cccnc4n3)cc2)c1,,,153.319518,395.2,1,3,7,120.9377,54.88,5.24432
Cc1ccccc1-n1c(Cn2nc(-c3ccc(O)c(F)c3)c3c(N)ncnc32)nc2cccc(C)c2c1=O,,,101.288583,507.18,2,9,4,142.7102,124.74,4.28444
CC1CN(C(=O)C2CN(C(C)(C)C)CC2c2ccc(F)cc2F)CC(C)C1(O)c1ccccc1,,,63.912816,470.27,1,3,3,129.1618,43.78,4.7809
CC1CN(C(=O)NC(Cc2ccc(F)cc2)C(=O)N2CCC(C(=O)NC(C)(C)C)(C3CCCCC3)CC2)CC(C)N1,,,27.274896,571.39,3,4,6,158.7741,93.78,4.2324
CC1CN(c2cc(=O)c3cc(C(=O)N(C)C)cc(CN(C)c4cc(F)cc(F)c4)c3o2)CCO1,3.63,,12.7215,471.2,0,6,5,126.5935,66.23,3.6345
CC1CN(c2cc(=O)c3cc(C(=O)N(C)C)cc(CN4CCOc5c(F)cc(F)cc54)c3o2)CCO1,3.4,,20.3544,499.19,0,7,4,131.0315,75.46,3.3971
CC1CN(c2cc(=O)c3cc(C(=O)N(C)C)cc(CN4CCOc5ccc(F)cc54)c3o2)CCO1,3.26,,38.1645,481.2,0,7,4,131.0735,75.46,3.258
CC1CN(c2cc(=O)c3cc(C(=O)N4CCOCC4)cc(CN4CCOc5ccc(F)cc54)c3o2)CCO1,3.03,,10.1772,523.21,0,8,4,139.7785,84.69,3.0286
Cc1cn(-c2ccc(CNS(=O)(=O)c3cc(F)ccc3F)cc2)c(C)n1,3.25,,24.42528,377.1,1,4,5,93.4215,63.99,3.24584
CC1CN(Cc2cc(Cl)ccc2CC(=O)O)CCN1C(=O)Cc1ccc(Cl)cc1,,,34.34805,434.12,1,3,6,114.3998,60.85,3.8959
CC1CN(Cc2cc(Cl)ccc2CC(=O)O)CCN1S(=O)(=O)Cc1ccccc1,,,22.13541,436.12,1,4,7,113.3026,77.92,3.0032
Cc1cn2c(-c3cn[nH]c3)cnc2c(Nc2cc(C(NC(C)(C)C)c3ccccn3)ns2)n1,4.5,0.012,30.02274,459.2,3,9,6,129.6711,108.71,4.50042
Cc1cn2c(-c3cn[nH]c3)cnc2c(Nc2ccc(C(=O)N3CCNCC3)cc2F)n1,2.36,,5.0886,420.18,3,7,4,113.7616,103.24,2.35592
CC1Cn2c(nnc2C(C)(F)F)CN1C(=O)c1cccc(C(F)(F)c2n[nH]c(=O)c3ccccc23)c1,3.81,0.089,3.05316,500.16,1,6,4,120.7272,96.77,3.8109
CC1COCCN1c1cc(C(C)(C)S(C)(=O)=O)nc(-c2ccc(NC(=O)NC3CC3)cc2)n1,2.93,,127.215,473.21,2,7,6,128.1412,113.52,2.9323
CC1COCCN1c1cc(C2(S(C)(=N)=O)CC2)nc(-c2cc[nH]c3nccc2-3)n1,2.86,0.26,5.0886,412.17,2,7,4,111.5608,107.85,2.86227
CC1COCCN1c1cc(C2(S(C)(=O)=O)CC2)nc(-c2ccc(NC(=O)NC3CC3)cc2)n1,2.69,,96.17454,471.19,2,7,6,126.0272,113.52,2.6863
CC1COCCN1c1nc(N2CCOCC2C)c2ccc(-c3ccc4nc[nH]c(=O)c4c3)nc2n1,2.38,,448.81452,473.22,1,9,3,133.9447,109.36,2.3785
CC1COCCN1c1nc(N2CCOCC2C)c2ccc(-c3cccc(C(=O)NCCO)c3)nc2n1,,,25.443,492.25,2,9,6,137.442,112.94,1.8641
Cc1nc(C(=O)Nc2ccnc(Cl)n2)c(C)n1-c1ccc(F)cc1,3.32,,2.518857,345.08,1,5,3,87.9912,72.7,3.32394
Cc1nc(CC2(C)CC(c3cccc(Cl)c3)C(c3ccc(Cl)cc3)N(C(CS(=O)(=O)C(C)(C)C)C3CC3)C2=O)ccc1C(=O)O,7.69,,66.1518,670.2,1,5,9,177.6451,104.64,7.69312
Cc1nc(CSc2nc(NC(C)CO)c3sc(=O)[nH]c3n2)cs1,2.23,0.0087,8.39619,369.04,3,9,6,94.6182,103.79,2.22952
Cc1nc(Nc2nc3cnc(N4CCN(C)CC4)cc3[nH]2)cc(C2CC2)c1F,3.17,0.051,28.75059,381.21,2,6,4,107.7884,72.97,3.17322
Cc1nc2c(ncc3c2ccn3Cc2ccc(F)cc2)c(=O)n1O,2.48,,35.87463,324.1,1,6,2,86.7175,72.94,2.47932
Cc1ncc(C(O)c2c3cc(Cl)cc(C)c3nc3[nH]nc(C)c23)cn1,3.56,,5.0886,353.1,2,5,2,96.7095,87.58,3.56146
Cc1nn(C)c2cc(N3CCN(C(=O)C4CCCCC4C(=O)NC4(C#N)CC4)C(C)C3)ccc12,2.9,0.28,18.853263,462.27,1,6,4,130.0077,94.26,2.8976
Cc1nn(C2CCCC2)c(C)c1S(=O)(=O)NC(C)CNc1cccc2c1cnn2-c1ccc(F)nc1,4.27,5e-05,119.5821,511.22,2,8,8,136.3022,106.73,4.26694
Cc1nn(C2CCCCC2)c(N)c1-c1ccccc1,,,35.11134,255.17,1,3,2,78.9344,43.84,3.94592
Cc1nnc2ncc(-c3ccc(F)cc3)nn12,1.63,,124.92513,229.08,0,5,1,58.708,55.97,1.63382
Cc1noc(C)c1-c1ccc(CNS(=O)(=O)c2c(C)noc2C)cc1,,,48.468915,361.11,1,6,5,91.4155,98.23,3.04178
Cc1noc2cc(N3CCN(C(=O)C4CCCCC4C(=O)NC4(C#N)CC4)C(C)C3)ccc12,3.15,0.2,76.83786,449.24,1,6,4,123.3027,102.47,3.1521
CCC(=C(c1ccc(O)cc1)c1ccc(C=CC(=O)O)cc1)c1ccccc1,,,139.809285,370.16,2,2,6,113.8676,57.53,5.8591
CCC(=O)NC1CCC(C(=O)N(C)c2ccc(-c3nc4ccccc4o3)cc2)C1,,,11.627451,391.19,1,4,5,112.4177,75.44,4.1525
CCC(c1ccccn1)N1C(=O)C(C)(CC(=O)O)CC(c2cccc(Cl)c2)C1c1ccc(Cl)cc1,7.08,,17.8101,510.15,1,3,7,137.4778,70.5,7.0779
CCC(CN(C)S(=O)(=O)C(C)(C)C)N1C(=O)C(C)(CC(=O)O)CC(c2cccc(Cl)c2)C1c1ccc(Cl)cc1,6.37,,43.2531,596.19,1,4,9,155.5906,94.99,6.3703
CCC(CN(C)S(=O)(=O)C1CC1)N1C(=O)C(C)(CC(=O)O)CC(c2cccc(Cl)c2)C1c1ccc(Cl)cc1,5.73,,35.6202,580.16,1,4,10,148.8596,94.99,5.7342
CCC(CN(c1ccc(F)cc1)S(=O)(=O)C1CC1)N1C(=O)C(CC(=O)O)OC(c2cccc(Cl)c2)C1c1ccc(Cl)cc1,6.39,,17.8101,648.13,1,5,11,162.1246,104.22,6.3944
CCC(CN(c1ccc(F)cc1F)S(=O)(=O)C1CC1)N1C(=O)C(CC(=O)O)OC(c2cccc(Cl)c2)C1c1ccc(Cl)cc1,6.53,,12.21264,666.12,1,5,11,162.0826,104.22,6.5335
CCC(CN(c1ccccc1)S(=O)(=O)C1CC1)N1C(=O)C(CC(=O)O)OC(c2cccc(Cl)c2)C1c1ccc(Cl)cc1,6.26,,8.39619,630.14,1,5,11,162.1666,104.22,6.2553
CCC(CN(c1ccccc1F)S(=O)(=O)C(C)C)N1C(=O)C(CC(=O)O)OC(c2cccc(Cl)c2)C1c1ccc(Cl)cc1,6.64,,38.1645,650.14,1,5,11,164.2386,104.22,6.6404
CCC(CN(c1ccccc1F)S(C)(=O)=O)N1C(=O)C(CC(=O)O)OC(c2cccc(Cl)c2)C1c1ccc(Cl)cc1,5.86,,11.95821,622.11,1,5,10,155.0266,104.22,5.8618
CCC(CNS(=O)(=O)C(C)(C)C)N1C(=O)C(C)(CC(=O)O)CC(c2cccc(Cl)c2)C1c1ccc(Cl)cc1,6.03,,43.2531,582.17,2,4,9,150.9633,103.78,6.0281
CCC(CNS(=O)(=O)C1CC1)N1C(=O)C(C)(CC(=O)O)CC(c2cccc(Cl)c2)C1c1ccc(Cl)cc1,5.39,,35.6202,566.14,2,4,10,144.2323,103.78,5.392
CCC(CNS(C)(=O)=O)N1C(=O)C(C)(CC(=O)O)CC(c2cccc(Cl)c2)C1c1ccc(Cl)cc1,4.86,,27.9873,540.13,2,4,9,137.1343,103.78,4.8594
CCC(CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(N)sc12,,,13.128588,397.08,3,8,7,100.3289,96.95,3.4218
CCC(CO)Nc1nc(SCc2ccccc2)nc2[nH]c(=O)sc12,,,25.443,362.09,3,7,7,98.8262,90.9,2.8547
CCC(CS(=O)(=O)C(C)(C)C)N1C(=O)C(C)(CC(=O)O)CC(c2cccc(Cl)c2)C1c1ccc(Cl)cc1,6.52,,27.9873,567.16,1,4,8,147.8276,91.75,6.5235
CCC(CS(=O)(=O)C(C)(C)C)N1C(=O)C(CC(=O)O)OC(c2cccc(Cl)c2)C1c1ccc(Cl)cc1,5.47,,4.83417,555.12,1,5,8,139.9766,100.98,5.4698
CCC(CS(=O)(=O)C(C)C)N1C(=O)C(C)(CC(=O)O)CC(c2cccc(Cl)c2)C1c1ccc(Cl)cc1,6.13,,27.9873,553.15,1,4,9,143.2106,91.75,6.1334
CCC(CS(=O)(=O)C(C)C)N1C(=O)C(CC(=O)O)OC(c2cccc(Cl)c2)C1c1ccc(Cl)cc1,5.08,,5.34303,541.11,1,5,9,135.3596,100.98,5.0797
CCC(CS(=O)(=O)C1CCCC1)N1C(=O)C(CC(=O)O)OC(c2cccc(Cl)c2)C1c1ccc(Cl)cc1,5.61,,30.5316,567.12,1,5,9,142.4796,100.98,5.6139
CCC(CS(=O)(=O)c1ccccc1)N1C(=O)C(CC(=O)O)OC(c2cccc(Cl)c2)C1c1ccc(Cl)cc1,5.73,,25.443,575.09,1,5,9,144.9316,100.98,5.7304
CCC(CS(=O)(=O)C1COC1)N1C(=O)C(CC(=O)O)OC(c2cccc(Cl)c2)C1c1ccc(Cl)cc1,4.07,,16.79238,555.09,1,6,9,134.8306,110.21,4.0701
CCC(CS(=O)(=O)CC(C)(C)C)N1C(=O)C(CC(=O)O)OC(c2cccc(Cl)c2)C1c1ccc(Cl)cc1,5.72,,21.88098,569.14,1,5,9,144.5456,100.98,5.7174
CCC(CS(=O)(=O)N(C)C)N1C(=O)C(CC(=O)O)OC(c2cccc(Cl)c2)C1c1ccc(Cl)cc1,4.15,,48.3417,542.1,1,5,9,133.9106,104.22,4.1479
CCC(CS(C)(=O)=O)N1C(=O)C(C)(CC(=O)O)CC(c2cccc(Cl)c2)C1c1ccc(Cl)cc1,5.35,,23.40756,525.11,1,4,8,133.9986,91.75,5.3548
CCc1cc(C(SCC(N)C(=O)O)(c2ccccc2)c2ccccc2)ccc1C,4.99,0.016,62.08092,405.18,2,3,8,121.3922,63.32,4.99442
CCc1cc(-c2cc(-c3ccc(C(=O)O)cc3)ccc2OCCCO)ccc1N(CC)CC,5.89,,94.1391,447.24,2,4,11,134.4101,70.0,5.8886
CCC1CC2C(CCC3(S(=O)(=O)c4ccc(C(F)(F)F)cc4)c4c(F)ccc(F)c4OCC23)NS1(=O)=O,4.54,0.019,0.76329,565.1,1,5,3,122.9143,89.54,4.5417
CCc1nc2cc(O)ccc2c(Oc2ccc(C=CC(=O)O)cc2)c1-c1ccccc1,,,98.97327,411.15,2,4,6,121.4076,79.65,6.0599
CCc1nn(C2CCCC2)c2c1CCn1c(-c3cccs3)nnc1-2,5.57,0.078,15.2658,339.15,0,6,3,95.143,48.53,4.1037
CCCC(CO)Nc1nc(SC(C)c2cccc(C#N)c2)nc2[nH]c(=O)sc12,,,56.966877,415.11,3,8,8,112.8692,114.69,3.67748
CCCCN(CCNCCc1ccc(O)c2[nH]c(=O)sc12)C(=O)CCOCCc1ccccc1,,,65.948256,485.23,3,6,15,137.7542,94.66,3.7054
CCN(C(=O)c1cnn(-c2ccccc2)c1NS(=O)(=O)c1ccc(-c2cnco2)cc1)C1CCCCC1,,,24.17085,519.19,1,7,8,139.895,110.33,5.1229
CCN(C)C(=O)c1cc(C(C)Nc2cc(F)cc(F)c2)c2oc(N3CCOCC3)cc(=O)c2c1,4.17,,12.7215,471.2,1,6,6,126.5462,75.02,4.1728
CCN(C)S(=O)(=O)CC(N1C(=O)C(C)(CC(=O)O)CC(c2cccc(Cl)c2)C1c1ccc(Cl)cc1)C(C)(C)C,6.23,,15.01137,596.19,1,4,9,155.5426,94.99,6.2278
CCN(C1(C(=O)NO)CN(C(=O)C(C)C)C1)S(=O)(=O)c1ccc(OCc2cc(C)nc3ccccc23)cc1,2.88,,27.9873,540.2,2,7,9,140.898,129.14,2.87522
CCN(CC)C(=O)c1cc(C(C)Nc2cc(F)cc(F)c2)c2oc(N3CCOCC3)cc(=O)c2c1,4.56,,43.2531,485.21,1,6,7,131.1632,75.02,4.5629
CCN(CC)c1ccc(-c2cc(-c3ccc(C(=O)O)cc3)ccc2OCCCCO)cc1C(C)(C)C,7.01,,83.9619,489.29,2,4,11,148.3491,70.0,7.0138
CCN(CC)c1ccc(-c2cc(-c3ccc(C(=O)O)cc3)ccc2OCCCO)cc1,5.33,,27.9873,419.21,2,4,10,125.0321,70.0,5.3262
CCN(CC)c1ccc(-c2cc(-c3ccc(C(=O)O)cc3)ccc2OCCCO)cc1C(C)(C)C,6.62,,55.9746,475.27,2,4,10,143.7321,70.0,6.6237
CCN(CC)c1ccc(-c2cc(-c3ccc(C(=O)O)cc3)ccc2OCCO)cc1C(C)(C)C,6.23,,55.9746,461.26,2,4,9,139.1151,70.0,6.2336
CCn1c(C(C)NS(=O)(=O)c2ccc(C#N)nc2)nc2cnc(C(F)(F)F)cc21,2.78,0.24,3.05316,424.09,1,7,5,95.8925,113.56,2.77618
CCn1c(C(C)NS(=O)(=O)c2ccc(C#N)nc2)nc2cnc(C3CC3)cc21,2.63,0.19,0.50886,396.14,1,7,6,102.8655,113.56,2.63478
CCNC(=N[S+]([O-])c1sc2ccc(Cl)cc2c1C)N1CC(CC)C=N1,4.18,,208.6326,396.08,1,4,4,108.0711,63.05,4.17882
CCNC(=NS(=O)(=O)c1c(C)nn(C)c1Cl)N1CC(CC)C=N1,1.36,,27.9873,360.11,1,5,4,90.2315,91.95,1.36372
CCNC(=NS(=O)(=O)c1c(Cl)nc2sccn12)N1CC(CC)C=N1,2.03,,50.886,388.05,1,6,4,95.3555,91.43,2.031
CCNC(=NS(=O)(=O)c1cc(Cl)cc(Cl)c1)N1CC(CC)C=N1,2.98,,353.6577,376.05,1,3,4,93.7385,74.13,2.9752
CCNC(=NS(=O)(=O)c1cc(O)cc(Cl)c1)N1CC2(C=N1)CCCC2,2.56,,272.2401,384.1,2,4,3,97.5133,94.36,2.5616
CCNC(=NS(=O)(=O)c1ccc(Cl)c(Cl)c1)N1CC(CC)C=N1,2.98,,234.0756,376.05,1,3,4,93.7385,74.13,2.9752
CCNC(=NS(=O)(=O)c1ccc(Cl)cc1)N1CC(CC)C=N1,2.32,,101.772,342.09,1,3,4,88.7285,74.13,2.3218
CCNC(=NS(=O)(=O)c1ccc(Cl)s1)N1CC(CC)C=N1,2.38,,99.2277,348.05,1,4,4,86.6055,74.13,2.3833
CCNC(=NS(=O)(=O)c1ccc(N)c(Cl)c1)N1CC(CC)C=N1,1.9,,25.443,357.1,2,4,4,93.1409,100.15,1.904
CCNC(=NS(=O)(=O)c1ccc(N)c(Cl)c1)N1CC2(C=N1)CCCC2,2.44,,68.6961,383.12,2,4,3,100.2609,100.15,2.4382
CCNC(=NS(=O)(=O)c1ccc(N)cc1)N1CC(CC)C=N1,1.25,,10.1772,323.14,2,4,4,88.1309,100.15,1.2506
