SMILES,logP,Fup,Clint,MW_rdkit,HBD_rdkit,HBA_rdkit,NRB_rdkit,RF_rdkit,PSA_rdkit,logP_rdkit
CC[C@H](C)CCCCC(=O)N[C@@H](CCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC1=O)CCN)CC(C)C)CC(C)C)CCN)CCN)[C@H](C)O.OS(=O)(=O)O,-0.819,264.12,1.679238,1266.73,20,20,29,319.6627,565.26,-6.0942
CC[C@H](C1=CC=C(C=C1)O)[C@@H](CC)C2=CC=C(C=C2)O,4.27,0.00772,35.6202,270.16,2,2,5,82.2776,40.46,4.7852
CC[C@H](CO)NC1=NC(=NC2=C1SC(=N2)N)SCC3=C(C(=CC=C3)F)F,,,13.128588,397.08,3,8,7,100.3289,96.95,3.4218
CC[C@H](CO)NC1=NC(=NC2=C1SC(=O)N2)SCC3=CC=CC=C3,,,25.443,362.09,3,7,7,98.8262,90.9,2.8547
CC[NH+]=C1C=CC(=C(C2=CC=C(C=C2)N(CC)CC)C3=CC=C(C=C3)N(CC)CC)C4=CC=CC=C14.[Cl-],6.55,1.56e-08,8.167203,513.29,1,2,9,157.1167,20.45,2.8015
CC\1=C(C2=C(/C1=C\C3=CC=C(C=C3)S(=O)C)C=CC(=C2)F)CC(=O)O,3.42,0.069,5.0886,356.09,1,2,4,97.8922,54.37,4.3655
CC1([C@@H](N2[C@H](S1(=O)=O)CC2=O)C(=O)O)C,0.25,0.62,7.6329,233.04,1,4,1,49.6736,91.75,-0.795
CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)N)C(=O)O)C,0.87,0.85,7.6329,365.1,4,6,4,90.6937,132.96,0.0237
CC1(C(=O)N(C(=O)O1)C2=CC(=CC(=C2)Cl)Cl)C=C,3.1,0.5936,46.662462,285.0,0,3,2,69.031,46.61,3.4213
CC1(C(=O)N(C(=O)O1)NC2=CC=CC=C2)C3=CC=C(C=C3)OC4=CC=CC=C4,4.65,0.0097,41.72652,374.13,1,5,5,103.7017,67.87,4.7
CC1(C(=O)NC(=O)N1CO)C,-0.02,0.921,33.33033,158.07,2,3,1,36.5425,69.64,-0.7334
CC1(C(C1(C)C)C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C,5.7,0.00458,50.12271,349.17,0,4,5,98.456,59.32,5.26898
CC1(CC1)CCCC2=CC(=O)OC3=C2C(=O)NC(=O)N3,1.31,,7.6329,276.11,2,4,4,74.0044,95.93,1.2924
CC1(CCC(=CC2=CC=C(C=C2)Cl)C1(CN3C=NC=N3)O)C,3.29,0.1373,15.5660274,317.13,1,4,3,87.4158,50.94,3.5662
CC1(CCC(CC1)OC2=C(C=C(C(=C2)OC)CNC(=O)[C@@H]3CCCN3)F)C,3.48,,8.0170893,378.23,2,4,6,102.4884,59.59,3.5501
CC1(CCCCC1)C(=O)NC2=C(C(=C(C=C2)O)Cl)Cl,3.51,0.05719,89.737461,301.06,2,2,2,77.9485,49.33,4.6079
CC1(CN=C(NC1)NN=C(/C=C/C2=CC=C(C=C2)C(F)(F)F)/C=C/C3=CC=C(C=C3)C(F)(F)F)C,2.31,1.37e-08,11.144034,494.19,2,4,5,125.6124,48.78,6.3818
CC1(COC1)COC2=C(C=CC(=C2)C3=CC=CC4=C3OC(=CC4=O)N5CCOCC5)NC(=O)CN6CCOCC6,,,242.98065,549.25,1,9,8,151.2617,102.71,2.9826
CC1(CON(C1=O)CC2=CC=CC=C2Cl)C,2.5,0.1734,7.7295834,239.07,0,2,2,61.735,29.54,2.64
CC1(OC2=C(O1)C(=CC=C2)OC(=O)NC)C,1.7,0.1971,55.109538,223.08,1,4,1,56.8607,56.79,1.9121
CC1=C([C@H](C(=C(N1)C)C(=O)OC(C)C)C2=CC=CC3=NON=C32)C(=O)OC,,,320.301927,371.15,1,8,4,96.3247,103.55,2.5822
CC1=C(C(=C(C(=C1F)F)COC(=O)C2C(C2(C)C)/C=C(/C(F)(F)F)\Cl)F)F,6.5,,63.124083,418.06,0,2,4,81.559,26.3,5.55182
CC1=C(C(=C(C=C1)C)O)C,2.67,0.0908,269.6958,136.09,1,1,0,42.3178,20.23,2.31746
CC1=C(C(=CC=C1)[N+](=O)[O-])C,2.83,3.21e-08,1330.6689,151.06,0,2,1,42.5704,43.14,2.21164
CC1=C(C(=CC=C1)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=NC(=N2)OCC(F)(F)F)N(C)C,3.56,0.3292,36.816021,492.1,2,10,7,107.5627,152.71,1.48412
CC1=C(C(=CC=C1)C)N,1.84,0.4311,22.796928,121.09,1,1,0,40.3284,26.02,1.88564
CC1=C(C(=CC=C1)C)O,2.36,0.2086,52.209036,122.07,1,1,0,37.5808,20.23,2.00904
CC1=C(C(=CC=C1)NC2=CC(=NC(=N2)SCC(=O)O)Cl)C,2.07,0.005454,19.107693,323.05,2,5,5,84.6005,75.11,3.66714
CC1=C(C(=CC=C1)O)C,2.48,,103.55301,122.07,1,1,0,37.5808,20.23,2.00904
CC1=C(C(=NN1)C)CC2=C(C3=C(S2)N(C(=O)N(C3=O)C)CC(C)C)C(=O)N4C[C@@H](CO4)O,0.47,,2.5443,461.17,2,9,5,120.027,122.45,1.09674
CC1=C(C(=NO1)C)C2=C(C=C3C(=C2)N=CC4=C3N(C(=O)N4)[C@H](C)C5=CC=CC=N5)OC,,,8.243532,415.16,1,7,4,117.4327,98.83,4.16254
CC1=C(C(=NO1)C)C2=CC=C(C=C2)CNS(=O)(=O)C3=C(ON=C3C)C,,,48.468915,361.11,1,6,5,91.4155,98.23,3.04178
CC1=C(C(=O)N(C(=O)N1)C(C)(C)C)Cl,1.89,0.1029,5.7806496,216.07,1,3,0,56.0657,54.86,1.25342
CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C,1.0,1.0,10.43163,231.14,0,4,2,70.074,30.17,1.55042
CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,3.98,0.1,27.73287,410.21,0,6,4,112.258,64.16,3.59042
CC1=C(C(C(=C(N1)C#N)C(=O)OC)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OC(C)C,2.39,0.013,5495.688,385.13,1,8,5,97.5561,131.56,2.45788
CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC=CC3=NON=C32)C(=O)OC,4.28,0.04,45.7974,371.15,1,8,4,96.3247,103.55,2.5822
CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,2.53,0.044,59.434848,346.12,1,7,4,88.4051,107.77,2.1756
CC1=C(C(C(=C(N1)C)C(=O)OCCN(C)CC2=CC=CC=C2)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OC,3.82,0.084,1022.8086,479.21,1,8,9,130.1241,111.01,3.6778
CC1=C(C=C(C=C1)[N+](=O)[O-])C,2.91,,1155.1122,151.06,0,2,1,42.5704,43.14,2.21164
CC1=C(C=C(C=C1)[N+](=O)[O-])N,1.87,,56.99232,152.06,1,3,1,42.2458,69.16,1.48542
CC1=C(C=C(C=C1)C(=O)NC)N2C(=CC(=C(C2=O)Br)OCC3=C(C=C(C=C3)F)F)C,3.41,,7.6329,476.05,1,4,5,113.2932,60.33,4.43364
CC1=C(C=C(C=C1)N)Cl,1.93,0.145,166.14279,141.03,1,1,0,40.6014,26.02,2.23062
CC1=C(C=C(C=C1)N)O,0.77,0.604,40.7088,123.07,2,2,0,37.2562,46.25,1.28282
CC1=C(C=C(C=C1)NC(=O)C2=CC3=C(C=C2)OCCO3)NCC4=C5C(=CC=C4)C(=NC=N5)NC,,,106.071867,455.2,3,7,6,132.9756,97.4,4.61552
CC1=C(C=C(C=C1)OC)NC2=NC=C3C=CN(C3=N2)C4=CC=CC=N4,,,260.358219,331.14,1,6,4,97.6737,64.86,3.87612
CC1=C(C=C(C=C1F)C(=O)NC2CC2)C3=NC=C(C=C3)C(=O)NCC(C)(C)C,3.03,,9.66834,383.2,2,3,5,106.6444,71.09,3.86422
CC1=C(C=CC(=C1)C(C)(C)C2=CC(=C(C=C2)O)C)O,3.87,,485.9613,256.15,2,2,2,77.8156,40.46,4.04054
CC1=C(C=CC(=C1)F)N2C(=CC(=N2)C(F)(F)F)C3=CC4=C(C=C3)OCC(=O)N4,,,27.274896,391.09,1,4,2,92.8217,56.15,4.33652
CC1=C(C=CC(=C1)OP(=S)(OC)OC)[N+](=O)[O-],3.3,,25.493886,277.02,0,6,5,66.7644,70.83,2.79932
CC1=C(C=CC(=C1)OP(=S)(OC)OC)SC,4.09,,221.86296,278.02,0,5,5,71.891,27.69,3.61302
CC1=C(C=CC=C1[N+](=O)[O-])[N+](=O)[O-],2.1,0.131,88.134552,182.03,0,4,2,44.4878,86.28,1.81142
CC1=C(C=CC=C1Cl)S(=O)(=O)N2CCC[C@@H](C2)C(=O)NC3CCCCC3,,,47.374866,398.14,1,3,4,102.6875,66.48,3.49802
CC1=C(C=NO1)C(=O)NC2=CC=C(C=C2)C(F)(F)F,3.14,,7.6329,270.06,1,3,2,60.6372,55.13,3.25412
CC1=C(C2=C(C=CC=C2N1CC(=O)O)NS(=O)(=O)C)SC3=CC=C(C=C3)Cl,,,12.110868,424.03,2,5,6,108.3523,88.4,4.21042
CC1=C(C2=C(CCC(O2)(C)COC3=CC=C(C=C3)CC4C(=O)NC(=O)S4)C(=C1O)C)C,4.36,0.000941,55.592955,441.16,2,6,5,120.2305,84.86,4.37426
CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,4.27,0.0103,23.789205,357.08,1,4,4,95.7473,68.53,3.92732
CC1=C(C2=C(N1C3=C4C=CC(=CC4=NC=C3)Cl)C=CC(=C2)OC)CC(=O)O,4.66,0.01,3.56202,380.09,1,4,4,106.2148,64.35,4.77622
CC1=C(C2=C(N1CC(=O)O)C=CC(=C2)F)CC3=NC4=CC=CC=C4C=C3,4.81,,10.278972,348.13,1,3,4,98.8178,55.12,4.31242
CC1=C(C2=C(N1S(=O)(=O)C3=CC=C(C=C3)S(=O)(=O)C)C=CC(=C2)F)CC(=O)O,,,20.09997,425.04,1,6,5,100.1084,110.51,2.35642
CC1=C(N=C(N=C1OC(=O)N(C)C)N(C)C)C,1.7,0.1633,57.323079,238.14,0,5,2,65.544,58.56,1.21984
CC1=C(N=C(O1)C2=CC=CC=C2)CCOC3=CC=CC4=C3C=CN4CCC(=O)O,5.02,0.00409,8.65062,390.16,1,5,8,110.0658,77.49,4.70092
CC1=C(N=CN1)CSCCNC(=NC)NC#N,0.4,0.78,13.8715236,252.12,3,4,5,69.5971,88.89,0.5974
CC1=C(SC(=N1)C2=CC(=C(C=C2)OCC(C)C)C#N)C(=O)O,2.82,0.008,17.8101,316.09,1,5,5,84.2943,83.21,3.7232
CC1=C(SC2=C1C(=N[C@H](C3=NN=C(N32)C)CC(=O)OC(C)(C)C)C4=CC=C(C=C4)Cl)C,2.7,,42.23538,456.14,0,7,3,123.741,69.37,5.53136
CC1=C(SCCO1)C(=O)NC2=CC=CC=C2,2.14,0.175,62.106363,235.07,1,3,2,66.1817,38.33,2.62
CC1=C[C@@H]2[C@H](CC[C@]3([C@H]2CC(=C)[C@@]3(C(=O)C)OC(=O)C)C)[C@@]4(C1=CC(=O)CC4)C,3.33,0.0232,105.33402,396.23,0,4,2,110.934,60.44,4.7414
CC1=C2C(=CC=C1)N=C(N(C2=O)C3=CC=CC=C3C)CN4C=NC5=C(N=CN=C54)N,2.44,,27.885528,397.17,1,8,3,115.6514,104.51,2.77274
CC1=C2C(=CC=C1)N=C(N(C2=O)C3=CC=CC=C3C)CN4C5=NC=NC(=C5C(=N4)C6=CC(=C(C=C6)O)F)N,,,101.288583,507.18,2,9,4,142.7102,124.74,4.28444
CC1=C2C=CC3=CC=CC=C3C2=C(C4=CC=CC=C14)C,5.8,,8.2079118,256.13,0,0,0,88.434,0.0,5.76304
CC1=C2COC(=O)C2=C(C(=C1OC)C/C=C(\C)/CCC(=O)O)O,3.45,0.02,37.630197,320.13,2,5,6,82.8461,93.06,2.73322
CC1=CC(=C(C(=C1)C(C)(C)C)O)CC2=C(C(=CC(=C2)C)C(C)(C)C)O,6.25,2.14e-08,56.99232,340.24,2,2,2,105.8936,40.46,5.90044
CC1=CC(=C(C(=C1)C)O)C,2.73,0.109,414.7209,136.09,1,1,0,42.3178,20.23,2.31746
CC1=CC(=C(C(=C1C(=O)OC)O)C)O,2.05,0.0335,681.8724,196.07,2,4,1,50.5851,66.76,1.50124
CC1=CC(=C(C=C1)C(C)(C)C)O,3.34,0.0264,91.5948,164.12,1,1,0,51.5438,20.23,2.99812
CC1=CC(=C(C=C1)C)C,3.63,0.1556,23.712876,120.09,0,0,0,40.653,0.0,2.61186
CC1=CC(=C(C=C1)C)O,2.33,,85.99734,122.07,1,1,0,37.5808,20.23,2.00904
CC1=CC(=C(C=C1)C)OCCCC(C)(C)C(=O)O,4.43,0.03,132.761574,250.16,1,2,6,72.0618,46.53,3.57324
CC1=CC(=C(C=C1)N)N,0.66,,21.041361,122.08,2,2,0,40.0038,52.04,1.15942
CC1=CC(=C(C=C1)N=CN(C)C=NC2=C(C=C(C=C2)C)C)C,5.5,3.02e-08,84.72519,293.19,0,2,4,95.899,27.96,4.87188
CC1=CC(=C(C=C1)O)C(C)(C)C,3.43,0.0272,53.17587,164.12,1,1,0,51.5438,20.23,2.99812
CC1=CC(=C(C=C1)OC)N,1.74,0.4043,49.690179,137.08,1,2,1,42.1434,35.25,1.58582
CC1=CC(=CC(=C1)C(=O)N(C(C)(C)C)NC(=O)C2=C(C(=CC=C2)OC)C)C,3.7,0.06119,41.21766,368.21,1,3,3,107.0357,58.64,4.20616
CC1=CC(=CC(=C1C[C@@H](C(=O)N(CC2=CC(=C(C=C2)OC)C(=O)O)[C@@H](C)C3=NC=C(N3)C4=CC=CC=C4)N)C)C(=O)N.Cl.Cl,1.82,,4.808727,641.22,4,6,11,173.5513,164.63,5.00264
CC1=CC(=CC(=C1C2=CC=CC(=C2)COC3=CC4=C(C=C3)[C@@H](CO4)CC(=O)O)C)OCCCS(=O)(=O)C,,,13.357575,524.19,1,6,11,142.4376,99.13,5.31364
CC1=CC(=CC=C1)[N+](=O)[O-],2.45,0.07728,42.795126,137.05,0,2,1,37.8334,43.14,1.90322
CC1=CC(=CC=C1)C2=CC=C(C=C2)CNC(=O)CCCC3=NC4=C(C=CC=N4)C=C3,,,153.319518,395.2,1,3,7,120.9377,54.88,5.24432
CC1=CC(=CC=C1)NC2=NC=NC3=C2C=C(C=C3)NC(=O)C=C,,,39.411207,304.13,2,4,4,92.8264,66.91,3.80632
CC1=CC(=CC2=C(C(=CN=C12)C(=O)N)NC3=CC(=CC=C3)OC)S(=O)(=O)C4=CC=CC(=C4)C(=O)N(C)C,3.54,0.243,51.013215,518.16,2,7,7,141.1859,131.69,3.92892
CC1=CC(=NC(=N1)NC(=O)NS(=O)(=O)C2=CC=CC=C2C(=O)OC3COC3)C,1.1,0.06084,7.9051401,406.09,2,8,5,97.3107,136.58,1.15944
CC1=CC(=NC(=N1)NC2=CC=CC(=C2)C(F)(F)F)C,,,92.383533,267.1,1,3,2,66.2327,37.81,3.85584
CC1=CC(=NC(=N1)NC2=CC=CC=C2)C,2.84,0.01673,111.669327,199.11,1,3,2,61.2307,37.81,2.83704
CC1=CC(=NC(=N1)NC2=CC=CC=C2)C3CC3,4.0,0.002141,96.098211,225.13,1,3,3,68.4687,37.81,3.40602
CC1=CC(=NN1)NC2=CC(=NC(=N2)SC3=CC=C(C=C3)NC(=O)C4CC4)N5CCN(CC5)C,3.6,,73.7847,464.21,3,8,7,130.2681,102.07,3.50322
CC1=CC(=O)CC(C1)(C)C,1.71,,47.57841,138.1,0,1,0,41.779,17.07,2.3218
CC1=CC=C(C=C1)[N+](=O)[O-],2.37,0.2659,49.155876,137.05,0,2,1,37.8334,43.14,1.90322
CC1=CC=C(C=C1)C(=O)C2=CC(=C(C(=C2)O)O)[N+](=O)[O-],2.8,0.0133,55.9746,273.06,2,5,3,71.0375,100.67,2.54542
CC1=CC=C(C=C1)C(=O)C2=CC=CC=C2,3.31,0.0188,300.2274,196.09,0,1,2,61.0535,17.07,3.22602
CC1=CC=C(C=C1)C2=C(N=C(N2S(=O)(=O)N(C)C)C#N)Cl,0.85,0.051,25.443,324.04,0,5,3,80.1298,78.99,2.0381
CC1=CC=C(C=C1)C2=C(N3C=C(C=CC3=N2)C)CC(=O)N(C)C,3.45,0.08,8.3224053,307.17,0,3,3,92.5,37.61,3.24884
CC1=CC=C(C=C1)C2=CC(=CC=C2)C3=NNN=N3,,,133.524864,236.11,1,3,2,69.7867,54.46,2.84212
CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)C(=O)O)C(F)(F)F,,,27.274896,346.09,1,3,3,85.6983,55.12,4.56472
CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)CC(=O)O)C(F)(F)F,,,12.187197,360.11,1,3,4,90.0788,55.12,4.49362
CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)C)C(F)(F)F,,,44.219934,380.08,0,4,3,91.8488,51.96,4.27002
CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F,3.57,0.003,65.38851,381.08,1,4,3,90.1122,77.98,3.51392
CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C4=CC=CC=C4,4.74,,34.322607,389.12,1,4,4,110.5462,77.98,4.16212
CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)C)C(F)(F)F,,,37.630197,364.09,0,3,3,91.0714,34.89,4.60392
CC1=CC=C(C=C1)CCNC(=O)C2=CC3=C(C=C2)SC(=N3)CO,,,108.539838,326.11,2,4,5,92.759,62.22,3.06952
CC1=CC=C(C=C1)N(C)C,2.81,0.05498,51.852834,135.1,0,1,1,45.506,3.24,2.06102
CC1=CC=C(C=C1)N2C(=CC(=C2C)/C=C\3/C(=O)NC(=O)S3)C,,,45.237654,312.09,1,4,2,89.0867,51.1,3.72646
CC1=CC=C(C=C1)N2C(=CC(=N2)C(C)(C)C)NC(=O)NC3=CC=C(C4=CC=CC=C43)OCCN5CCOCC5,6.96,0.01,108.539838,527.29,2,6,7,156.3444,80.65,5.98642
CC1=CC=C(C=C1)NC(=O)C=C,1.74,,54.397134,161.08,1,1,2,50.0057,29.1,2.11952
CC1=CC=C(C=C1)O,1.94,0.3259,100.906938,108.06,1,1,0,32.8438,20.23,1.70062
CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C(=NN2C3=CC=CC=C3)C)C(=O)N[C@@H](C)C(C)(C)C,4.45,0.042,17.784657,454.2,2,5,6,126.6717,93.09,4.45434
CC1=CC=CC=C1CO[C@@H]2C[C@]3(CC[C@@]2(O3)C)C(C)C,4.62,,71.672931,274.19,0,2,4,80.666,18.46,4.24782
CC1=CC=CC=C1N=NC2=CC(=C(C=C2)N)C,3.78,0.00696,17.530227,225.13,1,3,2,70.9464,50.74,4.30104
CC1=CC=CC=C1O,1.95,0.38,69.917364,108.06,1,1,0,32.8438,20.23,1.70062
CC1=CC=CC2=CC=CC=C12,3.87,,1127.1249,142.08,0,0,0,48.685,0.0,3.14822
CC1=CC2=C(C=C1)N=C(N2)C(=O)O,0.68,,24.857811,176.06,2,2,1,47.79,65.98,1.56952
CC1=CC2=C(C=C1)N=CC=C2,2.57,0.101,340.9362,143.07,0,1,0,46.48,12.89,2.54322
CC1=CC2=C(C=C1C)N(C(=N2)NCCCO)CC(=O)C3=CC(=C(C(=C3)C(C)(C)C)O)C(C)(C)C,4.67,,2.18580813,465.3,3,6,7,139.2368,87.38,5.63094
CC1=CC2=C(NC3=CC=CC=C3N=C2S1)N4CCN(CC4)C,3.0,0.07,5.0886,312.14,1,5,1,92.0397,30.87,1.74642
CC1=CCCC(C1/C=C(\C)/C(=O)C)(C)C,4.38,0.006334,27.47844,206.17,0,1,2,64.7,17.07,3.9042
CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)N=[N+]=[N-],0.19,0.914,6.1419402,267.1,2,6,3,64.6065,133.08,-0.19628
CC1=CN=C(C=N1)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3,1.91,0.02,4.0632471,445.18,3,6,7,114.9744,130.15,2.07812
CC1=NC(=C(C(=N1)Cl)NC2=NCCN2)OC,0.9,0.93,7.6329,241.07,2,6,2,62.2584,71.43,0.81812
CC1=NC(=CS1)CSC2=NC3=C(C(=N2)N[C@H](C)CO)SC(=O)N3,2.23,0.0087,8.39619,369.04,3,9,6,94.6182,103.79,2.22952
CC1=NC(=NC(=N1)OC)NC(=O)[N-]S(=O)(=O)C2=C(C=CC(=C2)I)C(=O)OC.[Na+],1.88,0.006681,14.4796113,528.95,1,9,5,101.178,151.54,-1.12168
CC1=NC(=NC(=N1)OC)NC(=O)NS(=O)(=O)C2=CC=CC=C2C(=O)OC,2.2,0.08599,5.9002317,381.07,2,9,5,88.2377,149.47,0.48562
CC1=NC(=NC(=N1)OC)NC(=O)NS(=O)(=O)C2=CC=CC=C2CCC(F)(F)F,1.89,,26.384391,419.09,2,7,6,91.2742,123.17,2.19392
CC1=NC(=NC(=N1)OC)NC(=O)NS(=O)(=O)C2=CC=CC=C2OCCCl,1.1,0.02305,37.095894,401.06,2,8,7,93.1132,132.4,1.31662
CC1=NC=C(N1CCO)[N+](=O)[O-],-0.02,0.96,7.6329,171.06,1,5,3,40.7042,81.19,0.09202
CC1=NC=CN1C2=CC=C(C=C2)SC3=CC=CC(=C3)C4(CCOCC4)C(=O)N.CS(=O)(=O)O,3.62,0.0645,7.098597,489.14,2,7,5,127.264,124.51,3.36942
CC1=NC2(C3=C(CC24CCC(CC4)OC)C=CC(=C3)OCC(C)C)N=C1N,,,18.420732,369.24,1,5,4,108.5864,69.2,3.8374
CC1=NC2=C(C=C1)C(=CC(=C2O)Cl)Cl,2.95,,25.0460892,226.99,1,2,0,58.1648,33.12,3.55562
CC1=NC2=NC(=NN2C=C1)S(=O)(=O)NC3=C(C=CC=C3F)F,1.61,0.01727,19.1356803,325.04,1,6,3,72.6855,89.25,1.51172
CC1=NN(C(=C1C=NOCC2=CC=C(C=C2)C(=O)OC(C)(C)C)OC3=CC=CC=C3)C,5.01,0.0046,42.74424,421.2,0,7,7,118.4545,74.94,5.02682
CC1=NN(C(=C1C2=CC=CC=C2)N)C3=CC=CC=C3,3.53,,82.333548,249.13,1,3,2,78.1494,43.84,3.42992
CC1=NN(C(=C1C2=CC=CC=C2)N)C3CCCCC3,,,35.11134,255.17,1,3,2,78.9344,43.84,3.94592
CC1=NN(C(=N1)C2=CN3CCOC4=C(C3=N2)C=CC(=C4)C5=CN(N=C5)C(C)(C)C(=O)N)C(C)C,4.15,0.022,3.5238555,460.23,1,9,5,127.0334,118.67,3.17422
CC1=NN(C(=O)N1C(F)F)C2=C(C=C(C(=C2)NS(=O)(=O)C)Cl)Cl,0.99,0.9933,14.5406745,385.98,1,6,4,82.3005,85.99,2.41582
CC1=NN=C(C=C1)N2CC(C2)COC3=CC=C(C=C3)C4=NOC(=N4)C,2.66,0.06,67.194963,337.15,0,7,5,92.438,77.17,2.65864
CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,2.12,0.32,0.99075042,308.08,0,4,1,86.891,43.07,3.58012
CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4Cl,2.42,0.1,6.3403956,342.04,0,4,1,91.901,43.07,4.23352
CC1=NNC(=O)N(C1)/N=C/C2=CN=CC=C2,-0.18,0.9946,21.9089673,217.1,1,4,2,60.1777,69.95,0.8166
CC12CC1(C(=O)N(C2=O)C3=CC(=CC(=C3)Cl)Cl)C,3.08,0.0499,13.535676,283.02,0,2,1,69.786,37.38,3.2829
Cc1c(O)ccc2c(Cc3ccc(/C=C/C(=O)O)cc3)c(-c3ccc(OC(F)(F)F)cc3)c(=O)oc12,6.06,,50.886,496.11,2,5,6,126.9226,96.97,6.06122
Cc1c(O)ccc2c1CCN(CC(C)C)[C@@H]2c1ccc(/C=C/C(=O)O)cc1,4.4,0.024,22.8987,365.2,2,3,5,107.9136,60.77,4.40192
Cc1cc([C@@H](C)Nc2ccccc2C(O)=NO)c2nc(N3CCOCC3)cc(=O)n2c1,2.13,,76.83786,423.19,3,8,5,118.663,111.69,2.70642
Cc1cc([C@@H](C)Nc2ccccc2C(O)=NS(C)(=O)=O)c2nc(N3CCOCC3)cc(=O)n2c1,1.7,,38.1645,485.17,2,8,6,131.7203,125.6,2.27682
Cc1cc(C(C)Nc2ccccc2-c2nn[nH]n2)c2nc(N3CCOCC3)cc(=O)n2c1,2.19,,46.05183,432.2,2,9,5,120.8824,113.33,2.19272
Cc1cc(C)c(S(=O)(=O)N[C@@H](C)CNc2cccc3c2cnn3-c2ccc(F)cc2)c(C)c1,4.87,,45.7974,466.18,2,5,7,129.9542,76.02,4.86876
Cc1cc(C[C@@]2(C)C[C@H](c3cccc(Cl)c3)[C@@H](c3ccc(Cl)cc3)N([C@H](CS(=O)(=O)C(C)(C)C)C3CC3)C2=O)ncc1C(=O)O,7.69,,12.97593,670.2,1,5,9,177.6451,104.64,7.69312
Cc1cc(Cl)cc2c(C(O)c3cccnc3)c3c(C)[nH]nc3nc12,3.86,,12.7215,338.09,2,4,2,94.1775,74.69,3.85804
Cc1cc(CNS(=O)(=O)N2CCN(/C(C=N)=C(\OCC3(C)CC3)C(O)=Nc3cccc(Cl)c3)CC2)ccc1N,3.5,,34.09362,574.21,4,7,11,154.7754,144.34,4.14869
Cc1cc(COc2ccc(S(=O)(=O)N(C(C)C)C3(C(O)=NO)CN(C(=O)C(C)C)C3)cc2)c2ccccc2n1,3.26,,43.2531,554.22,2,7,9,147.4141,132.63,4.10402
Cc1cc(COc2ccc(S(=O)(=O)N(C)C3(C(O)=NO)CN(C(=O)C(C)C)C3)cc2)c2ccccc2n1,2.49,0.019,20.3544,526.19,2,7,8,138.2021,132.63,3.32542
Cc1cc(COc2ccc(S(=O)(=O)N(C)C3(C(O)=NO)CN(C(=O)CC(C)C)C3)cc2)c2ccccc2n1,2.88,0.003,35.6202,540.2,2,7,9,142.8191,132.63,3.71552
Cc1cc(COc2ccc(S(=O)(=O)NC[C@@H](C(O)=NO)N3CCCCC3)cc2)c2ccccc2n1,2.76,,61.0632,498.19,3,7,9,133.5048,124.35,3.60072
Cc1cc(COc2ccc(S(=O)(=O)NC3(C(O)=NO)CN(C(=O)CC(C)C)C3)cc2)c2ccccc2n1,2.53,,15.2658,526.19,3,7,9,138.1918,141.42,3.37332
Cc1cc(COc2ccc(S(=O)(=O)NC3(CC(O)=NO)CN(C(=O)CC(C)C)C3)cc2)c2ccccc2n1,2.92,,33.0759,540.2,3,7,10,142.8088,141.42,3.76342
Cc1cc(F)ccc1-c1c(Cc2ccc(/C=C/C(=O)O)cc2)c2c(F)cc(O)cc2oc1=O,5.44,,35.6202,448.11,2,4,5,120.1556,87.74,5.44082
Cc1cc(F)ccc1-c1c(Cc2ccc(/C=C/C(=O)O)cc2)c2ccc(CO)cc2oc1=O,5.09,,35.6202,444.14,2,4,6,124.4556,87.74,5.08842
