,Unnamed: 0,SMILES,logP,Fup,Clint,MW_rdkit,HBD_rdkit,HBA_rdkit,NRB_rdkit,RF_rdkit,PSA_rdkit,logP_rdkit
1471,10890,CCOC(=O)C1CC(=O)C(C(=O)C2CC2)C(=O)C1,1.6,0.137,3.82,252.1,0,5,4,60.59200000000003,77.51,0.6930000000000001
1472,10892,O=c1[nH]c2cc(Cl)ccc2o1,1.41,,10.96,168.99,1,2,0,41.8447,46.0,1.7745
1473,10895,c1ccc2scnc2c1,2.01,,18.9,135.01,0,2,0,39.62000000000001,12.89,2.2963
1474,10897,c1ccc2[nH]nnc2c1,1.44,0.287,0.0,119.05,1,2,0,33.88869999999999,41.57,0.9578999999999998
1475,10899,COc1nn(CSP(=S)(OC)OC)c(=O)s1,2.2,0.2685,3.924,301.96,0,9,6,68.82000000000002,62.580000000000005,1.5214
1476,10904,CC(CN=Cc1ccccc1O)N=Cc1ccccc1O,3.07,,59.17,282.14,2,4,5,85.73060000000004,65.18,3.024300000000001
1477,10917,C=CCc1ccc2c(c1)OCO2,2.06,0.01789,14.12,162.07,0,2,2,46.46600000000003,18.46,2.1438
1478,10918,CCS(=O)(=O)c1ccc2oc(-c3ccc4ccccc4c3)nc2c1,3.6,0.01,2.7,337.08,0,4,3,94.67780000000003,60.17,4.441600000000003
1479,10924,CCOc1ccc2nc(N)sc2c1,1.52,,12.02,194.05,1,4,2,55.201400000000014,48.14,2.2772
1480,10926,Nc1cc(C(F)(F)F)c(-c2cc(N3CCOCC3)nc(N3CCOCC3)n2)cn1,2.42,,3.0,410.17,1,8,3,100.74140000000004,89.63,1.8128
1481,10931,CC(C1CC1)C(O)(Cn1cncn1)c1ccc(Cl)cc1,2.9,0.1086,1.538,291.11,1,4,5,77.25880000000004,50.94,2.865400000000001
1482,10935,CCCCC(CC)C(=O)OCCOCCOCCOC(=O)C(CC)CCCC,3.6,0.0,22.62,402.3,0,6,19,110.16800000000008,71.06,4.538800000000004
1483,10936,CCCCOC(=O)c1ccc(O)cc1,3.56,0.04157,39.3,194.09,1,3,4,53.29730000000004,46.53,2.349100000000001
1484,10942,O=C(OCc1ccccc1)c1ccc(O)cc1,3.56,0.00674,633.0,228.08,1,3,3,63.66830000000004,46.53,2.749200000000001
1485,10948,CCCOC(=O)c1ccc(O)cc1,3.04,0.07639,38.0,180.08,1,3,3,48.68030000000003,46.53,1.959
1486,10949,COc1nc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2CCC(F)(F)F)n1,1.89,0.0,10.37,419.09,2,7,6,91.27420000000004,123.17,2.1939199999999994
1487,10963,CCOc1ccccc1C(N)=O,1.14,0.5,1.3,165.08,1,2,3,46.128900000000016,52.32,1.1842
1488,10968,O=C(O)COc1cc(Cl)c(Cl)cc1Cl,3.31,0.0127,0.0,253.93,1,2,3,54.602800000000016,46.53,3.1102000000000007
1489,10988,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCC(C)CC3)cc2)C1=O,3.03,0.005,3.816,490.22,3,5,7,128.52190000000004,124.68,3.0740000000000016
1490,10998,O=c1ccc2ccc(O)cc2o1,1.58,,49.5,162.03,1,3,0,44.148800000000016,50.44,1.4986
1491,11008,C=CCc1ccc(OC)c(OC)c1,2.44,0.1416,26.56,178.1,0,2,4,53.44700000000004,18.46,2.432300000000001
1492,11027,c1ccc2c(c1)Nc1ccccc1S2,4.15,0.0043,0.0,199.05,1,2,0,60.289700000000025,12.03,3.894800000000001
1493,11045,c1ccc(-c2ccccc2)cc1,4.01,0.01557,14.18,154.08,0,0,1,51.87800000000003,0.0,3.353600000000001
1494,11054,CCCCN(CCCC)N=O,2.63,0.2602,11.12,158.14,0,2,7,47.184000000000026,32.67,2.570000000000001
1495,11075,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,4.1,0.01,6.61,489.07,2,4,7,124.0307,91.92,5.544200000000004
1496,11079,Nc1nc(N)nc(-c2ccccc2)n1,1.36,0.343,1.18,187.09,2,5,1,54.08780000000001,90.71,0.7030000000000001
1497,11085,Cc1ccc2ncccc2c1,2.57,0.101,134.0,143.07,0,1,0,46.480000000000025,12.89,2.5432200000000007
1498,11089,Nc1ccc2ccccc2c1,2.28,0.1099,18.5,143.07,1,1,0,48.36040000000002,26.02,2.4220000000000006
1499,11095,CCOc1ccc2c(c1)C(C)=CC(C)(C)N2,3.11,0.01069,15.16,217.15,1,2,2,68.96370000000003,21.26,3.692700000000002
1500,11096,CC1(CCCC2=CC(=O)OC3=NC(=O)NC(=O)C23)CC1,1.31,,3.0,276.11,1,4,4,69.83070000000004,84.82999999999998,1.7045
1501,11106,CC(C)c1cc(C(=O)N2Cc3ccc(CN4CCN(C)CC4)cc3C2)c(O)cc1O,1.91,0.36,23.44,409.24,2,5,4,116.65410000000004,67.25000000000001,3.1246000000000023
1502,11109,c1ccc2ncccc2c1,2.03,0.2036,38.6,129.06,0,1,0,41.743000000000016,12.89,2.2348
1503,11125,CN(C)c1ccc(C(=O)c2ccc(N(C)C)cc2)cc1,3.87,0.00959,39.2,268.16,0,3,4,84.97050000000004,23.550000000000004,3.0496000000000016
1504,11154,c1ccc(Nc2cccc3ccccc23)cc1,4.2,0.006962,57.9,219.1,1,1,2,73.67270000000003,12.03,4.583400000000003
1505,11163,Oc1cccc2ccccc12,2.85,0.0682,0.0,144.06,1,1,0,45.61280000000003,20.23,2.5454000000000008
1506,11166,Cc1cccc2ccccc12,3.87,,443.0,142.08,0,0,0,48.68500000000003,0.0,3.148220000000002
1507,11198,CN(C)CCNC(=O)c1cccn2c(=O)c3cc4ccccc4cc3nc12,2.24,,4.974,360.16,1,5,4,107.36120000000004,66.71000000000001,2.292299999999999
1508,11219,CCC1(C2=NCCN2)Cc2ccccc2O1,2.23,,3.0,216.13,1,3,2,64.10070000000003,33.620000000000005,1.772
1509,11225,CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,3.56,0.00043,0.0,240.07,1,5,4,60.12160000000003,106.51,2.722100000000001
1510,11236,CCCCC(C#N)(Cn1cncn1)c1ccc(Cl)cc1,2.94,0.08429,16.4,288.11,0,4,6,78.29000000000003,54.5,3.583280000000002
1511,11242,Cc1ccc(C(C)(C)C)c(O)c1,3.34,0.0264,36.0,164.12,1,1,0,51.54380000000003,20.23,2.998120000000001
1512,11243,CC(C)(C)c1cc(O)c(C(C)(C)C)cc1O,4.59,1.83e-07,117.0,222.16,2,2,0,67.17160000000004,40.46,3.692800000000003
1513,11254,CCc1cc(Cc2cc(CC)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,7.47,0.00513,0.0,368.27,2,2,4,115.17560000000006,40.46,6.408400000000008
1514,11262,C=CN1CCCC1=O,0.37,0.953,0.0,111.07,0,1,1,31.143999999999988,20.31,0.7523
1515,11279,CCON=C(CC)C1C(=O)CC(c2c(C)cc(C)cc2C)CC1=O,4.46,0.169,0.0,329.2,0,4,5,95.48400000000008,55.73,4.046160000000003
1516,11280,Cc1ccccc1COC1CC2(C(C)C)CCC1(C)O2,4.62,0.0,28.17,274.19,0,2,4,80.66600000000005,18.46,4.247820000000004
1517,11291,Cc1cccc(C)c1N,1.84,0.4311,8.96,121.09,1,1,0,40.32840000000001,26.02,1.88564
1518,11292,Clc1cccc(Cl)c1Cl,4.08,0.01567,6.984,179.93,0,0,0,41.47200000000001,0.0,3.6468000000000007
1519,11296,CCCCCOC(=O)COc1cc(N2C(=O)C3=C(CCCC3)C2=O)c(F)cc1Cl,4.99,,432.0,423.12,0,5,8,105.37600000000003,72.91,4.335100000000004
1520,11315,CCN1CCN(c2ccc(Nc3cc(N(C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)ncn3)cc2)CC1,4.59,0.032,28.84,559.19,2,8,8,153.07139999999976,95.09,5.354400000000004
1521,11316,CN1CCCC1=O,-0.46,0.888,0.2081,99.07,0,1,0,26.870999999999988,20.31,0.2385999999999999
1522,11333,CCC(Nc1ncnc2[nH]cnc12)c1nc2cccc(F)c2c(=O)n1-c1ccccc1,2.46,0.16,5.25,415.16,2,7,5,115.6364,101.38000000000002,3.7543000000000015
1523,11352,c1ccc2c(c1)Cc1ccccc1-2,4.18,0.01567,12.08,166.08,0,0,0,54.684000000000026,0.0,3.2578000000000014
1524,11356,COP(=S)(OC)SCn1nnc2ccccc2c1=O,2.75,0.2137,32.63,317.01,0,8,5,79.69200000000002,66.24000000000001,1.9995
1525,11359,COc1ccc(CN(C(=O)C(N)Cc2c(C)cc(C(N)=O)cc2C)C(C)c2ncc(-c3ccccc3)[nH]2)cc1C(=O)O,1.82,,1.89,569.26,4,6,11,159.05529999999976,164.63,4.159040000000003
1526,11365,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,0.5,0.7109,1.832,306.1,1,7,5,70.29880000000001,81.64999999999999,0.7357999999999993
1527,11370,O=NN(c1ccccc1)c1ccccc1,3.13,0.04368,8.288,198.08,0,2,3,60.81800000000003,32.67,3.5061000000000018
1528,11392,CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1,4.82,3.22e-06,427.0,312.14,0,4,7,87.19400000000005,52.60000000000001,4.000500000000003
1529,11398,CCC(C)N(C)C(=O)c1cc2ccccc2c(-c2ccccc2Cl)n1,4.79,0.01614,42.12,352.13,0,2,4,104.0355,33.2,5.425700000000005
1530,11399,C[Si](Cn1cncn1)(c1ccc(F)cc1)c1ccc(F)cc1,3.7,0.02893,6.959,315.1,0,3,4,83.70800000000001,30.71,1.9885
1531,11417,Cc1c(Cc2ccc3ccccc3n2)c2cc(F)ccc2n1CC(=O)O,4.81,,4.04,348.13,1,3,4,98.81780000000003,55.120000000000005,4.312420000000003
1532,11418,Clc1ccc(COc2ccc(Br)cc2CN2CCOCC2)cc1,3.35,,54.95,395.03,0,3,5,96.02200000000003,21.700000000000003,4.513700000000004
1533,11427,COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC,4.8,0.003,6.76,501.17,2,6,8,136.6893999999999,98.78000000000002,5.540800000000004
1534,11439,CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,6.81,2.71e-06,27.7,334.21,0,4,12,95.29100000000008,52.60000000000001,5.160800000000005
1535,11440,CCCCOC(=O)c1ccccc1C(=O)OCCCC,4.61,0.028,42.5,278.15,0,4,8,76.82300000000005,52.60000000000001,3.600400000000003
1536,11442,CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C,4.11,0.000435,345.0,278.15,0,4,6,76.68300000000005,52.60000000000001,3.3122000000000025
1537,11444,CCOC(=O)c1ccccc1C(=O)OCC,2.44,0.19,42.5,222.09,0,4,4,58.35500000000003,52.60000000000001,2.04
1538,11446,CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,2.19,0.017,2.336,300.07,1,3,1,82.94980000000002,52.900000000000006,2.4722
1539,11447,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,2.39,0.09,0.7399,320.01,2,3,1,83.17950000000002,61.69,3.101300000000001
1540,11459,CC#CC1(O)CCC2C3CCC4=CC(=O)CCC4=C3C(c3ccc(N(C)C)cc3)CC21C,4.81,0.0167,33.2,429.27,1,3,2,129.4318,40.54,5.406500000000006
1541,11467,Oc1ccc2ccccc2c1N=Nc1ccccc1,3.87,0.00277,0.0,248.09,1,3,2,76.23080000000003,44.95,4.9608000000000025
1542,11471,CCC(c1ccc(O)cc1)C(CC)c1ccc(O)cc1,4.27,0.00772,14.0,270.16,2,2,5,82.27760000000005,40.46,4.785200000000004
1543,11474,O=C(O)c1c(Cl)ccc2cc(Cl)cnc12,2.77,0.02799,0.0,240.97,1,2,1,58.72230000000001,50.19,3.2398000000000007
1544,11476,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,2.57,0.45,1.4,255.01,2,5,1,64.10780000000001,90.71,2.0098
1545,11484,C=C(C)C1Cc2c(ccc3c2OC2COc4cc(OC)c(OC)cc4C2C3=O)O1,4.1,0.003404,28.31,394.14,0,6,3,105.90450000000008,63.22,3.703300000000002
1546,11488,Cn1cnc2c1c(=O)[nH]c(=O)n2C,-0.77,0.955,396.0,180.06,1,5,0,46.575700000000005,72.68,-1.0397
1547,11490,CC(C)(C)C(O)C(=Cc1ccc(Cl)cc1Cl)n1cncn1,4.3,0.01947,2.587,325.07,1,4,3,86.11280000000004,50.94,3.990000000000003
1548,11500,CC1CC2C(C(O)CC3(C)C2CCC3(O)C(=O)CO)C2(C)C=CC(=O)C=C12,1.72,0.23,5.452,374.21,3,5,2,99.59540000000004,94.83,1.8036
1549,11504,CCNc1nc(NC(C)C)nc(SC)n1,2.98,0.003952,31.51,227.12,2,6,5,64.53040000000003,62.73,1.8456
1550,11505,Cc1cccc([N+](=O)[O-])c1C,2.83,3.21e-08,523.0,151.06,0,2,1,42.57040000000002,43.14,2.21164
1551,11509,c1cc2c3c(cccc3c1)CC2,3.92,0.04533,4.846,154.08,0,0,0,51.35600000000003,0.0,2.938400000000001
1552,11524,COC(=O)c1ccccc1CS(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,2.29,0.00905,1.65,410.09,2,9,7,97.69570000000004,145.81,0.9319
1553,11535,CC(=O)OC1CC(C)OC(C)O1,1.3,,863.0,174.09,0,4,1,41.26500000000001,44.760000000000005,1.0470000000000002
1554,11543,O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,4.64,0.0,819.0,292.84,0,2,1,58.14640000000001,43.14,4.8618
1555,11546,Cc1c(COC(=O)C2C(C=C(Cl)C(F)(F)F)C2(C)C)cccc1-c1ccccc1,6.19,0.0,0.0,422.13,0,2,5,107.163,26.3,6.662420000000005
1556,11548,Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,3.45,0.08,3.271,307.17,0,3,3,92.50000000000004,37.61000000000001,3.2488400000000013
1557,11552,CCC(C)(CC)c1cc(NC(=O)c2c(OC)cccc2OC)on1,3.94,0.0718,17.7,332.17,1,5,7,91.93620000000006,73.59,4.0218000000000025
1558,11572,COc1nc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2OCCCl)n1,1.1,0.02305,14.58,401.06,2,8,7,93.11320000000003,132.4,1.3166199999999997
1559,11575,O=C(O)c1ccccc1C(c1ccc(O)cc1)c1ccc(O)cc1,2.61,0.00918,1.85,320.1,3,3,4,90.55990000000004,77.76,3.976200000000001
1560,11584,CC1(C)CON(Cc2ccccc2Cl)C1=O,2.5,0.1734,3.038,239.07,0,2,2,61.73500000000004,29.54,2.640000000000001
1561,11586,CCCCCCCCCCCCCC[PH](CCCC)(CCCC)CCCC,8.16,,16.7,400.42,0,0,22,133.58500000000004,0.0,9.837699999999998
1562,11598,CCCCCCC(C)OC(=O)COc1nc(F)c(Cl)c(N)c1Cl,4.53,0.0,9.915,366.09,1,5,9,88.43540000000003,74.44,4.390600000000003
1563,11600,CCc1cnc(C2=NC(C)(C(C)C)C(=O)N2)c(C(=O)O)c1,1.45,0.2895,2.351,289.14,2,4,4,78.49700000000003,91.65,1.6333000000000002
1564,11601,CC(C)C1(C)N=C(c2nc3ccccc3cc2C(=O)O)NC1=O,1.86,0.1513,2.457,311.13,2,4,3,86.62500000000004,91.65,2.2241
1565,11602,CC(C)C1(C)N=C(c2ncccc2C(=O)O)NC1=O,0.22,0.9231,0.3874,261.11,2,4,3,69.11900000000003,91.65,1.0709
1566,11609,FCC(F)(F)F,0.83,0.8572,0.101,102.01,0,0,0,12.030000000000005,0.0,1.5182000000000002
1567,11663,COc1cccc(Nc2c(C(N)=O)cnc3c(C)cc(S(=O)(=O)c4cccc(C(=O)N(C)C)c4)cc23)c1,3.54,0.243,20.05,518.16,2,7,7,141.18589999999986,131.69,3.9289200000000033
1568,11665,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,0.97,0.295,0.0,248.06,2,4,2,67.16060000000002,86.18,1.6838000000000002
1569,11674,CCCCC(O)(Cn1cncn1)c1ccc(Cl)cc1Cl,3.9,0.041,16.22,313.07,1,4,6,79.90580000000004,50.94,3.662900000000002
1570,11675,Cc1cc(C(C)(C)c2ccc(O)c(C)c2)ccc1O,3.87,,191.0,256.15,2,2,2,77.81560000000003,40.46,4.040540000000004
1571,11676,CC(C)(c1cc(Cl)c(O)c(Cl)c1)c1cc(Cl)c(O)c(Cl)c1,7.15,0.00598,18.7,363.96,2,2,2,88.3816,40.46,6.037300000000004
1572,11677,CC(C)(c1cc(Br)c(O)c(Br)c1)c1cc(Br)c(O)c(Br)c1,6.66,0.00107,50.5,539.76,2,2,2,99.1416,40.46,6.4737000000000045
1573,11680,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,5.2,0.00968,33.9,382.14,0,3,1,106.94800000000004,42.43,4.887800000000005
1574,11683,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21CC,3.07,0.0369,9.89,312.21,1,2,1,90.49280000000006,37.3,3.882600000000004
1575,11684,CCC(C)(C)c1cc(O)c(C(C)(C)CC)cc1O,4.91,0.0166,11.4,250.19,2,2,4,76.40560000000005,40.46,4.473000000000005
1576,11689,O=[N+]([O-])c1cc(C(F)(F)F)c(Cl)c([N+](=O)[O-])c1Nc1ncc(C(F)(F)F)cc1Cl,4.01,0.004357,24.76,463.95,1,6,4,87.29449999999999,111.2,5.9860000000000015
1577,11692,Cc1c(F)c(F)c(COC(=O)C2C(C=C(Cl)C(F)(F)F)C2(C)C)c(F)c1F,6.5,0.0,24.81,418.06,0,2,4,81.55900000000003,26.3,5.551820000000002
1578,11698,COc1ccc(CCOC2CCCCC2N2CCC(O)C2)cc1OC,3.43,0.58,6.46,349.23,1,5,7,97.44280000000008,51.16000000000001,2.6407000000000007
1579,11722,O=P(c1ccccc1)(c1ccccc1)c1ccccc1,2.84,0.101,0.0,278.09,0,1,3,85.83450000000005,17.07,3.3260000000000014
1580,11733,CCC(C)=O,0.29,0.8744,50.86,72.06,0,1,1,20.971999999999998,17.07,0.9854
1581,11736,Clc1ccc(C(c2ccccc2Cl)C(Cl)(Cl)Cl)cc1,6.92,1.59e-08,15.3,351.91,0,0,2,85.03700000000002,0.0,6.495500000000002
1582,11739,CC(Cl)CCl,1.99,0.5441,57.19,111.98,0,0,1,26.03499999999999,0.0,1.8525
1583,11749,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,1.0,0.58,6.231,303.1,0,5,2,75.27600000000002,64.43,1.7736999999999998
1584,11759,CC1=CC(=O)CC(C)(C)C1,1.71,,18.7,138.1,0,1,0,41.77900000000002,17.07,2.3218000000000005
1585,11761,CC1C(c2ccc(Cl)cc2)SC(=O)N1C(=O)NC1CCCCC1,2.9,0.0,110.4,352.1,1,3,2,93.88570000000004,49.41,4.980700000000004
1586,11765,CCCCSP(=O)(SCCCC)SCCCC,5.7,0.06651,125.1,314.1,0,4,12,89.70450000000005,17.07,6.694400000000005
1587,11766,O=C1OCC(Cc2cccc(O)c2)C1Cc1cccc(O)c1,2.81,0.0121,139.0,298.12,2,4,4,81.56060000000004,66.76,2.672200000000001
1588,11796,CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC,4.37,0.00942,261.0,402.23,0,8,15,101.33200000000008,105.2,3.0984000000000016
1589,11805,COC(=O)C=C(C)OP(=O)(OC)OC,0.13,0.674,4.7,224.04,0,6,5,48.48250000000003,71.06,1.4807
1590,11837,C=CC(=O)Nc1ccc(OC)cc1,1.37,,10.72,177.08,1,2,3,51.82070000000003,38.33,1.8197
1591,11838,C=CC(=O)Nc1ccc(C)cc1,1.74,,21.38,161.08,1,1,2,50.005700000000026,29.1,2.11952
1592,11844,[Na+].[O-][Cl+][O-],-0.259,,75.4,89.95,0,2,0,0.0,46.12,-5.3740000000000006
1593,11854,CCOC(=O)C(C)OC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],4.81,0.0,1.28,461.05,0,7,7,101.13490000000004,104.97,5.167700000000004
1594,11857,ClC1=C(Cl)C(Cl)(Cl)C(Cl)=C1Cl,5.04,4.52e-07,0.0,269.81,0,0,0,51.901,0.0,4.5523
1595,11863,CCC(C)(c1ccc(O)cc1)c1ccc(O)cc1,3.77,0.01823,35.66,242.13,2,2,3,72.95860000000005,40.46,3.8138000000000014
1596,11864,Oc1c(Cl)cc(Cl)c2cccnc12,2.5,,5.798,212.97,1,2,0,53.42780000000001,33.120000000000005,3.2472000000000003
1597,11867,CCCCC1(CC)C(=O)NC(=O)NC1=O,1.73,0.6,1.9,212.12,2,3,4,53.93040000000002,75.27000000000001,0.9389999999999998
1598,11889,CC(C)(C)c1ccc(N)cc1,2.7,0.155,10.7,149.12,1,1,0,49.55440000000003,26.02,2.5663
1599,11890,CC(C)=CC1C(C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,4.73,0.0,37.6,331.18,0,4,4,88.49800000000005,63.68,2.964900000000002
1600,11891,Cn1nc(CO)nc1NCCCOc1cccc(CN2CCCCC2)c1,1.63,0.96,11.0,359.23,2,7,9,101.09750000000004,75.44,2.1743
1601,11896,O.c1ccc([Sn](c2ccccc2)c2ccccc2)cc1,5.13,0.0,7.749,369.03,0,0,3,87.59580000000003,31.5,1.3780999999999997
1602,11899,NC(N)=Nc1nc(CSCCC(N)=NS(N)(=O)=O)cs1,-0.64,0.84,0.0,337.04,4,6,7,83.0924,175.82999999999998,-0.7679999999999998
1603,11909,NCC1(c2cccs2)CCCCC1,2.54,,1.069,195.11,1,2,2,58.13640000000003,26.02,2.9087000000000014
1604,11910,CCCC(C)C1(CC)C(=O)N=C(O)NC1=O,2.1,0.39,0.723,226.13,2,2,4,60.00950000000003,78.75999999999999,1.3894
1605,11912,CC(C)(C)C(O)C(Cc1ccc(Cl)cc1)n1cncn1,3.2,0.1538,7.14,293.13,1,4,4,79.67680000000004,50.94,3.122300000000001
1606,11930,CNCC(O)CC12CCC(c3ccccc31)c1ccccc12,3.64,0.19,3.037,293.18,2,2,4,89.29150000000004,32.26,3.1822000000000017
1607,11936,ClC1=C(Cl)C2(Cl)C3C(Cl)C=CC3C1(Cl)C2(Cl)Cl,6.1,0.04333,4.574,369.82,0,0,0,76.09800000000001,0.0,5.241500000000001
1608,11958,CNC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2OC)ncc1Cl,3.6,,16.22,468.17,3,8,7,129.4656,100.64,3.8220000000000023
1609,11959,FC(F)(Cl)C(F)(Cl)Cl,3.16,0.3622,0.2524,185.9,0,0,1,26.345,0.0,2.9189
1610,11964,CCCN(CCC)C(=O)SCC,3.21,0.0,80.36,189.12,0,2,5,55.68300000000004,20.31,2.9815000000000014
1611,11978,Cc1cc2nc(NCCCO)n(CC(=O)c3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3)c2cc1C,4.67,,0.8591,465.3,3,6,7,139.2367999999999,87.38000000000001,5.630940000000005
1612,11993,FC(F)(Cl)Cl,2.16,0.773,0.2524,119.93,0,0,0,16.653,0.0,2.0143
1613,11994,Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,3.14,,3.0,270.06,1,3,2,60.63720000000001,55.13,3.254120000000001
1614,11995,COC(=O)C1=C(C)N=C(C)C(C(=O)OC(C)C)C1c1cccc2nonc12,4.28,0.04,18.0,371.15,0,8,4,97.08800000000004,103.88,2.795700000000001
1615,12001,FC(F)(F)Br,1.86,0.838,5.048,147.91,0,0,0,14.982,0.0,1.9011
1616,12004,C[As](C)(=O)O,0.74,0.9058,0.1976,137.97,1,1,0,20.3873,37.3,0.1109999999999999
1617,12008,COC(=O)C1C(C#N)=NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,2.39,0.013,2160.0,385.13,0,8,5,98.31940000000004,131.89,2.671380000000001
1618,12014,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,5.02,0.001515,11.93,498.95,1,2,7,53.79119999999998,60.16,4.2418000000000005
1619,12018,COc1nc(C)nc(Cl)c1NC1=NCCN1,0.9,0.93,3.0,241.07,2,6,2,62.258400000000016,71.43,0.8181199999999997
1620,12021,C=C(Cl)Cl,2.13,0.428,123.5,95.95,0,0,0,20.846,0.0,1.9352
1621,12025,CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,4.26,0.01429,0.0,404.26,1,5,6,110.83780000000009,72.83,4.195500000000004
1622,12046,O=C(O)C1(c2ccc(-c3ccc(Cl)c(Cl)c3)c(F)c2)CC1,4.76,,38.9,324.01,1,1,3,80.40380000000003,37.3,4.915700000000002
1623,12056,CC,1.81,,150.0,30.05,0,0,0,11.348000000000004,0.0,1.0262
1624,12085,COC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(C)nc(OC)n1,2.2,0.08599,2.319,381.07,2,9,5,88.23770000000003,149.46999999999997,0.4856199999999998
1625,12090,CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1,4.21,0.006078,250.3,397.06,1,6,10,100.81550000000004,64.63,3.7726000000000015
1626,12093,Clc1ccccc1-c1nnc(-c2ccccc2Cl)nn1,3.1,0.0,0.0,302.01,0,4,2,78.51400000000002,51.56,3.9074000000000018
1627,12094,CCCC(=NOCC)C1C(=O)CC(CC(C)SCC)CC1=O,4.38,0.05472,11.87,327.19,0,5,9,92.40800000000006,55.73,3.8751000000000033
1628,12095,O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,3.28,0.055,52.96,395.16,1,5,5,108.72320000000003,75.17,2.423800000000001
1629,12104,CCCCCCCCN(C)C,2.67,0.5627,35.14,157.18,0,1,7,51.93000000000004,3.24,2.908500000000002
1630,12122,COc1ccc2[nH]cc(CCNC(C)=O)c2c1,0.61,0.498,0.0,232.12,2,2,4,67.23840000000003,54.12,1.8551
1631,12128,CC(C)(C)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,6.06,,40.7,262.23,1,1,0,84.20680000000006,20.23,5.284700000000006
1632,12130,COP(=S)(OC)SCN1C(=O)c2ccccc2C1=O,2.78,0.0477,23.82,316.99,0,6,5,77.70300000000003,55.84,2.4906000000000006
1633,12139,CSc1nc(NC(C)C)nc(NC(C)C)n1,3.51,0.0,35.78,241.14,2,6,5,69.12540000000003,62.73,2.2341
1634,12144,Cc1ccc2c(Cl)cc(Cl)c(O)c2n1,2.95,,9.844,226.99,1,2,0,58.16480000000002,33.120000000000005,3.5556200000000016
1635,12146,O=C(OC1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(O)(c1cccs1)c1cccs1,3.57,,64.0,484.16,1,6,9,130.5232,55.760000000000005,4.666800000000005
1636,12150,Nc1ccccc1NC(=O)c1ccc(CNc2nccc(-c3cccnc3)n2)cc1,3.47,,7.5,396.17,3,6,6,117.83929999999998,105.82,3.9852000000000016
1637,12156,ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,6.73,1.62e-06,199.0,315.94,0,0,2,80.63200000000002,0.0,6.187900000000003
1638,12157,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1,6.13,0.03115,0.0,317.95,0,0,3,80.24100000000003,0.0,5.929000000000002
1639,12159,CCOC(=O)C1C(C)=NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,3.86,0.07,0.0,383.07,0,5,4,97.15100000000004,64.96,4.177800000000004
