,Unnamed: 0,SMILES,logP,Fup,Clint,MW_rdkit,HBD_rdkit,HBA_rdkit,NRB_rdkit,RF_rdkit,PSA_rdkit,logP_rdkit
128,1242,C[C@H]1Cn2c(nnc2C(C)(F)F)CN1C(=O)c1cccc(C(F)(F)c2nnc(O)c3ccccc23)c1,3.81,0.089,1.2,500.16,1,7,4,119.5663,97.03000000000002,4.223200000000003
129,1256,C[C@H]1CO[C@H]2N1C(=O)C3=C(C(=O)C(=CN3C2)C(=O)NCC4=C(C=C(C=C4)F)F)O,1.36,0.002,6.294,405.11,2,6,3,95.26650000000002,100.87,0.9626999999999996
130,1261,C[C@H]1COCCN1c1cc(C(C)(C)S(C)(=O)=O)nc(-c2ccc(NC(O)=NC3CC3)cc2)n1,2.93,,50.0,473.21,2,7,6,129.67330000000004,117.01,3.136700000000001
131,1262,C[C@H]1COCCN1c1cc(C2(S(C)(=O)=O)CC2)nc(-c2ccc(NC(O)=NC3CC3)cc2)n1,2.69,,37.8,471.19,2,7,6,127.55930000000006,117.01,2.8907000000000016
132,1265,C[C@H]1COCCN1c1nc(N2CCOC[C@@H]2C)c2ccc(-c3ccc4ncnc(O)c4c3)nc2n1,2.38,,176.4,473.22,1,10,3,132.7838,109.62,2.790800000000001
133,1266,C[C@H]1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=C(C=C4)OC)C(=O)N(C)C)N5CCOC[C@@H]5C,2.85,,4.27,506.26,0,9,5,142.59249999999986,93.15,2.8524000000000003
134,1267,C[C@H]1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=C(C=C4)OC)C(C)O)N5CCOC[C@@H]5C,3.2,,38.02,479.25,1,9,5,135.20879999999994,93.07,3.2039000000000017
135,1268,C[C@H]1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=CC=C4)C(=O)NCCO)N5CCOC[C@@H]5C,,,10.0,492.25,2,9,6,137.44199999999992,112.94,1.8641
136,1279,C[N+](C)(C)CC1CO1.[Cl-],0.24,0.518,0.0,151.08,0,1,2,32.63939999999998,12.53,-2.9045999999999967
137,1325,C[Si](CN1C=NC=N1)(C2=CC=C(C=C2)F)C3=CC=C(C=C3)F,3.7,0.02893,6.959,315.1,0,3,4,83.70800000000003,30.71,1.9885
138,1330,C[Si]1(O[Si](O[Si](O[Si](O[Si](O1)(C)C)(C)C)(C)C)(C)C)C,8.03,,0.0,370.09,0,5,0,92.83500000000004,46.150000000000006,3.5920000000000023
139,1360,C=CC(=O)NC1=CC=C(C=C1)F,1.46,,3.0,165.06,1,1,2,45.226700000000015,29.1,1.9502
140,1361,C=CC(=O)NC1=CC=CC=C1,1.44,,30.9,147.07,1,1,2,45.26870000000002,29.1,1.8111
141,1374,C=CC(O)=Nc1cc(N=c2nc(-c3cn(C)c4ccccc34)c(C#N)c[nH]2)c(OC)cc1N(C)CCN(C)C,4.38,0.089,10.0,524.26,2,8,9,155.17749999999972,118.06,4.452880000000003
142,1375,C=CC(O)=Nc1cc(Nc2ncc(C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,4.82,0.075,5.6,513.29,2,8,10,156.70349999999965,91.04,5.467720000000005
143,1377,C=CC(O)=Nc1cc(Nc2ncc(Cl)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,5.16,0.023,10.0,533.23,2,8,10,156.9764999999997,91.04,5.812700000000007
144,1378,C=CC(O)=Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,4.32,0.032,14.0,520.21,2,9,10,149.24949999999976,103.41,4.968700000000005
145,1379,C=CC(O)=Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N1CC(N(C)C)C1,4.07,0.025,5.2,518.19,2,9,8,147.11349999999976,103.41,4.721100000000005
146,1382,C=CC(O)=Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,4.51,1.2645,3.4,499.27,2,8,10,151.96649999999974,91.04,5.159300000000004
147,1392,C=CC1=CC=CC=C1,2.95,0.1801,42.99,104.06,0,0,1,36.53300000000001,0.0,2.3296
148,1399,C=CCC1=CC2=C(C=C1)OCO2,2.06,0.01789,14.12,162.07,0,2,2,46.46600000000003,18.46,2.1438
149,1412,C=CCOC(=O)C1=CC=CC=C1C(=O)OCC=C,3.23,0.9621,8.216,246.09,0,4,6,67.40100000000002,52.60000000000001,2.3722000000000003
150,1417,C=CCOC1=C(C=CC(=C1)C2=CC=CC3=C2OC(=CC3=O)N4CCOCC4)NC(=O)CN5CCOCC5,,,83.18,505.22,1,8,8,142.53269999999992,93.48,3.132100000000001
151,1418,C=CCOC1=NC(=NC(=N1)OCC=C)OCC=C,2.22,,9.27,249.11,0,6,9,66.90300000000002,66.36000000000001,1.5659999999999998
152,1433,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)[N+](=O)[O-],4.64,0.0,819.0,292.84,0,2,1,58.1464,43.14,4.8618
153,1438,C1(=C(C(=NC(=C1Cl)Cl)C(=O)O)Cl)N,1.9,0.23,0.0,239.93,2,3,1,50.63869999999999,76.21,2.3222
154,1440,C1(=C(C(=NC(=C1Cl)Cl)Cl)Cl)Cl,3.53,4.42e-08,362.0,248.85,0,1,0,49.287000000000006,12.89,4.348599999999999
155,1444,C1(=C(C(C(=C1Cl)Cl)(Cl)Cl)Cl)Cl,5.04,4.52e-07,0.0,269.81,0,0,0,51.90100000000001,0.0,4.5523
156,1477,C1[C@@H]([C@H](C(=O)O1)CC2=CC(=CC=C2)O)CC3=CC(=CC=C3)O,2.81,0.0121,139.0,298.12,2,4,4,81.56060000000004,66.76,2.672200000000001
157,1484,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C(N=C(N=C32)Cl)N)CO)O,0.02,0.9848,0.0,285.06,3,8,2,66.36500000000001,119.31,-0.2974000000000001
158,1506,C1[C@H]([C@H](CN1C(=O)[C@@H]([C@H](CC2=CC=CC=C2)NC(=O)C3=CC4=C(N3)C=CC(=C4)Cl)O)O)O,0.42,0.0234,2.09,457.14,5,5,6,119.30930000000002,125.89,1.087299999999999
159,1507,C1[C@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O,1.99,0.15,135.0,458.08,8,11,3,108.92089999999996,197.37,2.2332000000000014
160,1521,C1=C(C(=C(C(=C1Cl)Cl)CC2=C(C(=CC(=C2Cl)Cl)Cl)O)O)Cl,7.54,8.62e-09,0.0,403.85,2,2,2,89.0796,40.46,6.609000000000001
161,1523,C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl,5.17,,16.4,247.85,0,0,0,51.49200000000001,0.0,4.9536
162,1525,C1=C(C(=C(C(=C1Cl)Cl)Cl)O)Cl,4.44,,0.0,229.89,1,1,0,48.146800000000006,20.23,4.0058
163,1536,C1=C(C(=CC(=C1Cl)Cl)Cl)C2=CC(=C(C=C2Cl)Cl)Cl,6.56,0.0,2.72e-06,357.84,0,0,1,81.938,0.0,7.274000000000001
164,1537,C1=C(C(=CC(=C1Cl)Cl)Cl)Cl,4.62,0.000993,8.842,213.89,0,0,0,46.482000000000006,0.0,4.3002
165,1539,C1=C(C(=CC(=C1Cl)Cl)Cl)OCC(=O)O,3.31,0.0127,0.0,253.93,1,2,3,54.60280000000001,46.53,3.1102
166,1547,C1=C(C(=NC(=C1Cl)Cl)OCC(=O)O)Cl,2.52,0.02237,0.0,254.93,1,3,3,52.39780000000001,59.42,2.5052000000000003
167,1560,C1=C(C=C(C(=C1Br)O)Br)C#N,2.63,0.5001,7.866,274.86,1,2,0,48.22180000000001,44.02,2.788880000000001
168,1564,C1=C(C=C(C(=C1C(=O)O)Cl)N)Cl,0.91,,0.0,204.97,2,2,1,47.8337,63.31999999999999,2.2738
169,1569,C1=C(C=C(C(=C1Cl)C2=C(C=C(C=C2Cl)Cl)Cl)Cl)Cl,7.28,0.0,9.24e-06,357.84,0,0,1,81.938,0.0,7.274000000000001
170,1573,C1=C(C=C(C(=C1Cl)N)Cl)[N+](=O)[O-],2.8,0.0,4.434,205.96,1,3,1,47.52879999999999,69.16,2.4838000000000005
171,1576,C1=C(C=C(C(=C1Cl)N2C(=C(C(=N2)C#N)S(=O)C(F)(F)F)N)Cl)C(F)(F)F,4.0,0.0461,1.367,435.94,1,5,2,80.1768,84.7,4.27918
172,1577,C1=C(C=C(C(=C1Cl)O)Cl)Cl,3.69,0.01512,18.76,195.92,1,1,0,43.13680000000001,20.23,3.3524
173,1583,C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)C[C@@H](C(=O)O)N,4.93,2.42e-08,0.0,776.69,3,4,5,124.80600000000004,92.78,4.557300000000002
174,1596,C1=C(C=C(C=C1Br)Br)Br,4.51,,0.0,311.78,0,0,0,49.54200000000001,0.0,3.974100000000001
175,1602,C1=C(C=C(C=C1Cl)Cl)C2=CC(=CC(=C2)Cl)Cl,6.72,0.0,3.33e-05,289.92,0,0,1,71.91800000000002,0.0,5.967200000000002
176,1604,C1=C(C=C(C=C1Cl)Cl)N,2.9,0.0522,86.1,160.98,1,1,0,40.8744,26.02,2.5756
177,1610,C1=C(C=NC(=C1Cl)NC2=C(C=C(C(=C2[N+](=O)[O-])Cl)C(F)(F)F)[N+](=O)[O-])C(F)(F)F,4.01,0.004357,24.76,463.95,1,6,4,87.29450000000003,111.20000000000002,5.986000000000003
178,1617,C1=C(N=C(S1)N=C(N)N)CSCCC(=NS(=O)(=O)N)N,-0.64,0.84,0.0,337.04,4,6,7,83.0924,175.83,-0.7679999999999998
179,1628,C1=C(OC(=C1)[N+](=O)[O-])/C=N/NC(=O)N,0.23,0.856,0.0,198.04,2,5,3,45.6755,123.76,0.1899999999999999
180,1655,C1=CC(=C(C(=C1)Cl)C#N)Cl,2.74,0.06222,7.036,170.96,0,1,0,41.17700000000001,23.79,2.8650800000000007
181,1666,C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N,2.57,0.45,1.4,255.01,2,5,1,64.1078,90.71,2.0098
182,1667,C1=CC(=C(C(=C1)Cl)Cl)Cl,4.08,0.01567,6.984,179.93,0,0,0,41.47200000000001,0.0,3.6468000000000007
183,1681,C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=CC(=C(C=C2)OC(C(OC(F)(F)F)F)(F)F)Cl)F,5.27,0.0,2.873,492.01,2,4,6,91.90590000000005,76.66000000000001,5.383700000000001
184,1683,C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=CC=C(C=C2)Cl)F,3.88,0.0308,0.0,310.03,2,2,2,74.29490000000003,58.2,3.5801000000000007
185,1687,C1=CC(=C(C(=C1C(=O)C2=CC(=C(C(=C2)O)O)O)O)O)O,1.16,1.93e-08,28.1,278.04,6,7,2,66.30530000000002,138.45000000000002,1.1512000000000011
186,1690,C1=CC(=C(C(=C1Cl)C2=C(C=CC(=C2Cl)Cl)Cl)Cl)Cl,7.12,0.0,0.00027,357.84,0,0,1,81.938,0.0,7.274
187,1692,C1=CC(=C(C(=C1Cl)Cl)Cl)Cl,4.58,,32.4,213.89,0,0,0,46.482000000000006,0.0,4.3002
188,1702,C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])O,1.67,0.02723,0.0,184.01,1,5,2,41.41560000000001,106.51,1.2086000000000003
189,1708,C1=CC(=C(C=C1[N+](=O)[O-])Cl)Cl,3.12,1.21e-07,387.0,190.95,0,2,1,43.11640000000001,43.14,2.9016
190,1711,C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O,3.75,0.0,12.0,325.99,2,4,3,79.17640000000002,92.47,3.859500000000001
191,1744,C1=CC(=C(C=C1C2=C(C=C(C=C2)F)F)C(=O)O)O,4.44,0.0016,3.037,250.04,2,2,2,60.41810000000001,57.53,3.035600000000001
192,1745,C1=CC(=C(C=C1C2=C(SC(=N2)N)C3=CC=NC=C3)Cl)Cl,2.29,,19.05,320.99,1,4,2,85.21340000000001,51.8,4.761100000000001
193,1746,C1=CC(=C(C=C1C2=CC(=C(C=C2)Cl)Cl)Cl)Cl,6.62,0.0,6.83e-05,289.92,0,0,1,71.91800000000002,0.0,5.967200000000001
194,1752,C1=CC(=C(C=C1Cl)C2=C(NN=C2)N)OC3=CC(=C(C=C3Cl)S(=O)(=O)NC4=CSC=N4)F,5.15,0.0007575,5.62,498.97,3,7,6,117.8526,122.99,5.154400000000002
195,1754,C1=CC(=C(C=C1Cl)CC2=C(C=CC(=C2)Cl)O)O,4.26,0.0045,13.2,268.01,2,2,2,69.03960000000001,40.46,3.9954000000000014
196,1763,C1=CC(=C(C=C1Cl)Cl)C(CN2C=NC=N2)COC(C(F)F)(F)F,3.56,0.02484,0.0,371.02,0,4,7,76.12800000000001,39.94,4.243200000000002
197,1776,C1=CC(=C(C=C1Cl)N)N,1.28,0.373,31.6,142.03,2,2,0,40.2768,52.04,1.5044000000000002
198,1779,C1=CC(=C(C=C1Cl)O)OC2=C(C=C(C=C2)Cl)Cl,4.76,0.00428,27.8,287.95,1,2,2,69.65280000000001,29.46,5.144700000000002
199,1782,C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O,0.5,0.7109,1.832,306.1,1,7,5,70.29880000000001,81.65,0.7357999999999993
200,1785,C1=CC(=C(C=C1I)F)NC2=C(C=CC(=C2F)F)C(=O)NOC[C@@H](CO)O,3.0,,3.744,482.0,4,5,7,95.2685,90.82,2.466700000000001
201,1804,C1=CC(=C(C=C1NC(=O)C2=C(C(=CC(=C2)Cl)Cl)O)Cl)Cl,5.11,9.31e-09,0.0,348.92,2,2,2,82.542,49.33,5.258100000000001
202,1809,C1=CC(=C(C=C1O)O)C(=O)C2=C(C=C(C=C2)O)O,2.6,0.0354,19.2,246.05,4,5,2,62.975700000000025,97.99,1.740000000000001
203,1812,C1=CC(=C(C=C1O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O.O.O,1.54,5.73e-08,0.0,338.06,5,7,1,83.47159999999998,194.36,0.3386000000000009
204,1821,C1=CC(=C(C2=NC=C(C=C21)Cl)C(=O)O)Cl,2.77,0.02799,0.0,240.97,1,2,1,58.7223,50.19,3.2398000000000007
205,1828,C1=CC(=C2C(=C1)OC(O2)(F)F)C3=CNC=C3C#N,4.12,0.003583,37.05,248.04,1,3,1,57.14670000000001,58.04,2.87488
206,1830,C1=CC(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-],1.49,0.391,0.0,168.02,0,4,2,39.750800000000005,86.28,1.503
207,1838,C1=CC(=CC(=C1)Br)COC2=CC=C(C=C2)CCC(=O)O,,,128.82,334.02,1,2,6,80.87280000000004,46.53,4.045300000000003
208,1849,C1=CC(=CC(=C1)C2=CC(=CC=C2)C(=O)O)C#N,,,8.13,223.06,1,2,2,63.55230000000002,61.09,2.9234800000000005
209,1856,C1=CC(=CC(=C1)Cl)Cl,3.53,,200.0,145.97,0,0,0,36.46200000000001,0.0,2.9934000000000003
210,1862,C1=CC(=CC(=C1)CNCCC2=C(C=CC=C2Cl)Cl)CCNC[C@@H](C3=C4C(=C(C=C3)O)NC(=O)S4)O,,,5.17,531.12,5,6,11,143.95869999999996,97.38,4.800000000000006
211,1867,C1=CC(=CC(=C1)N(CC2=CN=CC=C2)C3=CC(=C(C=C3)OC(F)F)OC(F)F)C(=O)O,5.01,0.0142,7.69,436.1,1,5,9,103.18730000000006,71.89,5.320900000000003
212,1880,C1=CC(=CC(=C1)O)O,0.8,0.7448,14.48,110.04,2,2,0,29.771599999999992,40.46,1.0977999999999994
213,1889,C1=CC(=CC=C1/C=C/C(=O)CC(=O)/C=C/C2=CC=C(C=C2)O)O,3.24,3.08e-08,112.0,308.1,2,4,6,88.91260000000003,74.60000000000001,3.3527000000000022
214,1890,C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)O)O)O,3.3,5.86e-08,62.9,228.08,3,3,2,66.80640000000001,60.69,2.973800000000002
215,1893,C1=CC(=CC=C1[C@H]([C@@H](CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-],1.14,0.34,0.723,322.01,3,5,6,72.5667,112.70000000000002,0.9089999999999998
216,1896,C1=CC(=CC=C1[N+](=O)[O-])Cl,2.39,,400.0,156.99,0,2,1,38.10640000000001,43.14,2.2482000000000006
217,1903,C1=CC(=CC=C1C#N)C2=CC=C(C=C2)NC(=O)NC3=CC=C(C=C3)C4=C5C(=NC=C4)N=CN5,,,67.61,430.15,3,4,4,128.5591,106.49,5.807580000000003
218,1907,C1=CC(=CC=C1C(=C(Cl)Cl)C2=CC=C(C=C2)Cl)Cl,6.73,1.62e-06,199.0,315.94,0,0,2,80.63200000000002,0.0,6.187900000000002
219,1912,C1=CC(=CC=C1C(=O)C2=C(C=C(C=C2)O)O)O,2.71,0.0196,21.1,230.06,3,4,2,61.310900000000025,77.76,2.034400000000001
220,1924,C1=CC(=CC=C1C(=O)N[C@@H](CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=NC(=N3)N)N,-0.05,0.75,0.0,440.16,6,10,9,113.48130000000003,219.33,0.2441000000000013
221,1925,C1=CC(=CC=C1C(=O)N[C@@H](CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)N=C(N3)N,-0.03,0.0436,0.0,441.14,6,9,9,111.89460000000004,213.28,-0.0447999999999986
222,1935,C1=CC(=CC=C1C(=O)O)N,0.82,0.766,0.0,137.05,2,2,1,37.81369999999999,63.31999999999999,0.967
223,1945,C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)(C(Cl)(Cl)Cl)O)Cl,5.02,1.57e-08,27.8,367.91,1,1,2,86.19280000000002,20.23,5.599500000000001
224,1947,C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl)Cl,6.91,3.6e-08,12.5,351.91,0,0,2,85.03700000000002,0.0,6.495500000000001
225,1948,C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Cl)Cl)Cl,6.13,0.03115,0.0,317.95,0,0,3,80.24100000000003,0.0,5.929000000000001
226,1949,C1=CC(=CC=C1C(C2=CC=C(C=C2)O)(C(F)(F)F)C(F)(F)F)O,4.02,0.00685,125.0,336.06,2,2,2,69.1036,40.46,4.508500000000002
227,1950,C1=CC(=CC=C1C(C2=CC=C(C=C2)O)C(Cl)(Cl)Cl)O,4.62,0.0,136.5,315.98,2,2,2,78.34660000000002,40.46,4.5999000000000025
228,1956,C1=CC(=CC=C1C(F)(F)F)NS(=O)(=O)C2=CC3=C(C=C2)SC(=N3)CO,,,15.49,388.02,2,5,4,87.79530000000003,79.29,3.6082000000000014
229,1968,C1=CC(=CC=C1C2=CC(=NN2C3=CC=C(C=C3)C(=O)O)C(F)(F)F)C(F)(F)F,,,9.33,400.06,1,3,3,85.96330000000005,55.120000000000005,5.275100000000001
230,1969,C1=CC(=CC=C1C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F)C(F)(F)F,,,18.2,435.05,1,4,3,90.37720000000004,77.98,4.224300000000001
231,1970,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O,3.02,9.57e-05,138.0,270.05,3,5,1,72.9144,90.9,2.5768000000000018
232,1974,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O)O,3.24,0.0553,15.4,254.06,2,4,1,71.24960000000002,70.67,2.8712000000000018
233,1975,C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O,2.96,0.02426,18.69,270.05,3,5,1,72.9144,90.9,2.576800000000001
234,1987,C1=CC(=CC=C1CC2=CC=C(C=C2)O)O,2.91,,25.5,200.08,2,2,2,59.01960000000003,40.46,2.688600000000002
235,1996,C1=CC(=CC=C1Cl)Cl,3.44,0.02291,130.0,145.97,0,0,0,36.46200000000001,0.0,2.9934000000000003
236,2000,C1=CC(=CC=C1COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl.[N+](=O)(O)[O-],4.2,0.00553,6.02,443.02,1,5,6,106.45190000000004,90.42,5.453700000000003
237,2005,C1=CC(=CC=C1N)[N+](=O)[O-],1.39,1.82e-06,23.6,138.04,1,3,1,37.5088,69.16,1.177
238,2012,C1=CC(=CC=C1N)OC2=CC=C(C=C2)N,1.36,0.3284,0.0,200.09,2,3,2,61.78280000000001,61.27,2.643299999999999
239,2013,C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)N,0.97,0.295,0.0,248.06,2,4,2,67.16060000000002,86.18,1.6838
240,2022,C1=CC(=CC=C1N/N=C\2/C3=C(C=CC2=O)C=C(C=C3)S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+],1.97,1.38e-07,18.9,451.97,1,9,4,93.0111,155.86,-5.085099999999998
241,2049,C1=CC(=CC=C1O)S(=O)(=O)C2=CC=C(C=C2)O,-0.1,0.0576,0.0,250.03,2,4,2,61.665400000000034,74.6,1.9306
242,2054,C1=CC(=CC=C1OC2=C3C(=CC(=CC3=NC=C2)Cl)Cl)F,4.66,0.0,0.0,307.0,0,2,2,78.23700000000002,22.12,5.4730000000000025
243,2055,C1=CC(=CC=C1OC2=CC=C(C=C2)Br)Br,5.72,,12.4,325.89,0,1,2,68.35800000000002,9.23,5.003900000000002
244,2066,C1=CC(=CC=C1S(=O)(=O)NC2=CC3=C(C=C2)SC(=N3)CO)Br,,,24.55,397.94,2,5,4,90.49330000000002,79.29,3.351900000000002
245,2070,C1=CC(=CC2=C1C=CC(=O)O2)O,1.58,,49.5,162.03,1,3,0,44.148800000000016,50.44,1.4986
246,2073,C1=CC(=CN=C1)C#N,0.36,,0.0,104.04,0,2,0,28.952,36.68,0.95328
247,2092,C1=CC(=N)C=CC1=C(C2=CC=C(C=C2)N)C3=CC=C(C=C3)N.Cl,-0.21,0.235,3.23,323.12,3,3,2,100.9855,75.89,4.220470000000002
248,2095,C1=CC(=NC(=C1)Cl)C(Cl)(Cl)Cl,3.41,5.81e-08,238.0,228.9,0,1,0,48.48400000000001,12.89,3.5617
249,2108,C1=CC(=O)NNC1=O,-0.84,,0.0,112.03,2,2,0,27.6834,65.72,-0.9368
250,2112,C1=CC(C2C1C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl)Cl,6.1,0.04333,4.574,369.82,0,0,0,76.09800000000001,0.0,5.2415
251,2116,C1=CC=C(C(=C1)[N+](=O)[O-])[N+](=O)[O-],1.69,0.06949,24.2,168.02,0,4,2,39.75080000000001,86.28,1.503
252,2154,C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)(C3=CN=CN=C3)O)Cl,3.59,0.03671,3.788,330.03,1,3,3,87.03680000000003,46.010000000000005,4.067600000000002
253,2155,C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl)Cl,6.92,1.59e-08,15.3,351.91,0,0,2,85.03700000000002,0.0,6.495500000000001
254,2158,C1=CC=C(C(=C1)C(C2=CC=C(C=C2)O)C3=CC=C(C=C3)O)C(=O)O,2.61,0.00918,1.85,320.1,3,3,4,90.55990000000006,77.76,3.9762000000000026
255,2171,C1=CC=C(C(=C1)C2=CC=C(C=C2)Cl)NC(=O)C3=C(N=CC=C3)Cl,2.96,0.03201,17.28,342.03,1,2,3,94.0882,41.99,5.307700000000002
256,2175,C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl,2.39,0.09,0.7399,320.01,2,3,1,83.17950000000002,61.69,3.101300000000001
257,2176,C1=CC=C(C(=C1)C2=NN=C(N=N2)C3=CC=CC=C3Cl)Cl,3.1,0.0,0.0,302.01,0,4,2,78.51400000000001,51.56,3.907400000000001
258,2177,C1=CC=C(C(=C1)C2C(O2)(CN3C=NC=N3)C4=CC=C(C=C4)F)Cl,3.072,0.0575,0.0,329.07,0,4,4,83.37800000000003,43.24,3.737600000000002
259,2179,C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=C(C=C2Cl)O)Cl,3.71,0.017,0.0066,311.01,3,3,4,79.19130000000003,69.56,4.069700000000002
260,2182,C1=CC=C(C(=C1)CC2=CC=C(C=C2)O)O,3.15,0.0426,56.8,200.08,2,2,2,59.01960000000003,40.46,2.688600000000002
261,2183,C1=CC=C(C(=C1)CC2=CC=CC=C2O)O,3.4,0.041,83.5,200.08,2,2,2,59.01960000000003,40.46,2.688600000000001
262,2193,C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CNC(=O)OCC3=CN=CC=C3,2.03,,0.7,376.15,3,5,6,106.5113,106.34,3.342500000000001
263,2194,C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CNC3=NC=CC(=N3)C4=CN=CC=C4,3.47,,7.5,396.17,3,6,6,117.8393,105.82,3.9852000000000016
264,2199,C1=CC=C(C(=C1)NC2=NC(=NC(=N2)Cl)Cl)Cl,3.88,0.0,22.5,273.96,1,4,2,64.58170000000001,50.7,3.575400000000001
265,2205,C1=CC=C(C(=C1)O)O,0.88,0.0268,42.3,110.04,2,2,0,29.771599999999992,40.46,1.0977999999999994
266,2218,C1=CC=C(C=C1)[C@H](CNC2=CC=C(C=C2)CCNC[C@@H](C3=CC(=C(C=C3)O)NC=O)O)O,1.26,,3.0,435.22,6,6,12,125.66050000000004,113.85,2.971700000000001
267,2223,C1=CC=C(C=C1)[N+](=O)[O-],1.85,0.3844,8.168,123.03,0,2,1,33.0964,43.14,1.5947999999999998
268,2231,C1=CC=C(C=C1)[Sn](C2=CC=CC=C2)C3=CC=CC=C3.O,5.13,0.0,7.749,369.03,0,0,3,87.59580000000004,31.5,1.3780999999999997
269,2240,C1=CC=C(C=C1)C(=O)C2=C(C(=C(C=C2)O)O)O,2.83,0.0185,94.1,230.06,3,4,2,61.31090000000003,77.76,2.034400000000001
270,2241,C1=CC=C(C=C1)C(=O)C2=C(C=C(C=C2)O)O,2.6,0.0113,39.3,214.06,2,3,2,59.64610000000003,57.53,2.328800000000002
271,2259,C1=CC=C(C=C1)C(=O)NC2=CC3=C(C=C2)C(=O)C(=NNC4=CC=C(C=C4)N=NC5=CC=C(C=C5)S(=O)(=O)[O-])C(=C3)S(=O)(=O)[O-].[Na+].[Na+],2.89,4.05e-05,1.492,675.05,2,12,8,158.9227999999998,209.68,-1.1830999999999976
272,2260,C1=CC=C(C=C1)C(=O)NC2=NC3=CC=CC=C3S2,3.45,,77.62,254.05,1,3,2,74.01520000000004,41.99,3.5486000000000013
273,2276,C1=CC=C(C=C1)C(=O)OCCOCCOC(=O)C2=CC=CC=C2,2.72,,843.0,314.12,0,5,8,84.26800000000004,61.830000000000005,2.7170000000000005
274,2283,C1=CC=C(C=C1)C(C2=CC=C(C=C2)Cl)C(=O)C3C(=O)C4=CC=CC=C4C3=O,4.06,2.44e-08,0.0,374.07,0,3,4,103.33700000000002,51.21,4.736400000000003
275,2285,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,4.8,0.00953,77.1,344.11,0,2,4,101.84300000000005,17.82,5.376700000000004
276,2293,C1=CC=C(C=C1)C(CCC2=CC=C(C=C2)Cl)(CN3C=NC=N3)C#N,3.23,0.0188,21.7,336.11,0,4,6,93.52800000000003,54.5,4.025880000000003
277,2300,C1=CC=C(C=C1)C[N+]2=CC=CC3=CC=CC=C32.[Cl-],3.16,0.599,7.31,255.08,0,0,2,69.68700000000004,3.88,0.1795999999999997
