SMILES_rdkit_final,logP,Fup,Clint.invitro.,Clint.invivo.,MW_rdkit,HBD_rdkit,HBA_rdkit,NRB_rdkit,RF_rdkit,PSA_rdkit
CCCOC(=O)C1=CC(=C(C(=C1)O)O)O,1.8,0.0258,49.7,,212.07,3,5,3,52.0099,86.99
CCCOC(=O)C1=CC=C(C=C1)N,2.43,,,,179.09,1,3,3,51.4279,52.32
CCCOC(=O)C1=CC=C(C=C1)O,3.04,0.07639,38,,180.08,1,3,3,48.6803,46.53
CCCOC(=O)C1=CC=CC=C1,3.01,,,,164.08,0,2,3,47.0155,26.3
CCCOC(=O)C1=CC=CC=C1C(=O)OCCC,3.27,,858,,250.12,0,4,6,67.589,52.6
CCCOC(=O)C1=CC=CC=C1O,3.79,,,,180.08,1,3,3,48.6803,46.53
CCCOC(=O)C1=CN=C(C=C1)C(=O)OCCC,3.56,0.865,592,,251.12,0,5,6,65.384,65.49
CCCOC(=O)C1=CN=CN1C(C)C2=CC=CC=C2,3.07,,,,258.14,0,4,5,73.0555,44.12
CCCOC(=O)CC1=CC(=C(C=C1)OCC(=O)N(CC)CC)OC,2.45,,,,337.19,0,5,10,91.371,65.07
CCCOC(C)OCCC1=CC=CC=C1,2.80221,,,,208.15,0,2,7,61.803,18.46
CCCOC1=C(C(=C(S1)C(=O)N2CCC(CC2)C3=C(C=CC(=C3)CN)F)C)Br.Cl,3.26,,,,504.06,1,4,6,121.9599,55.56
CCCOC1=C(C=C(C=C1)C(=O)OCCN(CC)CC)N.Cl,2.67,,,,330.17,1,5,9,91.9589,64.79
CCCOC1=C(C=C(C=C1)S(=O)(=O)N2CCN(CC2)CC)C3=NC(=O)C4=NN(C(=C4N3)CC)CC5=CC=CC=N5,3.14,,,,565.25,1,9,10,152.9605,126.31
CCCOC1=C(C=CC(=C1)N)C(=O)OCCN(CC)CC.Cl,2.11,,,,330.17,1,5,9,91.9589,64.79
CCCOC1=CC=CC=C1C2=NC(=O)C3=NNNC3=N2,1.2,,,,271.11,2,5,4,72.6424,96.55
CCCOC1=CC2=C(C=C1)[C@H]3CC[C@]4([C@H]([C@@H]3CC2)CCC4OC)C,8.1,,,,328.24,0,2,4,97.642,18.46
CCCOC1=CC2=C(C=C1)N=C(N2)NC(=O)OC,1.98,,,,249.11,2,4,4,67.9074,76.24
CCCOC1=CC2=C(C=C1)N=C(S2)NC(=O)OC,2.61,,,,266.07,1,5,4,71.4337,60.45
CCCOC1=NN(C(=O)N1C)C(=O)[N-]S(=O)(=O)C2=CC=CC=C2C(=O)OC.[Na+],1.35,0.00891,0.91,,420.07,0,10,6,92.3743,140.66
CCCOc1cc([C@H](c2cc3cc(Br)ccc3cc2OC)[C@@](O)(CCN(C)C)c2cccc3ccoc23)cc(OC)n1,7.52,0,,,632.19,1,7,12,169.8998,77.19
CCCOc1cccc(CCCN2C[C@H](O)[C@@H](O)[C@H](O)[C@H]2CO)c1,0.17,0.32,,,339.2,4,6,8,91.0162,93.39
CCCOCC(=NC1=C(C=C(C=C1)Cl)C(F)(F)F)N2C=CN=C2,1.4,0.00839,19.6,,345.09,0,4,5,82.284,39.41
CCCS(=O)(=O)N1CCN(C2(CN=C(O)c3c(F)cccc3F)CCC(F)(F)CC2)CC1,3,0.13,,,479.19,1,4,7,113.7606,73.21
CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)C2=CNC3=C2C=C(C=N3)C4=CC=C(C=C4)Cl)F,4.1,0.01,6.61,10.83950359,489.07,2,4,7,124.0307,91.92
CCCS(=O)(=O)NC1CC(C1)N(C)C2=NC=NC3=C2C=CN3,0.83,0.36,,,323.14,2,5,6,86.3152,90.98
CCCS(=O)C1=CC2=C(C=C1)N=C(N2)NC(=O)OC,1.27,,,,281.08,2,4,4,73.6878,84.08
CCCSC1=C(C=C(C(=C1)OC)CCN)OC.Cl,2.68,,,,291.11,1,4,7,80.5674,44.48
CCCSC1=CC2=C(C=C1)N=C(N2)NC(=O)OC,3.07,,12.59,,265.09,2,4,4,73.1364,67.01
CCCSC1=NC(=C2C(=N1)N(N=N2)[C@@H]3C[C@@H]([C@H]([C@H]3O)O)OCCO)N[C@@H]4C[C@H]4C5=CC(=C(C=C5)F)F,2.8,0.002,,,522.19,4,11,10,127.7531,138.44
CCCSP(=O)(OCC)OC1=C(C=C(C=C1)Br)Cl,4.68,,141,,371.94,0,4,7,81.7615,35.53
CCCSP(=S)(OCC)OC1=C(C=C(C=C1)Cl)Cl,5.67,,,,343.96,0,4,7,85.75,18.46
CCCSP(=S)(OCC)OC1=CC=C(C=C1)SC,5.48,,,,322.03,0,5,8,87.511,18.46
CCCSSC(=C(C)N(CC1=CN=C(N=C1N)C)C=O)CCO,3.27,,,,356.13,2,7,10,97.5312,92.34
CCCSSCC=C,2.94,,,,148.04,0,2,5,45.404,0
CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@H](c2ccc(S(C)(=O)=O)cc2)c2cc(F)cc(F)c2)CC1,4.85,0.18,,,632.22,0,6,11,162.4746,91.83
CCN(C(=O)N)N=O,0.23,,,,117.05,1,3,2,27.7584,75.76
CCN(C(C)C)C(=O)C1=CC(=CC(=C1)C)OC[C@H](C)NC2=CC=NC=C2.CC1=CC=C(C=C1)S(=O)(=O)O,4.37,,,,527.25,2,6,9,146.8358,108.83
CCN(C)S(=O)(=O)C[C@@H](N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1)C(C)(C)C,6.23,,5.9,,596.19,1,4,9,155.5426,94.99
CCN(C1(C(O)=NO)CN(C(=O)C(C)C)C1)S(=O)(=O)c1ccc(OCc2cc(C)nc3ccccc23)cc1,2.88,,11,,540.2,2,7,9,142.8191,132.63
CCN(C1=CC=CC(=C1)C2=CC=NC3=C(C=NN23)C#N)C(=O)C,1.23,0.4,2.843,61.17021277,305.13,0,5,3,86.839,74.29
CCN(C1=CC=CC=C1)C(=O)N(CC)C2=CC=CC=C2,4.08,,,,268.16,0,1,4,84.32,23.55
CCN(C1=CC=CC=C1C)C(=O)C=CC,2.92,,,,203.13,0,1,3,64.02,20.31
CCN(C1CCCCC1)C(=O)C2=C(N(N=C2)C3=CC=CC=C3)NS(=O)(=O)C4=CC=C(C=C4)C5=CN=CO5,,,9.5,,519.19,1,7,8,139.895,110.33
CCN(C1CCCCC1)C(=O)SCC,3.92,0,34.48,,215.13,0,2,3,62.781,20.31
CCN(C1CCOCC1)C2=CC(=CC(=C2C)C(=O)NCC3=C(C=C(NC3=O)C)C)C4=CC=C(C=C4)CN5CCOCC5,2.82,0.12,,,572.34,2,6,9,167.2789,86.9
CCN(CC#N)C1=CC=CC(=C1)C,1.77,,,,174.12,0,2,3,54.679,27.03
CCN(CC(=C)C)C1=C(C=C(C=C1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-],5.11,0,3.026,,333.09,0,5,6,77.4538,89.52
CCN(CC(C)O)C1=NN=C(C=C1)NNC(=O)OCC,1.05,,,,283.16,3,7,7,75.3802,99.61
CCN(CC)[C@@H](C)CN=C(O)c1cc(-c2cnn3ccc(-c4cccs4)nc23)nc(N2CC(O)C2)c1,3.16,0.177,,,505.23,2,9,9,144.1666,102.38
CCN(CC)[C@@H](C)CN=C(O)c1cc(-c2cnn3ccc(-c4cccs4)nc23)nc(N2CC(OC)C2)c1,3.81,0.071,,,519.24,1,9,10,148.9568,91.38
CCN(CC)C(=O)/C(=C/C1=CC(=C(C(=C1)O)O)[N+](=O)[O-])/C#N,1.6,0.02,,495.6896552,305.1,2,6,5,77.944,127.7
CCN(CC)C(=O)[C@H]1CN([C@@H]2CC3=CNC4=CC=CC(=C34)C2=C1)C,2.95,,,,323.2,1,2,3,97.8157,39.34
CCN(CC)C(=O)C,0.34,,,,115.1,0,1,2,33.602,20.31
CCN(CC)C(=O)C(=C(C)OP(=O)(OC)OC)Cl,0.79,,,,299.07,0,5,7,69.1905,65.07
CCN(CC)C(=O)C(C)OC1=CC=CC2=CC=CC=C21,3.36,0,15.15,,271.16,0,2,5,81.966,29.54
CCN(CC)C(=O)C1=CC(=C(C=C1)O)OC,1.89,,,,223.12,1,3,4,61.9103,49.77
CCN(CC)C(=O)C1=CC=C(C=C1)[C@H](C2=CC(=CC=C2)OC)N3C[C@H](N(C[C@@H]3C)CC=C)C,4.16,,,,449.3,0,4,9,135.9305,36.02
CCN(CC)C(=O)C1=CC=CC(=C1)C,2.18,0.3559,3.797,,191.13,0,1,3,58.4305,20.31
CCN(CC)C(=O)C1=CN=CC=C1,0.33,,,,178.11,0,2,3,51.4885,33.2
CCN(CC)C(=O)C1CN2CCC3=CC(=C(C=C3C2CC1OC(=O)C)OC)OC,0.69,,,,404.23,0,6,6,109.153,68.31
CCN(CC)C(=O)c1nc(C(=O)NCC(C)(C)O)sc1-c1ccc(S(=O)(=O)N[C@@H](C)C(F)(F)F)c(Cl)c1Cl,4.33,0.01,,,618.08,3,7,10,139.291,128.7
CCN(CC)C(=O)N[C@H]1C[C@H]2[C@@H](CC3=CNC4=CC=CC2=C34)N(C1)C,2.41,,,,340.23,2,2,3,101.0194,51.37
CCN(CC)C(=O)N[C@H]1CN([C@H]2CC3=CNC4=CC=CC(=C34)C2=C1)C,0.86,,,,338.21,2,2,3,101.6384,51.37
CCN(CC)C(=O)N1CCN(CC1)C.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,0.72,,,,391.2,4,6,7,94.4782,158.92
CCN(CC)C(=O)SCC,1.79,,,,161.09,0,2,3,46.449,20.31
CCN(CC)C(=O)SCC1=CC=C(C=C1)Cl,3.4,1.88E-08,233,,257.06,0,2,4,71.064,20.31
CCN(CC)C(=S)SCC(=C)Cl,2.24,,,,223.03,0,2,4,62.97,3.24
CCN(CC)C(C)C(=O)C1=CC=CC=C1.Cl,3.21,,,,241.12,0,2,5,70.4035,20.31
CCN(CC)C(C)CN1C2=CC=CC=C2SC3=CC=CC=C31.Cl,4.77,,,,348.14,0,3,5,103.644,6.48
CCN(CC)C=O,-0.25,,,,101.08,0,1,3,28.985,20.31
CCN(CC)C1=C(C=C(C(=C1[N+](=O)[O-])N)C(F)(F)F)[N+](=O)[O-],4.3,,,,322.09,1,6,5,72.7262,115.54
CCN(CC)C1=CC(=C(C=C1)C(=O)C2=CC=CC=C2C(=O)O)O,3.28,0.00517,2,,313.13,2,4,6,88.5016,77.84
CCN(CC)C1=CC(=C(C=C1)C=O)O,2.04,,,,193.11,1,3,4,57.0553,40.54
CCN(CC)C1=CC(=C(C=C1)N)C.Cl,0.114104,,,,214.12,1,2,3,66.4004,29.26
CCN(CC)C1=CC(=C(C=C1)N=NC2=CC=C(C=C2)S(=O)(=O)N(C)C)S(=O)(=O)NCC[N+]3=CC=CC=C3.[Cl-],2.83,,,,580.17,1,7,12,143.3193,115.39
CCN(CC)C1=CC(=CC=C1)O,2.57,,,,165.12,1,2,3,51.6678,23.47
CCN(CC)C1=CC(=NC2=NC=NN12)C,2.45,,,,205.13,0,5,3,59.08,46.32
CCN(CC)C1=CC=C(C=C1)C(=C2C=CC(=[N+](CC)CC)C=C2)C3=C(C=C(C=C3)S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+],4.73,,,,566.15,0,7,9,143.0228,120.65
CCN(CC)C1=CC=C(C=C1)C(=C2C=CC(=[N+](CC)CC)C=C2)C3=CC=CC=C3.OS(=O)(=O)[O-],5.69,,,,482.22,1,4,7,139.4224,83.68
CCN(CC)C1=CC=C(C=C1)C=NN(C2=CC=CC=C2)C3=CC=CC=C3,5.32999,,,,343.2,0,3,7,112.62,18.84
CCN(CC)C1=CC=C(C=C1)C=O,2.4,,,,177.12,0,2,4,55.3905,20.31
CCN(CC)C1=CC=C(C=C1)N,1.75,,,,164.13,1,2,3,54.4154,29.26
CCN(CC)C1=CC=C(C=C1)N=NC2=CC=CC=C2,3.67,,,,253.16,0,3,5,80.621,27.96
CCN(CC)C1=CC=CC(=C1)C,2.46,,,,163.14,0,1,3,54.74,3.24
CCN(CC)C1=CC2=C(C=C1)C(=C3C=CC(=[N+](CC)CC)C=C3O2)C4=CC=CC=C4C(=O)O.[Cl-],4.25,,,,478.2,1,3,7,135.1433,56.69
CCN(CC)C1=CC2=C(C=C1)C(=CC(=O)O2)C,2.87,,,,231.13,0,3,3,70.782,33.45
CCN(CC)C1=CC2=C(C=C1)C=C(C(=O)O2)C(=O)O,2.15,,11.55,,261.1,1,4,4,73.0043,70.75
CCN(CC)C1=CC2=C(C=C1)C=C(C(=O)O2)C3=NC4=C(O3)C=CC(=C4)S(=O)(=O)N,1.56775,,,,413.1,1,7,5,110.4212,119.64
CCN(CC)C1=CC2=C(C=C1)C3(C4=C(O2)C=C(C=C4)N(CC)CC)C5=CC=CC=C5C(=O)O3,6.086,0.0456,13.9,,442.23,0,5,6,131.8195,42.01
CCN(CC)C1=CC2=C(C=C1C)C(=C3C=C(C(=[N+](CC)CC)C=C3O2)C)C4=C(C=C(C=C4)S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+],2.5,,,,608.16,0,8,8,153.5844,133.79
CCN(CC)C1=NC(=CC(=N1)OP(=S)(OC)OC)C,4.2,0.0134,49.7,,305.1,0,7,7,79.261,56.71
CCN(CC)C1=NC(=CC(=N1)OP(=S)(OCC)OCC)C,4.85,,,,333.13,0,7,9,88.495,56.71
CCN(CC)CC(=O)NC1=C(C=C(C=C1C)C)C.Cl,2.41,,,,284.17,1,2,5,84.3187,32.34
CCN(CC)CC(=O)NC1=C(C=CC=C1C(=O)OC)C,2.25,,,,278.16,1,4,6,78.9362,58.64
CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,2.35,0.296,5.062,74.14571244,234.17,1,2,5,72.3337,32.34
CCN(CC)CC(=O)OC1=CC=C(C=C1)NC(=O)C,2.13,,,,264.15,1,4,6,74.1687,58.64
CCN(CC)CC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)O)C)O,2.71,,,,475.29,2,7,7,126.8036,104.14
CCN(CC)CC1=NC=CN1C2=C(C=C(C=C2)[N+](=O)[O-])C(=O)C3=CC=CC=C3Cl,3.84,,,,412.13,0,6,8,111.7279,81.27
CCN(CC)CC1CCCCN1CC(=O)N2C3=CC=CC=C3C(=O)NC4=C2N=CC=C4,3.38,,,,421.25,1,5,6,122.7782,68.78
CCN(CC)CCC(=O)N1C2=CC=CC=C2SC3=C1C=C(C=C3)C(F)(F)F,4.98,,,,394.13,0,3,5,101.56,23.55
CCN(CC)CCC(=O)N1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,4.13,,,,360.11,0,3,5,101.568,23.55
CCN(CC)CCC1=C(C2=C(C(=C(C=C2)OCC(=O)OCC)Cl)OC1=O)C.Cl,3.76,,,,431.13,0,6,9,113.099,68.98
CCN(CC)CCC1=C(C2=C(C=C(C=C2)OCC(=O)OCC)OC1=O)C.Cl,3.39,,,,397.17,0,6,9,108.089,68.98
CCN(CC)CCC1=CNC2=CC=CC=C21.CCN(CC)CCC1=CNC2=CC=CC=C21.C(=C/C(=O)O)\C(=O)O,3.45,,,,548.34,4,4,12,163.993,112.66
CCN(CC)CCC1=NC(=NO1)C2=CC=CC=C2.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,3.03,,,,437.18,4,8,11,108.3172,174.29
CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC(=C1)C=CC3=CC=CC=C3Cl)Cl,5.24,,,,455.19,1,3,10,137.2397,28.16
CCN(CC)CCCl.Cl,1.35,,,,171.06,0,1,4,45.756,3.24
CCN(CC)CCCN(C1CC2=CC=CC=C2C1)C3=CC=CC=C3.Cl,4.86,,,,358.22,0,2,8,111.079,6.48
CCN(CC)CCN(C)c1ccc(Nc2cc(NC3CC3)n3ncc(C#N)c3n2)cc1N=C(C)O,3.66,0.23,,,475.28,3,9,11,140.5272,117.11
CCN(CC)CCN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3F,3.44,,,,387.15,0,3,6,108.499,35.91
CCN(CC)CCN1C2=C(C=C(C=C2)[N+](=O)[O-])N=C1CC3=CC=C(C=C3)OCC,4.69,,,,396.22,0,6,10,114.5924,73.43
CCN(CC)CCN1C2=CC=CC=C2N=C(C1=O)CC3=CC=C(C=C3)OC,2.98,,,,365.21,0,5,8,109.591,47.36
CCN(CC)CCNC(=O)C1=C(C=C(C=C1)Cl)OCC=C,2.75,,,,310.14,1,3,9,87.2652,41.57
CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Br,2.83,0.6,,,343.09,2,4,7,85.2276,67.59
CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl,2.62,0.6,2.57,4.552083333,299.14,2,4,7,82.5376,67.59
CCN(CC)CCNC(=O)COC1=CC=C(C=C1)Cl,2.84,,,,284.13,1,3,8,77.7447,41.57
CCN(CC)CCNC(=O)COC1=CC=C(C=C1)OC.Cl,1.62,,,,316.16,1,4,9,86.5347,50.8
CCN(CC)CCNC(C1=CC=CC=C1)C(=O)OCCC(C)C,4.16,,,,320.25,1,4,11,95.3877,41.57
CCN(CC)CCNC1=C2C(=C(C=C1)CNC=O)SC3=C(C2=O)C=C(C=C3)OC,3.77,,,,413.18,2,6,10,121.3344,70.67
CCN(CC)CCNC1=C2C(=C(C=C1)CO)SC3=CC=CC=C3C2=O,2.38,,,,356.16,2,5,7,107.8015,52.57
CCN(CC)CCO[C@H]1CC[C@@]2([C@H]3CC[C@]4([C@H]([C@@H]3CC=C2C1)CCC4=O)C)C.Cl,6.8,,,,423.29,0,3,6,121.486,29.54
CCN(CC)CCOC(=O)C(=C)C,1.81,,,,185.14,0,3,6,53.561,29.54
CCN(CC)CCOC(=O)C(C)(C1=CC=CC=C1)C2=CC=CC=C2,3.63,,,,325.2,0,3,8,98.085,29.54
CCN(CC)CCOC(=O)C(C1=CC=CC=C1)(C2=CC=CC=C2)O,2.67,,,,327.18,1,4,8,94.6298,49.77
CCN(CC)CCOC(=O)C=C,1.11,,,,171.13,0,3,6,48.944,29.54
CCN(CC)CCOC(=O)C1(CCCC1)C2=CC=CC=C2.CCN(CC)CCOC(=O)C1(CCCC1)C2=CC=CC=C2.C(CS(=O)(=O)O)S(=O)(=O)O,3.54,,,,768.37,2,10,17,203.5012,167.82
CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2,4.51,,,,309.27,0,3,7,90.84,29.54
CCN(CC)CCOC(=O)C1=C(C=C(C=C1)N)Cl.Cl,2.86,,,,306.09,1,4,6,81.1829,55.56
CCN(CC)CCOC(=O)C1=CC=C(C=C1)OCC,3.41,,,,265.17,0,4,8,75.6815,38.77
CCN(CC)CCOC(=O)C1=CN=CC=C1.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2.08,,,,414.16,4,8,11,99.3987,174.56
CCN(CC)CCOC1=CC=C(C=C1)C(CC2=CC=C(C=C2)Cl)(C3=CC=C(C=C3)C)O,5.07,,,,437.21,1,3,10,129.0588,32.7
CCN(CC)CCOC1=CC=C(C=C1)C2=NC3=C(S2)C=CC(=C3)Cl.Cl,4.2,,,,396.08,0,4,7,110.597,25.36
CCN(CC)CCOC1=CC=C(C=C1)CC2=CC=CC=C2,3.43,,,,283.19,0,2,8,88.973,12.47
CCN(CC)CCOC1=CC=CC=C1C(=O)CCC2=CC=CC=C2,3.41,,,,325.2,0,3,10,98.8185,29.54
CCN(CC)CCOC1=CC=CC=C1OC,2.06,,,,223.16,0,3,7,66.277,21.7
CCN(CC)CCOC1=CC2=C(C=C1)C3=C(C2=O)C=C(C=C3)OCCN(CC)CC,3.81,,,,410.26,0,5,12,121.8765,42.01
CCN(CC)CCOC1=CC2=C(C=C1)N=C(S2)N(C)C,1.53,,,,293.16,0,5,7,87.23,28.6
CCN(CC)CCOCCOC(=O)C1(CCCC1)C2=CC=CC=C2,4.11,,,,333.23,0,4,10,96.154,38.77
CCN(CC)CCSC(=O)C(C1=CC=CC=C1)C2=CC=CC=C2,3.73,,,,327.17,0,3,8,99.98,20.31
CCN(CC)CCSCC(=O)O[C@@H]1C[C@@]([C@H]([C@@H]([C@@]23CC[C@H]([C@@]1([C@@H]2C(=O)CC3)C)C)C)O)(C)C=C,4.24,,,,493.32,1,6,9,139.7538,66.84
CCN(CC)O,-0.17,,,,89.08,1,2,2,24.7075,23.47
CCN(CC)S(=O)(=O)C1=CC=C(C=C1)C(=O)O,1.6,,,,257.07,1,3,5,63.5081,74.68
CCN(CC1=C(C=CC(=C1)C(F)(F)F)C2=C(C=CC(=C2)CC(=O)O)OC)C(=O)NCC3=CC=CC=C3,5.22,,25.12,,500.19,2,3,9,129.5335,78.87
CCN(CC1=C(C=CC=C1Cl)F)C2=C(C=C(C=C2[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-],5.45,0,0,,421.05,0,5,6,92.8868,89.52
CCN(CC1=CC(=CC=C1)S(=O)(=O)[O-])C2=CC=C(C=C2)C(=C3C=CC(=[N+](CC)CC4=CC(=CC=C4)S(=O)(=O)[O-])C=C3)C5=C(C=C(C=C5)O)S(=O)(=O)[O-].[Na+].[Na+],5.45,0.0151,0,,808.12,1,11,12,191.8608,198.08
CCN(CC1=CC(=CC=C1)S(=O)(=O)[O-])C2=CC=C(C=C2)C(=C3C=CC(=[N+](CC)CC4=CC(=CC=C4)S(=O)(=O)[O-])C=C3)C5=CC=CC=C5.[Na+],6.31,,,,690.18,0,7,11,182.2328,120.65
CCN(CC1=CC(=CC=C1)S(=O)(=O)[O-])C2=CC=C(C=C2)C(=C3C=CC(=[N+](CC)CC4=CC(=CC=C4)S(=O)(=O)[O-])C=C3)C5=CC=CC=C5S(=O)(=O)[O-].[Na+].[Na+],4.82,,,,792.12,0,10,12,190.196,177.85
CCN(CC1=CC(=CC=C1)S(=O)(=O)O)C2=CC=CC=C2,3,,,,291.09,1,3,5,79.4226,57.61
CCN(CC1=CC=CC=C1)C2=CC=CC=C2,1.99,,,,211.14,0,1,4,69.608,3.24
CCN(CC1=CC=NC=C1)C(=O)C(CO)C2=CC=CC=C2,1.62,,,,284.15,1,3,6,81.5968,53.43
CCN(CC1=CN=C(C=C1)Cl)/C(=C/[N+](=O)[O-])/NC,-0.66,,,,270.09,1,5,6,69.4681,71.3
CCN(CC1=CN=CC=C1)C(=O)C2=C(C(=CC=C2)Cl)[C@]3(C4=C(C=CC(=C4)Cl)N(C3=O)CC5=C(C=C(C=C5)OC)OC)C.Cl,5.72,,,,639.15,0,5,9,171.9935,71.97
CCN(CCC#N)C1=CC=C(C=C1)N=NC2=C(C=C(C=C2Cl)[N+](=O)[O-])Cl,3.18,0.00145,0,,391.06,0,6,7,101.8514,94.89
CCN(CCC#N)C1=CC=C(C=C1)N=NC2=CC=C(C=C2)[N+](=O)[O-],3.26,,,,323.14,0,6,7,91.8314,94.89
CCN(CCC#N)C1=CC=CC(=C1)C,2.52694,,,,188.13,0,2,4,59.296,27.03
CCN(CCC#N)C1=CC=CC=C1,2.03,,,,174.12,0,2,4,54.559,27.03
CCN(CCCC1=CC=CC=C1)CCCC2=CC=CC=C2.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,5.32,,,,473.24,4,5,14,128.7312,135.37
CCN(CCCCOC(=O)C1=CC(=C(C=C1)OC)OC)C(C)CC2=CC=C(C=C2)OC.Cl,3.88,,,,465.23,0,6,13,129.7175,57.23
CCN(CCCNC[C@H](O)c1ccc(O)c2nc(O)ccc12)C(=O)c1ccc(COc2cccc(-c3ccc([C@@H](N=C(O)O[C@H]4CN5CCC4CC5)c4ccccc4)cc3)c2)cc1,7.56,0.04,,,849.41,5,10,17,244.1344,160.21
CCN(CCN)C1=CC=CC(=C1)C,1.41,,,,178.15,1,2,4,58.1204,29.26
CCN(CCN)c1ccc(Nc2cc(NC3CC3)n3ncc(C#N)c3n2)cc1N=C(C)O,2.66,0.3,,,433.23,4,9,9,126.4106,139.89
CCN(CCN1C(=NC2=C1C(=O)N(C(=O)N2C)C)CC3=CC=CC=C3)CCO.Cl,2.71,,,,421.19,1,8,8,115.9108,85.29
CCN(CCO)C1=CC=CC(=C1)C,1.97,,,,179.13,1,2,4,56.1518,23.47
CCN.[N+](=O)(O)[O-],0.14,,,,108.05,2,3,0,23.5093,89.39
CCN[C@@H](C)CC1=CC=CC=C1.Cl,2.6,,,,199.11,1,1,4,60.5327,12.03
CCN[C@@H]1CCC=C(c2ccc(F)cc2)[C@H]1COc1cc(F)c(S(=O)(=O)Nc2cscn2)cc1Cl.Cl,5.73,0.015,,,575.07,2,6,9,141.6412,80.32
CCN[C@H]1CN(S(=O)(=O)C2=C1C=C(S2)S(=O)(=O)N)CCCOC,0.31,,,,383.06,2,7,7,87.3617,118.8
CCN=C(NS(=O)(=O)c1c(C)nn(C)c1Cl)N1CC(CC)C=N1,1.36,,11,,360.11,1,6,4,90.2315,91.95
CCN=C(NS(=O)(=O)c1c(Cl)nc2sccn12)N1CC(CC)C=N1,2.03,,20,,388.05,1,7,4,95.3555,91.43
CCN=C(NS(=O)(=O)c1cc(Cl)cc(Cl)c1)N1CC(CC)C=N1,2.98,,139,,376.05,1,4,4,93.7385,74.13
CCN=C(NS(=O)(=O)c1cc(O)cc(Cl)c1)N1CC2(C=N1)CCCC2,2.56,,107,,384.1,2,5,3,97.5133,94.36
CCN=C(NS(=O)(=O)c1ccc(Cl)c(Cl)c1)N1CC(CC)C=N1,2.98,,92,,376.05,1,4,4,93.7385,74.13
CCN=C(NS(=O)(=O)c1ccc(Cl)cc1)N1CC(CC)C=N1,2.32,,40,,342.09,1,4,4,88.7285,74.13
CCN=C(NS(=O)(=O)c1ccc(Cl)s1)N1CC(CC)C=N1,2.38,,39,,348.05,1,5,4,86.6055,74.13
CCN=C(NS(=O)(=O)c1ccc(N)c(Cl)c1)N1CC(CC)C=N1,1.9,,10,,357.1,2,5,4,93.1409,100.15
CCN=C(NS(=O)(=O)c1ccc(N)c(Cl)c1)N1CC2(C=N1)CCCC2,2.44,,27,,383.12,2,5,3,100.2609,100.15
CCN=C(NS(=O)(=O)c1ccc(N)cc1)N1CC(CC)C=N1,1.25,,4,,323.14,2,5,4,88.1309,100.15
CCN=C(NS(=O)(=O)c1ccc(N)cc1)N1CC2(C=N1)CCCC2,1.78,,8,,349.16,2,5,3,95.2509,100.15
CCN=C(NS(=O)(=O)c1ccc(N)cc1)N1CC2(C=N1)CCCCC2,2.17,,17,,363.17,2,5,3,99.8679,100.15
CCN=C(NS(=O)(=O)c1ccc(N)cc1)N1CC2(C=N1)CCNCC2,0.59,,1,,364.17,3,6,3,98.8866,112.18
CCN=C(NS(=O)(=O)c1ccc(O)c(Cl)c1)N1CC2(C=N1)CCCC2,2.56,,34,,384.1,2,5,3,97.5133,94.36
CCN=C(NS(=O)(=O)c1ccc(O)cc1)N1CC2(C=N1)CCCC2,1.91,,21,,350.14,2,5,3,92.5033,94.36
CCN=C(NS(=O)(=O)c1ccc(S(C)(=O)=O)cc1)N1CC(CC)C=N1,1.07,,4,,386.11,1,6,5,96.8283,108.27
CCN=C(NS(=O)(=O)c1ccc2[nH]c(C(F)(F)F)cc2c1)N1CC(C)(C)C=N1,3.17,,22,,415.13,2,4,3,100.5772,89.92
CCN=C(NS(=O)(=O)c1ccc2[nH]ccc2c1)N1CC2(C=N1)CCCC2,2.68,,11,,373.16,2,4,3,102.6952,89.92
CCN=C(NS(=O)(=O)c1ccc2[nH]ccc2c1)N1CC2(C=N1)CCNCC2,1.49,,1,,388.17,3,5,3,106.3309,101.95
CCN=C(NS(=O)(=O)c1ccc2[nH]ncc2c1)N1CC2(C=N1)CCCC2,2.08,,19,,374.15,2,5,3,100.4902,102.81
