SMILES_rdkit_final,logP,Fup,Clint.invitro.,Clint.invivo.,MW_rdkit,HBD_rdkit,HBA_rdkit,NRB_rdkit,RF_rdkit,PSA_rdkit
CCN=C(NS(=O)(=O)c1ccc2ccccc2c1)N1CC(CC)C=N1,2.82,,41,,358.15,1,4,4,101.2245,74.13
CCN=C(NS(=O)(=O)c1cccc(C(F)(F)F)c1)N1CC(CC)C=N1,2.69,,27,,376.12,1,4,4,88.7205,74.13
CCN=C(NS(=O)(=O)c1cccc(C)c1)N1CC(CC)C=N1,1.98,,51,,322.15,1,4,4,88.4555,74.13
CCN=C(NS(=O)(=O)c1cccc(Cl)c1)N1CC(CC)(CC)C=N1,3.1,,34,,370.12,1,4,5,97.9625,74.13
CCN=C(NS(=O)(=O)c1cccc(Cl)c1)N1CC(CC)C=N1,2.32,,51.66666667,,342.09,1,4,4,88.7285,74.13
CCN=C(NS(=O)(=O)c1cccc(Cl)c1)N1CC(CF)(CF)C=N1,2.22,,11,,378.07,1,4,5,89.3305,74.13
CCN=C(NS(=O)(=O)c1cccc(Cl)c1)N1CC2(C=N1)CCCC2,2.86,,26,,368.11,1,4,3,95.8485,74.13
CCN=C(NS(=O)(=O)c1cccc(Cl)c1)N1CC2(C=N1)CCCCC2,3.25,,48,,382.12,1,4,3,100.4655,74.13
CCN=C(NS(=O)(=O)c1cccc(Cl)c1)N1CC2(C=N1)CCOCC2,2.09,,5,,384.1,1,5,3,97.4335,83.36
CCN=C(NS(=O)(=O)c1cccc(Cl)c1)N1N=CCC1c1ccc(F)cc1,3.57,,107,,408.08,1,4,4,103.8385,74.13
CCN=C(NS(=O)(=O)c1cccc(Cl)c1)N1N=CCC1c1ccccc1,3.43,,73,,390.09,1,4,4,103.8805,74.13
CCN=C(NS(=O)(=O)c1cccc(Cl)c1)N1N=CCC1c1ccco1,3.02,,92,,380.07,1,5,4,96.1465,87.27
CCN=C(NS(=O)(=O)c1cccc(Cl)c1)N1N=CCC1c1ccncc1,2.82,,50,,391.09,1,5,4,101.6755,87.02
CCN=C(NS(=O)(=O)c1cccc(Cl)c1F)N1CC(CC)C=N1,2.46,,36,,360.08,1,4,4,88.6865,74.13
CCN=C(NS(=O)(=O)c1cccc(F)c1)N1CC(CC)C=N1,1.81,,33,,326.12,1,4,4,83.6765,74.13
CCN=C(NS(=O)(=O)c1cccc(OC)c1)N1CC(CC)C=N1,1.68,,46,,338.14,1,5,5,90.2705,83.36
CCN=C(NS(=O)(=O)c1cccc2ccccc12)N1CC(CC)C=N1,2.82,,77,,358.15,1,4,4,101.2245,74.13
CCN=C(NS(=O)(=O)c1ccccc1)N1CC(C)(C)C=N1,1.67,,1,,308.13,1,4,3,83.7185,74.13
CCN=C(NS(=O)(=O)c1ccccc1)N1CC(CC)C=N1,1.67,,15,,308.13,1,4,4,83.7185,74.13
CCN=C(NS(=O)(=O)c1ccccc1Cl)N1CC(CC)C=N1,2.32,,39,,342.09,1,4,4,88.7285,74.13
CCN=C(NS(=O)c1sc2ccc(Cl)cc2c1C)N1CC(CC)C=N1,4.18,,82,,396.08,1,4,4,108.0711,57.06
CCN=C(O)c1cc(-c2ccc(NC(=O)[C@H](O)c3cc(F)cc(F)c3)cc2C)cnc1N,3.34,0.019,,,440.17,4,5,6,118.4767,120.83
CCN=C(O)c1cc(F)ccc1CN=C(O)c1nc(C(C)(C)C)n(C)c(=O)c1O,1.6,0.03,,,404.19,3,6,5,108.8194,120.3
CCN=C(O)c1cnc(N)c(O[C@H]2CN(C(=O)Cc3ccc(OC(F)(F)F)cc3)CC2(F)F)c1,2.78,,3.4,,488.15,2,6,7,111.1282,110.27
CCN=C(O)CC1CN(c2ccc(Cl)cc2)c2ccccc2-n2c(C)nnc21,3.99,0.09,,,395.15,1,5,4,112.5168,66.54
CCN=C(O)COc1ccc(Cl)cc1CN=C(O)[C@@H]1CCCN1C(=O)[C@H](N)C1CCCCC1,,0.15,,,478.23,3,5,9,130.605,120.74
CCN=C(O)Nc1cc(-c2nc(C(F)(F)F)cs2)c(-c2cc(-c3nnc(O)o3)cnc2N2C3CCC2CN(C)C3)cn1,4.05,0.211,,,601.18,3,11,6,149.5483,148.92
CCN=C(O)Nc1cc(-c2nc(C(F)(F)F)cs2)c(-c2cc3ncccc3nc2N2C3CCC2CN(C)C3)cn1,5.26,0.03,,,568.2,2,8,5,149.8925,102.66
CCN=C(O)Nc1cc(-c2nc(C(F)(F)F)cs2)c(-c2cncc(C#N)c2)cn1,4.3,0.059,,,418.08,2,6,4,102.5205,107.08
CCN=C(O)Nc1cc(-c2nc(C(F)(F)F)cs2)c(-c2cncc(C(=N)NO)c2)cn1,3.52,0.35,,,451.1,5,7,5,109.5564,139.4
CCN=C(O)Nc1cc(-c2nc(C(F)(F)F)cs2)c(-c2cncc(C(=N)O)c2)cn1,3.53,0.36,,,436.09,4,6,5,107.263,127.37
CCN=C(O)Nc1cc(-c2nc(C(F)(F)F)cs2)c(-c2cncc(-c3c(C)noc3C)c2)cn1,5.7,0.045,,,488.12,2,7,5,122.7765,109.32
CCN=C(O)Nc1cc(-c2nc(C(F)(F)F)cs2)c(-c2cncc(-c3nc(=O)o[nH]3)c2)cn1,3.77,0.011,,,477.08,3,8,5,113.9232,142.18
CCN=C(O)Nc1cc(-c2nc(C(F)(F)F)cs2)c(-c2cncc(-c3nc(C)no3)c2)cn1,4.79,0.063,,,475.1,2,8,5,115.8345,122.21
CCN=C(O)Nc1cc(-c2nc(C(F)(F)F)cs2)c(-c2cncc(-c3nn[nH]n3)c2)cn1,3.61,0.14,,,461.1,3,8,5,110.9772,137.75
CCN=C(O)Nc1cc(-c2nc(C(F)(F)F)cs2)c(-c2cncc(-c3nnc(C)o3)c2)cn1,4.79,0.11,,,475.1,2,8,5,115.8345,122.21
CCN=C(O)Nc1cc(-c2nc(C(F)(F)F)cs2)c(-c2cncc(-c3nnc(O)o3)c2)cn1,3.77,0.044,,,477.08,3,9,5,112.7623,142.44
CCN=C(O)Nc1cc(-c2nc(C3CC3)cs2)c(-c2cc(-c3nnc(O)o3)cnc2N2C3CCC2CN(C)C3)cn1,3.91,0.149,,,573.23,3,11,7,156.5213,148.92
CCN=C(O)Nc1cc(N2CCC(N)C2)c(C(O)=Nc2cccnc2)cn1,1.41,0.498,,,369.19,4,6,5,106.3327,132.25
CCN=C(O)Nc1cc(-n2cccn2)c(C(O)=Nc2cccnc2)cn1,2.06,0.095,,,351.14,3,6,5,98.6493,120.81
CCN=C(O)Nc1cc(Nc2ccc(OC)cc2)c(C(O)=Nc2cccnc2)cn1,3.62,0.028,,,406.18,4,6,7,117.804,124.25
CCN=C(O)Nc1cc(Nc2cccc(C)c2)c(C(O)=Nc2cccc(C)c2)cn1,4.84,0.001,,,403.2,4,4,6,122.931,102.13
CCN=C(O)Nc1ccc(-c2nc(N3C[C@@H]4CC[C@H](C3)O4)c3c(n2)[C@](C)(CCO)OC3)cc1,2.78,0.27,,,453.24,3,7,6,125.6473,112.33
CCN=C(O)Nc1ccc(-c2nc(N3CCOC[C@@H]3C)c3c(n2)[C@](C)(CCN(C)C)OC3)cc1,3.21,0.41,,,468.28,2,7,7,134.6345,95.34
CCN=C(O)Nc1ccc(-c2nc(N3CCOC[C@@H]3C)c3c(n2)C(C)(C)OC3)cc1,3.28,0.14,,,411.23,2,6,4,117.1375,92.1
CCN=C(O)Nc1ccc(-c2nc(N3CCOC[C@@H]3C)c3c(n2)C(C)(C)S(=O)(=O)C3)cc1,2.67,0.19,,,459.19,2,7,4,124.9723,117.01
CCN=C(O)Nc1ccc(-c2nc(N3CCOCC3)c3c(n2)[C@](C)(CC(C)(C)O)OC3)cc1,3.03,0.23,,,455.25,3,7,6,127.7833,112.33
CCN=C(O)Nc1ccc(-c2nc(N3CCOCC3)c3c(n2)[C@](C)(CCO)OC3)cc1,2.25,0.22,,,427.22,3,7,6,118.5713,112.33
CCN=C(O)Nc1ccc(-c2nc(N3CCOCC3)c3c(n2)C(C)(C)OC3=O)cc1,2.53,0.02,,,411.19,2,7,4,113.169,109.17
CCN=C(O)Nc1ccc(-c2nc3c(c(N4CCOC[C@@H]4C)n2)C[C@@H]2CC[C@H]3N2C(=O)COC)cc1,2.74,0.27,,,494.26,2,7,6,137.5115,112.41
CCN=C(O)Nc1ccc(-c2nc3c(c(N4CCOC[C@@H]4C)n2)C[C@@H]2CC[C@H]3N2C(C)=O)cc1,3.12,0.16,,,464.25,2,6,4,131.3095,103.18
CCN=C(O)Nc1ccc(-c2nc3c(c(N4CCOC[C@@H]4C)n2)C[C@@H]2CC[C@H]3N2S(C)(=O)=O)cc1,2.53,0.14,,,500.22,2,7,5,135.4723,120.25
CCN=C(O)Nc1ccc(-c2nc3c(c(N4CCOC[C@@H]4C)n2)CCN(c2nc(C)ns2)C3)cc1,3.23,0.03,,,494.22,2,9,5,138.7225,111.89
CCN=C(O)Nc1ccc(-c2nc3c(c(N4CCOC[C@@H]4C)n2)CCN(c2ncccn2)C3)cc1,2.86,0.02,,,474.25,2,8,5,136.1085,111.89
CCN=C(O)Nc1ccc(-c2nc3c(c(N4CCOC[C@@H]4C)n2)CN(c2cnccn2)CC3)cc1,2.86,0.03,,,474.25,2,8,5,136.1085,111.89
CCN=C(O)Nc1ccc(-c2nc3c(c(N4CCOC[C@@H]4C)n2)CN(c2ncccn2)CC3)cc1,2.86,0.02,,,474.25,2,8,5,136.1085,111.89
CCN=C(O)Nc1ccc(-c2nc3c(c(N4CCOC[C@@H]4C)n2)S(=O)(=O)CCC3)cc1,2.23,,28,,445.18,2,7,4,119.6963,117.01
CCN=C(O)Nc1ccc(-c2nc3c(c(N4CCOC[C@H]4C)n2)S(=O)(=O)CC3)cc1,1.84,,11,,431.16,2,7,4,115.0793,117.01
CCN=C(O)Nc1ccc(-c2nc3c(c(N4CCOCC4)n2)CCN(c2ncccn2)C3)cc1,2.47,0.02,,,460.23,2,8,5,131.5135,111.89
CCN=C(O)Nc1nc2cc(-c3cc(C)n(CC)c(=O)c3)c(=O)n(C(C)C)c2s1,3.34,0.07,,,415.17,2,7,5,118.5995,101.51
CCN=C(O)Nc1nc2cc(-c3cc(C)n(CCOC)c(=O)c3)c(=O)n(C(C)C)c2s1,2.96,0.14,,,445.18,2,8,7,124.8015,110.74
CCN=C(O)Nc1nc2cc(-c3ccc(=O)n(CCOC)c3)c(=O)n(C(C)C)c2s1,2.66,0.07,,,431.16,2,8,7,120.0645,110.74
CCN=C(O)Nc1nc2cc(-c3ccc(C#N)nc3)c(=O)n(C(C)C)c2s1,3.11,0.04,,,382.12,2,7,4,106.4385,116.19
CCN=C(O)Nc1nc2cc(-c3ccc(-c4nnn(C)n4)nc3)c(=O)n(C(C)C)c2s1,2.43,0.08,,,439.15,2,10,5,119.5155,136
CCN=C(O)Nc1nc2cc(-c3ccc(-c4nnnn4C)nc3)c(=O)n(C(C)C)c2s1,2.43,0.07,,,439.15,2,10,5,119.5155,136
CCN=C(O)Nc1nc2cc(-c3ccc(OC)nc3)c(=O)n(C(C)C)c2s1,3.25,0.05,,,387.14,2,7,5,108.2755,101.63
CCN=C(O)Nc1nc2cc(-c3ccc4cnnn4c3)c(=O)n(C(C)C)c2s1,2.89,0.14,,,397.13,2,8,4,110.4735,109.7
CCN=C(O)Nc1nc2cc(-c3ccc4ncnn4c3)c(=O)n(C(C)C)c2s1,2.89,0.2,,,397.13,2,8,4,110.4735,109.7
CCN=C(O)Nc1nc2cc(-c3ccc4nncn4c3)c(=O)n(C(C)C)c2s1,2.89,0.26,,,397.13,2,8,4,110.4735,109.7
CCN=C(O)Nc1nc2cc(-c3ccc4nnnn4c3)c(=O)n(C(C)C)c2s1,2.29,0.18,,,398.13,2,9,4,108.2685,122.59
CCN=C(O)Nc1nc2cc(-c3cccnc3)c(=O)n(C(C)C(=N)O)c2s1,1.71,0.25,,,386.12,4,7,5,106.405,136.48
CCN=C(O)Nc1nc2cc(-c3cccnc3)c(=O)n(C(C)C(=O)O)c2s1,2.31,0.22,,,387.1,3,7,5,103.6853,129.7
CCN=C(O)Nc1nc2cc(-c3cccnc3)c(=O)n(C(C)C)c2s1,3.24,0.21,,,357.13,2,6,4,101.7235,92.4
CCN=C(O)Nc1nc2cc(-c3cccnc3)c(=O)n(CC(C)C)c2s1,3.32,0.07,,,371.14,2,6,5,106.1765,92.4
CCN=C(O)Nc1nc2cc(-c3cccnc3)c(=O)n(CC(F)F)c2s1,2.93,0.21,,,379.09,2,6,5,97.3425,92.4
CCN=C(O)Nc1nc2cc(-c3cccnc3)c(=O)n(CC)c2s1,2.68,0.11,,,343.11,2,6,4,97.0125,92.4
CCN=C(O)Nc1nc2cc(-c3cccnc3)c(=O)n(CC3CC3)c2s1,3.07,0.05,,,369.13,2,6,5,104.0625,92.4
CCN=C(O)Nc1nc2cc(-c3cccnc3)c(=O)n(CC3CCCCC3)c2s1,4.24,0.02,,,411.17,2,6,5,117.9135,92.4
CCN=C(O)Nc1nc2cc(-c3cccnc3)c(=O)n(CC3CCOCC3)c2s1,3.09,0.14,,,413.15,2,7,5,114.8815,101.63
CCN=C(O)Nc1nc2cc(-c3cccnc3)c(=O)n(CCC(C)C)c2s1,3.71,0.06,,,385.16,2,6,6,110.7935,92.4
CCN=C(O)Nc1nc2cc(-c3ccn(CC)c(=O)c3)c(=O)n(C(C)C)c2s1,3.03,0.42,,,401.15,2,7,5,113.8625,101.51
CCN=C(O)Nc1nc2cc(-c3ccn(CCOC)c(=O)c3)c(=O)n(C(C)C)c2s1,2.66,0.26,,,431.16,2,8,7,120.0645,110.74
CCN=C(O)Nc1nc2cc(-c3ccn4ncnc4c3)c(=O)n(C(C)C)c2s1,2.89,0.1,,,397.13,2,8,4,110.4735,109.7
CCN=C(O)Nc1nc2cc(-c3cncc(C#N)c3)c(=O)n(C(C)C)c2s1,3.11,0.1,,,382.12,2,7,4,106.4385,116.19
CCN=C(O)Nc1nc2cc(-c3cncc(F)c3)c(=O)n(C(C)C)c2s1,3.38,0.1,,,375.12,2,6,4,101.6815,92.4
CCN=C(O)Nc1nc2cc(-c3cncc(OC)c3)c(=O)n(C(C)C)c2s1,3.25,0.08,,,387.14,2,7,5,108.2755,101.63
CCN=C(O)Nc1nc2cc(-c3cncnc3)c(=O)n(C(C)C)c2s1,2.64,0.15,,,358.12,2,7,4,99.5185,105.29
CCN=C1N[C@H]2[C@H](O[C@H](C(F)F)[C@@H](O)[C@@H]2O)S1,-0.22,0.99,,,268.07,3,5,2,59.1693,74.08
CCN=C1N[C@H]2[C@H](O[C@H](CF)[C@@H](O)[C@@H]2O)S1,-0.52,0.87,,,250.08,3,5,2,59.1403,74.08
CCN=C1N[C@H]2[C@H](O[C@H](CO)[C@@H](O)[C@@H]2O)S1,-1.49,0.76,,,248.08,4,6,2,60.2511,94.31
CCN=c1nc[nH]n1-c1noc2c(F)c3c(cc12)CC1(C(O)=NC(=O)N=C1O)[C@H]1[C@H](C)O[C@H](C)CN31,0.87,0.037,,,498.18,3,8,2,124.3473,166.72
CCN=C1NS(=O)(=O)c2ccccc21,0.75,0.56,,,210.05,1,3,1,53.8415,58.53
CCN=S1(=O)N=C(O)c2ccccc21,1.19,0.41,,,210.05,1,2,1,54.9852,62.02
CCN1/C(=C\C=C\C2=[N+](C3=CC=CC=C3C=C2)CC)/C=CC4=CC=CC=C41.[I-],5.36,,,,480.11,0,1,4,115.43,7.12
CCn1[nH]c(=NC(O)=NC2C3CC4CC(C3)CC2C4)cc1C,3.16,0.019,,,302.21,2,2,2,85.6535,65.67
CCn1c([C@@H](C)NS(=O)(=O)c2ccc(C#N)nc2)nc2cnc(C(F)(F)F)cc21,2.78,0.24,1.2,,424.09,1,7,5,95.8925,113.56
CCn1c([C@@H](C)NS(=O)(=O)c2ccc(C#N)nc2)nc2cnc(C3CC3)cc21,2.63,0.19,0.2,,396.14,1,7,6,102.8655,113.56
CCN1C(=CC(=N1)CC2=CC=CC=C2)C3CCN(CC3)C[C@H]4C[C@@H](C[C@@H]4C5=CC(=CC=C5)F)N(C)[C@H](C(C)C)C(=O)O,6.5,,,,574.37,1,5,11,165.2418,61.6
CCN1C(=O)C(NC1=O)C2=CC=CC=C2,1.05,,,,204.09,1,2,2,55.1017,49.41
CCN1C(=O)C2=CC=CC=C2C1=O,0.776902,,,,175.06,0,2,1,47.483,37.38
CCn1c(=O)oc2ccc(-c3ccc(C[C@@H](C#N)N=C(O)[C@@H]4CNCCCO4)cc3)cc21,2.21,0.06,,,434.2,2,7,6,121.9795,112.78
CCN1C(C2=CC=CC=C2C1=O)NC3=CC=C(C=C3)OCCN4CCCCC4,3.54,,,,379.23,1,4,7,111.7442,44.81
CCn1c(-c2cnc(C)nc2)nc2c(N[C@H]3CCN(C(=O)C4CC4)C3)ncnc21,2.03,0.7,,,392.21,1,8,5,108.0917,101.72
CCN1C[C@@]2([C@@H](C[C@@H]([C@@]34[C@@H]2[C@H]([C@@H](C31)[C@@]5([C@@H]6[C@H]4C[C@@]([C@@H]6OC(=O)C7=CC=CC=C7)([C@H]([C@@H]5O)OC)O)OC(=O)C)OC)OC)O)COC,1.61,,,,645.31,3,12,9,160.4679,153.45
CCN1C[C@H]2CN(C[C@@H](C1)C2OC(=O)C3=CC=C(C=C3)Cl)C,2.64,,,,322.14,0,4,3,87.2465,32.78
CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O,1.59,0.749,1.1,,232.08,1,4,2,63.3733,72.19
CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O,-1.02,0.13,,,319.13,2,5,3,85.882,74.57
CCN1C=C(C(=O)C2=CC3=C(C=C21)OCO3)C(=O)O,0.94,,,,261.06,1,5,2,66.9643,77.76
CCN1C=C(C(=O)C2=CN=C(N=C21)N3CCCC3)C(=O)O,0.04,,,,288.12,1,6,3,77.8783,88.32
CCN1C=C(C(=O)C2=CN=C(N=C21)N3CCNCC3)C(=O)O,-2.15,0.7,,,303.13,2,7,3,81.514,100.35
CCN1C=C[N+](=C1)C.C(=[N-])=NC#N,-4.01,,,,177.1,0,3,1,47.689,67.26
CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,2.04,,,,391.01,0,5,3,64.5906,91.19
CCN1C=C[N+](=C1)C.CC1=CC=C(C=C1)S(=O)(=O)[O-],0.05,,,,282.1,0,4,2,70.4242,66.01
CCN1C=C[N+](=C1)C.CCOP(=O)([O-])OCC,-0.64,,,,264.12,0,5,5,62.1405,67.4
CCN1C=C[N+](=C1C)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,2.04,,,,405.03,0,5,3,69.3276,91.19
CCN1C=CC(=NC1=O)NS(=O)(=O)C2=CC=C(C=C2)N,1.37,,,,294.08,2,6,4,75.8339,107.08
CCN1C=CN(C1C)C.Br,0.77,,,,206.04,0,2,1,49.067,6.48
CCN1C=CN=C1CC2COC3=CC=CC=C3O2,2.31,,,,244.12,0,4,3,67.958,36.28
CCN1C=NC(=C1C(=O)NC)C(=O)NC,-0.47,0.92,,,210.11,2,4,3,54.6814,76.02
CCN1C2=C(C(=N1)C)NC(=C3C=CC(=O)C=C3)CNC2=O,1.72,,,,284.13,2,5,1,78.9069,76.02
CCN1C2=C(C(=O)N(C1=O)CC)N(C(=N2)/C=C/C3=CC(=C(C=C3)OC)OC)C,2.72,0.02,,22.16197033,384.18,0,8,6,109.056,80.28
CCN1C2=C(C=C(C=C2)[N+](=O)[O-])C3=CC=CC=C31,3.7,,,,240.09,0,3,2,71.7724,48.07
CCN1C2=C3C=C(NC3=NC=C2CN(C1=O)C4=C(C(=CC(=C4F)OC)OC)F)CN5CCOCC5,3.66,0.11,,10.61704636,487.2,1,6,6,126.2507,83.16
CCN1C2=CC(=NC=C2C=C(C1=O)C3=CC(=C(C=C3Br)F)NC(=O)NC4=CC=CC=C4)NC,5.63,0.01,,153.5018844,509.09,3,5,5,133.4011,88.05
CCN1C2=CC=CC=C2C3=CC=CC=C31,4.49,,,,195.1,0,1,1,65.118,4.93
CCN1C2=CC=CC=C2SC1=CC=CC3=[N+](C4=CC=CC=C4S3)CC.[I-],4.93,,,,492.02,0,3,4,110.13,7.12
CCN1C2=CC3=C(C=C2C(=O)C(=N1)C(=O)O)OCO3,1.38,,,,262.06,1,6,2,64.7593,90.65
CCN1C2=NC=C(C(=C2C=N1)NN=C(C)C)C(=O)OCC.Cl,3.09,,,,325.13,1,7,5,88.8122,81.4
CCn1cc(C(O)=Nc2cccc(-c3nncn3C(C)C)n2)c(OC)n1,2.4,16,,,355.18,1,8,6,96.9168,103.24
CCN1CC(C)(C)OC(=O)C1CC(O)=NCc1cccc(-c2ccccc2)c1,3.39,0.003,,,380.21,1,4,6,111.4688,62.13
CCn1cc(-c2nc3c(C#N)c[nH]n3c(=O)c2C(C)C)cn1,1.9,0.005,,,296.14,1,6,3,81.5117,91.77
CCN1CC[C@H](N=C(O)c2cc(-c3ccc(F)cc3F)on2)[C@@H](C(O)=NC2(c3ncccn3)CC2)C1,2.66,0.246,,,496.2,2,7,7,128.0376,120.23
CCn1cc2c(Oc3cnc(C(=O)N4CCC4)c(F)c3)cc(C(O)=Nc3cnc(C)cn3)cc2n1,3.58,0.2,,,475.18,1,8,6,125.7913,118.62
CCN1CCC(S(=O)(=O)c2c(Cl)ccc(NC(O)=Nc3cccc(F)c3Cl)c2O)CC1,4.74,0.00036,,,489.07,3,5,5,120.1951,102.23
CCN1CCC[C@H]1CNC(=O)C2=C(C(=CC(=C2OC)Cl)Cl)O,2.76,0.06,,,346.09,2,4,5,87.281,61.8
CCN1CCC[C@H]1CNC(=O)C2=C(C=CC(=C2OC)Br)OC,2.1,0.16,,4.019325658,370.09,1,4,6,89.8482,50.8
CCN1CCC2(CC1)COC3=C2C=C4C(=C3)CCN4C(=O)C5=CC=C(C=C5)C6=C(C=C(C=C6)C7=NN=C(O7)C)C.Cl,5.39,0.015,4.65,,570.24,0,6,4,162.2355,71.7
CCN1CCC2=C(CC1)OC(=N2)N.Cl.Cl,0.05,,,,253.07,1,4,1,64.9334,55.29
CCN1CCCC(C1)OC(=O)C(C2=CC=CC=C2)C3=CC=CC=C3.Cl,3.32,,,,359.17,0,3,5,103.203,29.54
CCN1CCCC1CNC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O,1.9,,,,338.2,2,3,6,99.1615,52.57
CCN1CCCC1CNC(=O)C2=C(C=CC(=C2)S(=O)(=O)CC)OC.Cl,1.06,,,,390.14,1,5,7,100.571,75.71
CCN1CCCC1CNC(=O)C2=CC(=C(C=C2OC)N)S(=O)(=O)CC,1.1,0.84,,0.428241603,369.17,2,6,7,97.7354,101.73
CCN1CCCN(c2ncc(-c3cc4nccc(N=c5cncc[nH]5)c4cc3C)cn2)CC1,4.07,0.16,,,440.24,1,7,4,130.2607,86.19
CCN1CCCN(c2ncc(-c3ccc4c(N=c5cncc[nH]5)ccnc4c3)cn2)CC1,3.76,0.2,,,426.23,1,7,4,125.5237,86.19
CCN1CCCN(c2ncc(-c3ccc4c(N=c5cncc[nH]5)ccnc4c3C)cn2)CC1,4.07,0.12,,,440.24,1,7,4,130.2607,86.19
CCN1CCN(C(=O)C1=O)C(=O)N[C@H](C2=CC=CC=C2)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@@H](C(S4)(C)C)C(=O)[O-].[Na+],0.67,,,,539.15,2,8,6,124.7114,159.26
CCN1CCN(C(=O)C1=O)C(=O)N[C@H](C2=CC=CC=C2)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O,0.5,0.5,,3.443113772,517.16,3,7,6,127.3402,156.43
CCN1CCN(c2ccc3cc(-c4cn5cc(C)nc(C)c5n4)c(=O)oc3c2)C[C@@H]1C,3.65,0.04,,,417.22,0,7,3,122.861,66.88
CCN1CCN(c2nc(C(O)=NCc3ccc(F)cc3)c(O)c3ncccc23)C(=O)C1=O,1.6,0.012,,,437.15,2,6,5,115.0796,119.22
CCN1CCN(c2ncc(-c3ccc4c(N=c5cncc[nH]5)ccnc4c3)cn2)CC1,3.37,0.06,,,412.21,1,7,4,120.9067,86.19
CCN1CCN(CC1)C2=C(C=C3C(=C2)N(C=C(C3=O)C(=O)O)C4CC4)F,0.13,,,,359.16,1,5,4,97.7233,65.78
CCN1CCN(CC1)C2=CC=C(C=C2)NC3=CC(=NC=N3)N(C)C(=O)NC4=C(C(=CC(=C4Cl)OC)OC)Cl,4.59,0.032,28.84,138.0863728,559.19,2,8,8,153.0714,95.09
CCN1CCN(CC1)C2=NC3=C(CCCCCC3)C(=C2)C4=CC=C(C=C4)F,4.71,0.003,,,367.24,0,3,3,109.834,19.37
CCN1CCN(CC1)CC2=CN=C(C=C2)NC3=NC=C(C(=N3)C4=CC5=C(C(=C4)F)N=C(N5C(C)C)C)F,4.94,0.04,,87.61545314,506.27,1,8,7,140.7077,75
CCN1CCN(Cc2ccc(N=C(O)CNc3ccc(-c4ccc(N=C(O)C5CC5)nc4)cc3)cc2C(F)(F)F)CC1,5.3,0.0008,,,580.28,3,6,10,159.1693,96.58
CCN1CCN(Cc2ccc(N=C(O)N[C@H]3CCN(c4cc[nH]c(=NC)n4)C3)cc2C(F)(F)F)CC1,3.08,0.248,,,506.27,3,6,6,132.3872,95.38
CCN1CN(CN(C1)CC)CC,1.06,,,,171.17,0,3,3,51.741,9.72
CCn1nc(-c2cccc3cccnc23)cc1-c1ccc(=N)[nH]n1,3.16,0.062,,,316.14,2,5,3,92.0744,83.24
CCn1ncc(-c2nc3c(N[C@H]4CCN(C(=O)C5CC5)C4)ncnc3n2C)c1C,1.98,0.45,,,394.22,1,8,5,109.2677,93.76
CCn1ncc(-c2nc3c(N4CCC(n5c(O)nc6ncccc65)CC4)ncnc3n2C)c1C,2.43,0.21,,,458.23,1,11,4,127.6128,115.6
CCn1ncc(-c2nc3c(O[C@H]4CCN(C(=O)C5CCOCC5)C4)ncnc3n2C)c1C,1.96,0.83,,,439.23,0,9,5,117.092,100.19
CCn1ncc2c(F)cc(-c3ccc(C(/C=C4\OC(=O)N=C4O)(CC)CC)c(O)n3)cc21,3.76,0.0011,,,438.17,2,6,6,117.1486,109.83
CCn1nnc2c(C)c([C@@H](CC(=O)O)c3ccc4c(c3)CN(C(=O)c3c(C)c(C)cc(C)c3C)CC4)ccc21,5.8,0.00708,,,524.28,1,5,6,152.3113,88.32
CCNC(=NCCCC[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN=C(NCC)NCC)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(=O)N)NC(=O)[C@H](CC2=CC=C(C=C2)O)NC(=O)[C@H](CO)NC(=O)[C@@H](CC3=CN=CC=C3)NC(=O)[C@@H](CC4=CC=C(C=C4)Cl)NC(=O)[C@@H](CC5=CC6=CC=CC=C6C=C5)NC(=O)C)NCC,1.62,0.18,,1.127322775,1568.84,16,16,44,428.7671,451.49
CCNC(=O)/C=C/C1=CC(=CC=C1)Br,1.92,,,,253.01,1,1,3,61.8597,29.1
CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC2=CN(C=N2)CC3=CC=CC=C3)NC(=O)[C@H](CC4=CC=C(C=C4)O)NC(=O)[C@H](CO)NC(=O)[C@H](CC5=CNC6=CC=CC=C65)NC(=O)[C@H](CC7=CN=CN7)NC(=O)[C@@H]8CCC(=O)N8,-2.1,0.295,,3.325024925,1322.67,15,16,34,352.1301,449.36
