SMILES_rdkit_final,logP,Fup,Clint.invitro.[ml/min/10^6cell],Clint.invitro.[ml/min/kg],Clint.invivo.,MW_rdkit,HBD_rdkit,HBA_rdkit,NRB_rdkit,RF_rdkit,PSA_rdkit,logP_rdkit
Cn1cc(-c2ccc(Cc3cc(C(=O)NC4CCCCC4O)nc4c3ccn4C)cn2)cn1,2.99,0.04,,,,444.23,2,7,5,125.688,97.86,2.9929
Cn1cc(-c2ccc(Cc3cc(C(=O)NC4CCOCC4)nc4c3ccn4C)cn2)cn1,2.87,0.04,,,,430.21,1,7,5,121.2662,86.86,2.8684
Cn1cc(-c2ccc(Cn3cc(C(=O)O)c(=O)c4c3CCCC4O)cc2)cn1,2.37,0.179,,,,379.15,2,6,4,103.3051,97.35,2.365
Cn1cc(-c2ccc(F)c(C(F)(F)F)c2)nc1C1CCN(c2ncnc(N)c2-c2ccc(F)cc2)CC1,5.81,0.0008,,,,514.19,1,6,4,129.6304,72.86,5.8073
Cn1cc(-c2ccc(N3CCC(C4c5c(F)cccc5-c5cncn54)CC3)cc2)cn1,4.91,0.003,,,,413.2,0,5,3,119.341,38.88,4.9091
Cn1cc(-c2ccc(OC3CCN(C(=O)Cc4ccc(OC(F)(F)F)cc4)C3)c(C(N)=O)n2)cn1,2.7,,21,53.4303,,489.16,1,7,7,117.3989,112.57,2.702
Cn1cc(-c2ccc(OC3CCN(C(=O)Cc4ccc(OC(F)(F)F)cc4)CC3)c(C(N)=O)c2)cn1,3.7,,14,35.6202,,502.18,1,6,7,124.2209,99.68,3.6971
Cn1cc(-c2ccc3c(c2)C(=O)Nc2cccc(n2)-c2nncn2CCCCO3)cn1,3.17,0.0017,,,,415.18,1,8,1,114.5792,99.75,3.1655
Cn1cc(-c2cccc(N3CCc4c(sc5c4CCCC5)C3=O)c2CO)cc(Nc2ccncn2)c1=O,4.22,0.03,,,,513.18,2,8,5,144.698,100.35,4.2214
CN1CC(c2ccccc2)n2nc(C(=O)NCc3ccc(F)cc3)c(O)c2C1=O,2.33,0.989,,,,394.14,2,5,4,103.0035,87.46,2.3328
Cn1cc(-c2cnc3nnn(Cc4ccc5ncccc5c4)c3n2)cn1,2.22,,11.8,30.02274,,342.13,0,8,3,96.165,87.2,2.2183
CN1CC(c2nc(C(=O)NCc3ccc(F)cc3)c(O)c3ncccc23)CC1=O,2.35,0.012,,,,394.14,2,5,4,103.768,95.42,2.3502
CN1CC(c2nc(C(=O)NCc3ccc(F)cc3S(C)(=O)=O)c(O)c3ncccc23)CC1=O,1.75,0.03,,,,472.12,2,7,5,116.8778,129.56,1.7537
Cn1cc(-c2nc3c(-c4ccnc(OC5CC5)c4)cnn3cc2OCCC(C)(C)O)cn1,3.27,0.01,,,,434.21,1,9,8,118.4798,99.59,3.2728
CN1CC(Cn2nc(-c3cnc4[nH]cc(C(=O)NC(C)(C)C)c4n3)c3cc(OC(F)F)ccc32)C1,3.67,0.011,,,,483.22,2,7,6,127.4539,100.96,3.6659
CN1CC(Cn2nc(-c3cnc4[nH]cc(C(O)=NC(C)(C)C)c4n3)c3cc(OC(F)F)ccc32)C1,,0.011,,,,483.22,2,7,6,129.1535,104.45,4.2407
Cn1cc(CNc2cc(OCC3CC3c3ccccn3)nc3ccnn23)cn1,2.65,0.07,,,,375.18,1,8,7,104.1017,82.16,2.6524
CN1CC(F)(F)CC1c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C,1.57,0.12,,,,396.14,2,6,4,93.648,87.46,1.5669
Cn1cc(NC(=O)C2CCCCC2C(=O)c2ccc(-c3cc[nH]n3)cc2)c(C(F)(F)F)n1,4.46,0.063,,,,445.17,2,5,5,110.6419,92.67,4.4568
Cn1cc(NC(=O)c2cnn3ccc(N)nc23)c(-c2cc(Cl)ccc2Cl)n1,3.27,0.015,,,,401.06,2,7,3,104.0166,103.13,3.2711
Cn1cc(NC(=O)c2cnn3ccc(N)nc23)c(-c2cccc(Cl)c2)n1,2.62,0.011,,,,367.09,2,7,3,99.0066,103.13,2.6177
Cn1cc(NC(=O)c2cnn3cccnc23)c(-c2cccc(Cl)c2)n1,3.04,0.006,,,,352.08,1,6,3,94.5942,77.11,3.0355
Cn1cc(Nc2nccc(N3CC4CCC(C3)N4C(=O)C3CC3(F)F)n2)cn1,1.79,0.61,,,,389.18,1,7,4,97.4457,79.18,1.7885
CN1CC(O)CC1c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C,0.29,0.28,,,,376.15,3,7,4,94.7078,107.69,0.2925
CN1CC(OCc2ccccc2)CC1c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C,2.52,0.05,,,,466.2,2,7,7,123.72,96.69,2.517
Cn1cc(S(=O)(=O)N2CCC3=Cc4c(cnn4-c4ccc(F)cc4)CC3(C(=O)c3cc(C(F)(F)F)ccn3)C2)cn1,4.06,0.005,,,,586.14,0,8,5,137.7893,102.98,4.0621
CN1CC2(CCN(c3ncc(-c4ccc5c(Nc6cnccn6)ccnc5c4)cn3)C2)C1,3.37,0.52,,,,424.21,1,8,4,124.8437,82.96,3.3673
Cn1cc2c(-c3cc(F)c(Cn4c(=O)cnc5ccccc54)c(F)c3)cccc2n1,4.28,0.01,,,,402.13,0,5,3,111.171,52.71,4.2767
Cn1cc2c(-c3cc(F)c(CN4C=CC5=NCCN5C4=O)c(F)c3)cccc2n1,3.68,0.04,,,,393.14,0,4,3,105.153,53.73,3.6819
Cn1cc2c(-c3cc(F)c(CN4Cc5cnn(CC6CCCO6)c5C4=O)c(F)c3)cccc2n1,4.05,0.025,,,,463.18,0,6,5,120.8445,65.18,4.05
Cn1cc2c(-c3cc(F)c(CN4CCc5ncccc5C4=O)c(F)c3)cccc2n1,4.11,0.01,,,,404.14,0,4,3,108.7475,51.02,4.112
Cn1cc2c(-c3cc(F)c(Cn4cnc5ccccc5c4=O)c(F)c3)cccc2n1,4.28,0.01,,,,402.13,0,5,3,111.171,52.71,4.2767
Cn1cc2c(-c3cc(F)c(Cn4cnc5cnccc5c4=O)c(F)c3)cccc2n1,3.67,0.01,,,,403.12,0,6,3,108.966,65.6,3.6717
Cn1cc2cc(-c3cc(F)c(Cn4c(=O)cnc5ncccc54)c(F)c3)ccc2n1,3.67,0.04,,,,403.12,0,6,3,108.966,65.6,3.6717
Cn1cc2cc(-c3cc(F)c(CN4CCn5nccc5C4=O)c(F)c3)ccc2n1,3.37,0.05,,,,393.14,0,5,3,103.0335,55.95,3.371
Cn1cc2cc(-c3ccc(CN4Cc5ncsc5C4=O)c(F)c3)ccc2n1,3.99,0.05,,,,378.1,0,5,3,101.7995,51.02,3.9919
CN1Cc2cc(Cl)ccc2-n2c(nnc2C2CCC(Oc3ccccn3)CC2)C1,4.37,0.13,,,,409.17,0,6,3,111.402,56.07,4.3663
CN1Cc2cccc(Oc3ncccc3N=C(O)Nc3ccc(OC(F)(F)F)cc3)c2C1C(C)(C)C,,0.003,,,,500.2,2,5,5,130.8875,79.21,6.9627
CN1Cc2cccc(Oc3ncccc3NC(=O)Nc3ccc(OC(F)(F)F)cc3)c2C1C(C)(C)C,6.95,0.003,,,,500.2,2,5,5,130.1824,75.72,6.9491
CN1CCC(=C2c3ccccc3CCn3c(C(=O)O)cnc32)CC1,2.66,0.37,,,,323.16,1,4,1,92.0853,58.36,2.6649
CN1CCC(=C2c3ccccc3CCn3c(C=O)cnc32)CC1,2.78,0.61,,,,307.17,0,4,1,90.5135,38.13,2.7792
CN1CCC(c2c(O)cc(O)c3c(=O)cc(C=Cc4c(Cl)cccc4Cl)oc23)C(O)C1,4.46,0.033,,,,461.08,3,6,3,122.0654,94.14,4.4614
Cn1ccc(C2CC(C(F)(F)F)CCN2C2CCOc3cc(S(=O)(=O)Nc4ccncn4)c(F)cc32)n1,3.99,0.051,,,,540.16,1,8,5,123.5275,102.24,3.9892
Cn1ccc(-c2ccc(Cc3cc(C(=O)NC4CCCCC4O)nc4c3ccn4C)cn2)n1,2.99,0.12,,,,444.23,2,7,5,125.688,97.86,2.9929
Cn1ccc(-c2ccc(Cc3cc(C(=O)NC4CCOCC4)nc4c3ccn4C)cc2)n1,3.47,0.02,,,,429.22,1,6,5,123.4712,73.97,3.4734
Cn1ccc(-c2ccc(Cc3cc(C(=O)NC4CCOCC4O)nc4c3ccn4C)cc2)n1,2.44,0.02,,,,445.21,2,7,5,124.861,94.2,2.4442
CN1CCC(c2ccc3nc(Nc4ccc(C(F)(F)F)cn4)[nH]c3c2)CC1,4.53,0.134,4.7,11.95821,,375.17,2,4,3,98.0874,56.84,4.5295
CN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(-c4cncnc4)cc23)CC1,5.04,0.096,,,,386.19,0,4,3,113.731,33.95,5.0358
CN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(-c4ncn(C)n4)cc23)CC1,4.37,0.17,,,,389.2,0,5,3,112.702,38.88,4.3743
CN1CCC(c2nnc(-c3cnc(Nc4ccc5c(c4)C(C)(C)OC5=O)nc3NC(CO)c3ccccc3)o2)CC1,4.63,0.057,,,,555.26,3,11,8,152.8537,138.53,4.6304
CN1CCC(c2noc(-c3cnc(Nc4ccc5c(c4)C(C)(C)OC5=O)nc3NC(CO)c3ccccc3)n2)CC1,4.63,0.02,,,,555.26,3,11,8,152.8537,138.53,4.6304
Cn1ccc(CCC[N+]23CCC(CC2)C(OC(=O)C2(C4=CC=CC4)CCCCCC2)C3)n1,4.73,0.06,,,,438.31,0,4,7,125.8364,44.12,4.7318
CN1CCC(N=C(O)Nc2ccc(C#N)cc2)CC1c1nc2ccccc2[nH]1,3.39,0.091,,,,374.19,3,4,3,109.3302,100.33,3.59598
CN1CCC(NC(=O)c2ccc(Oc3ccc(C#CC4(O)CN5CCC4CC5)cc3)cc2)CC1,3.11,0.41,,,,459.25,2,5,4,131.935,65.04,3.1111
CN1CCC(S(=O)(=O)c2c(Cl)ccc(NC(=O)Nc3cccc(Cl)c3Cl)c2O)C1,4.47,0.00021,,,,477.01,3,5,4,115.308,98.74,4.4742
CN1CCC(S(=O)(=O)c2c(Cl)ccc(NC(=O)Nc3cccc(Cl)c3Cl)c2O)CC1,4.86,0.001,,,,491.02,3,5,4,119.925,98.74,4.8643
CN1CCC(S(=O)(=O)c2c(Cl)ccc(NC(=O)Nc3cccc(F)c3Cl)c2O)CC1,4.35,0.0013,,,,475.05,3,5,4,114.873,98.74,4.35
CN1CCC2(CC1)CN=C(O)c1cc(-c3ccnc(N=C(O)c4ccc5ccccc5c4)c3)[nH]c12,,0.005,,,,465.22,3,4,3,139.2393,97.1,5.1478
CN1CCC2(CC1)CNC(=O)c1cc(-c3ccnc(NC(=O)c4ccc5ccccc5c4)c3)[nH]c12,4.19,0.005,,,,465.22,3,4,3,136.6671,90.12,4.189
CN1CCC2(CC1)CNC(=O)c1cc(-c3ccnc(NC(=O)c4cccc(OC(F)(F)F)c4)c3)[nH]c12,3.93,0.027,,,,499.18,3,5,4,125.8441,99.35,3.9344
CN1CCC2(CCN(c3ncc(-c4ccc5c(Nc6cnccn6)ccnc5c4)cn3)C2)C1,3.76,0.3,,,,438.23,1,8,4,129.4607,82.96,3.7574
Cn1ccc2c(Cc3ccc(-c4nccs4)cc3)cc(C(=O)NC3CCOCC3O)nc21,3.17,0.02,,,,448.16,2,7,5,123.767,89.27,3.1672
CN1CCc2c(cccc2C(=O)NCC2(N3CCN(c4ccccc4)CC3)CCCCC2)C1,3.93,0.165,,,,446.3,1,4,5,134.8572,38.82,3.9294
CN1CCc2cc(-c3cnc4[nH]cc(C(=O)c5ccccc5Cl)c4c3)ccc2C1,5.1,0.035,,,,401.13,1,3,3,116.4522,48.99,5.1022
CN1CCc2ccc(-c3cnc4[nH]cc(C(=O)c5ccccc5Cl)c4c3)cc2C1,5.1,0.034,,,,401.13,1,3,3,116.4522,48.99,5.1022
CN1CCCC(CN(C)C(=O)Cn2c(-c3ccccc3)c(C3CCCCC3)c3ccc(-c4noc(=O)[nH]4)cc32)C1,5.5,0.979,,,,541.31,1,6,7,157.1757,87.37,5.4995
CN1CCCC1c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C,1.32,0.48,,,,360.16,2,6,4,93.318,87.46,1.3217
CN1CCCC1c1nc(O)c(O)c(C(=O)NCc2ccc(F)cc2)n1,1.72,0.03,,,,346.14,3,6,4,87.5368,98.58,1.7236
CN1CCCc2c1nc(N1CCC3(CC1)C(=O)N(CCO)c1cc(F)cc(F)c13)[nH]c2=O,1.31,0.022,,,,445.19,2,6,3,115.3705,92.77,1.3076
CN1CCCc2c1nc(N1CCC3(CC1)CN(CCO)c1cc(F)cc(F)c13)[nH]c2=O,1.78,0.005,,,,431.21,2,6,3,115.2305,75.7,1.781
CN1CCCCC1(C)c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)[nH]1,1.88,0.08,,,,374.18,3,5,4,97.9257,98.32,1.8755
CN1CCCCC1(C)c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C,1.89,0.38,,,,388.19,2,6,4,102.546,87.46,1.8859
CN1CCCCC1c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C,1.71,0.453333333,,,,374.18,2,6,4,97.935,87.46,1.7118
CN1CCCCC1c1nc(O)c(O)c(C(=O)NCc2ccc(F)cc2)n1,2.11,0.052,,,,360.16,3,6,4,92.1538,98.58,2.1137
CN1CCCN(c2ncc(-c3ccc4c(=Nc5cnccn5)ccn(C)c4c3)cn2)CC1,2.8,0.85,,,,426.23,0,8,3,125.527,75.33,2.7996
CN1CCCN(c2ncc(-c3ccc4c(N(C)c5cnccn5)ccnc4c3)cn2)CC1,3.39,0.33,,,,426.23,0,8,4,127.191,74.17,3.3916
CN1CCCN(c2ncc(-c3ccc4c(Nc5cnccn5)ccnc4c3)cn2)CC1,3.37,0.25,,,,412.21,1,8,4,122.4107,82.96,3.3673
CN1CCN(C(=O)c2cc(F)ccc2CNC(=O)c2nc(C(C)(C)C)n(C)c(=O)c2O)CC1,1.24,0.34,,,,459.23,2,7,4,120.8135,107.77,1.2401
CN1CCN(C(=O)c2ccc(-c3ccc4ncc(-c5ccc(C#N)cc5)n4c3)cc2)CC1,3.93,0.003,,,,421.19,0,5,3,124.1795,64.64,3.92758
CN1CCN(C(=O)c2ccc(-c3ccc4ncc(-c5ccc(C#N)cc5)n4n3)cc2)CC1,3.32,0.001,,,,422.19,0,6,3,121.9745,77.53,3.32258
CN1CCN(C(=O)c2ccc(-c3cn4c(-c5ccc(C#N)cc5)cnc4cn3)cc2)CC1,3.32,0.016,,,,422.19,0,6,3,121.9745,77.53,3.32258
CN1CCN(C(=O)c2cnccn2)C(C)(c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)[nH]2)C1,0.64,0.18,,,,481.19,3,8,5,122.0102,144.41,0.6376
CN1CCN(C(=O)c2cnccn2)C(c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)[nH]2)C1,0.46,0.1,,,,467.17,3,8,5,117.3992,144.41,0.4635
CN1CCN(C(=O)CC(NC(=O)C=Cc2cc(Cl)ccc2-n2cnnn2)c2nc(-c3ccc4[nH]c(=O)cc(O)c4c3)c(Cl)[nH]2)CC1,2.94,0.08,,,,662.17,4,10,8,171.6009,178.02,2.9411
CN1CCN(C(=O)Nc2cccc(-c3ccc4c(c3)sc3c(N)ncnc34)c2)CC1,3.87,0.037,,,,418.16,2,6,2,122.8581,87.38,3.873
CN1CCN(C)C(c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n2C)C1,0.47,0.28,,,,389.19,2,7,4,101.581,90.7,0.4733
CN1CCN(c2cc(-c3ccc(C#N)cc3)[nH]c(=N)n2)CC1,1.35,0.65,,,,294.16,2,5,2,84.3034,82.8,1.17965
CN1CCN(c2cc(-c3ccccc3)[nH]c(=N)n2)CC1,1.48,0.51,,,,269.16,2,4,2,79.5884,59.01,1.30797
CN1CCN(c2cc(Cl)c3nc(Nc4ccc(Br)cn4)[nH]c3c2)CC1,3.87,0.301,9,22.8987,,420.05,2,5,3,106.0334,60.08,3.8692
CN1CCN(c2cc(F)c3c(c2)N(C)C(=O)C32CCN(c3nc4c(c(=O)[nH]3)CCCN4C)CC2)CC1,1.56,0.004,,,,495.28,1,7,2,139.0937,79.02,1.5578
CN1CCN(c2cc3c(=Nc4ccc(F)cc4F)c(C(=N)O)c[nH]c3cc2F)CC1,3.25,0.24,,,,415.16,3,4,3,109.0052,78.71,3.45277
CN1CCN(c2cc3c(=Nc4cccc(Cl)c4Cl)c(C(=N)O)c[nH]c3cc2F)CC1,4.28,0.044,,,,447.1,3,4,3,119.1092,78.71,4.48137
CN1CCN(c2ccc(C3CC(c4ccc([N+](=O)[O-])o4)=NO3)cc2)C(=O)C1,2.33,0.426,,,,370.13,0,7,4,96.6344,101.42,2.3319
CN1CCN(c2ccc(C3CC(c4ccc([N+](=O)[O-])o4)=NO3)cc2F)C(=O)C1,2.47,0.391,,,,388.12,0,7,4,96.5924,101.42,2.471
CN1CCN(c2ccc(C3CC(c4ccc([N+](=O)[O-])o4)=NO3)cn2)C(=O)C1,1.73,0.511,,,,371.12,0,8,4,94.4294,114.31,1.7269
CN1CCN(c2ccc(-c3ccc4c(c3)CCNC4)cc2C(F)(F)F)CC1,3.77,0.11,,,,375.19,1,3,2,102.0007,18.51,3.7699
CN1CCN(c2ccc(-c3ccc4c(Nc5cnccn5)ccnc4c3)cc2)CC1,4.19,0.09,,,,396.21,1,6,4,122.2037,57.18,4.1872
CN1CCN(c2ccc(NC(=O)c3cc(N(C)Cc4ccc(C(F)(F)F)cc4)ncn3)cc2)CC1,4.14,0.0014,,,,484.22,1,6,6,129.6882,64.6,4.1359
CN1CCN(c2ccc(Nc3ccc4c(Nc5cnccn5)ccnc4c3)cc2)CC1,4.26,0.29,,,,411.22,2,7,5,126.4924,69.21,4.2638
CN1CCN(c2ccc(S(=O)(=O)NCc3ccc(C(=O)Nc4cccnc4)cc3)cc2)CC1,2.56,0.148,,,,465.18,2,6,7,128.8097,94.64,2.5642
CN1CCN(c2ccc3[nH]cc(C(=N)O)c(=Nc4ccc(Cl)c(Cl)c4)c3c2)CC1,4.14,0.058,,,,429.11,3,4,3,119.1512,78.71,4.34227
CN1CCN(c2ccc3[nH]cc(C(=N)O)c(=Nc4ccc(Cl)cc4Cl)c3c2)CC1,,0.018,,,,429.11,3,4,3,119.1512,78.71,4.34227
CN1CCN(c2ccc3[nH]cc(C(=N)O)c(=Nc4ccc(F)cc4F)c3c2)CC1,3.11,0.26,,,,397.17,3,4,3,109.0472,78.71,3.31367
CN1CCN(c2ccc3[nH]cc(C(=N)O)c(=Nc4cccc(Cl)c4Cl)c3c2)CC1,,0.046,,,,429.11,3,4,3,119.1512,78.71,4.34227
CN1CCN(c2ccc3nc(N)n(CC(O)c4ccc(C(F)(F)F)cc4Cl)c3n2)CC1,3.17,0.234,,,,454.15,2,7,4,113.0642,83.44,3.1711
CN1CCN(c2ccc3nc(Nc4ccc(Br)cn4)[nH]c3c2)CC1,3.22,0.115,13.7,34.85691,,386.09,2,5,3,101.0234,60.08,3.2158
CN1CCN(C2CCN(C(=O)C(CC(=O)N3CCC(N4CCc5ccccc5NC4=O)CC3)Cc3cc(Cl)c(N)c(C(F)(F)F)c3)CC2)CC1,4.81,0.1,,,,717.34,2,6,7,186.8221,105.46,4.8094
CN1CCN(c2nc(=N)[nH]c3c2CCc2ccccc2-3)CC1,1.58,0.22,,,,295.18,2,4,1,86.9964,59.01,1.40657
CN1CCN(c2nc(C(=O)NCc3ccc(F)cc3)c(O)c3ncccc23)CC1,2.16,0.021,,,,395.18,2,6,4,108.483,81.59,2.1563
CN1CCN(c2nc3ccccc3cc2Cn2nc(-c3ccc4nc(N)sc4c3)c3c(N)ncnc32)CC1,,,7.59,19.311237,,522.21,2,11,4,153.3168,127.9,3.6157
CN1CCN(c2ncc(-c3ccc4c(NC5CCCCC5)ccnc4c3)cn2)CC1,4.19,0.15,,,,402.25,1,6,4,122.9747,57.18,4.1882
CN1CCN(c2ncc(-c3ccc4c(NC5CCCCC5O)ccnc4c3)cn2)CC1,3.16,0.37,,,,418.25,2,7,4,124.3645,77.41,3.159
CN1CCN(c2ncc(-c3ccc4c(NC5CCOCC5)ccnc4c3)cn2)CC1,3.03,0.5,,,,404.23,1,7,4,119.9427,66.41,3.0345
CN1CCN(c2ncc(-c3ccc4c(Nc5cnccn5)ccnc4c3)cn2)CC1,2.98,0.13,,,,398.2,1,8,4,117.7937,82.96,2.9772
CN1CCN(c2ncc(-c3ccc4c(NCC5CCOCC5)ccnc4c3)cn2)CC1,3.28,0.53,,,,418.25,1,7,5,124.5117,66.41,3.2821
CN1CCN(c2ncc(-c3ccc4c(NCCN5CCCC5)ccnc4c3)cn2)CC1,2.95,,,,,417.26,1,7,6,126.6427,60.42,2.9513
CN1CCN(c2ncc(Nc3ccc4c(Nc5cnccn5)ccnc4c3)cn2)CC1,3.05,0.12,,,,413.21,2,9,5,122.0824,94.99,3.0538
CN1CCN(CC(=O)Nc2ccc(-c3cccc4c(=O)cc(N5CCOCC5)oc34)c3sc4ccccc4c23)CC1,4.85,0.036,,,,568.21,1,8,5,166.4077,78.26,4.8504
CN1CCN(CC(NC(=O)CC2CNC(=O)c3cc(-c4cccc(Cl)c4)cn32)C2CCCCC2)CC1,3.8,0.03,,,,511.27,2,5,7,143.3079,69.61,3.7956
CN1CCN(Cc2ccc(NC(=O)CNc3ccc(-c4ccc(NC(=O)C5CC5)nc4)cc3F)cc2C(F)(F)F)CC1,5.05,0.0022,,,,584.25,3,6,9,152.3221,89.6,5.053
CN1CCN(Cc2ccc3nc(Nc4ccc(C(F)(F)F)cn4)[nH]c3c2)CC1,3.47,0.275,7.5,19.08225,,390.18,2,5,4,101.3894,60.08,3.4677
CN1CCN(CCCC(=O)c2ccc(-c3ccc(N4CC(Cn5ccnn5)OC4=O)cc3F)cn2)CC1,2.71,0.5,,,,507.24,0,9,9,134.7695,96.69,2.7149
CN1CCN(CCN(C)C2COc3ccccc3-c3c(C4CCCCC4)c4ccc(C(=O)O)cc4n3C2)CC1,4.99,0.011,,,,530.33,1,6,6,156.0093,61.18,4.9944
CN1CCN(Nc2ncc(Nc3ccc4c(Nc5cnccn5)ccnc4c3)cn2)CC1,2.88,0.49,,,,428.22,3,10,6,125.0651,107.02,2.8763
CN1CCN(S(=O)(=O)CC(N2C(=O)C(C)(CC(=O)O)CC(c3cccc(Cl)c3)C2c2ccc(Cl)cc2)C(C)(C)C)CC1,5.52,,34,86.5062,,637.21,1,5,8,166.3086,98.23,5.5235
CN1CCN(S(=O)(=O)N(C)C)CC1(C)c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C,-0.18,0.19,,,,496.19,2,8,6,122.8748,128.08,-0.176
CN1CCN(S(=O)(=O)N(C)C)CC1c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C,-0.35,0.2,,,,482.17,2,8,6,118.2638,128.08,-0.3501
CN1CCN(S(C)(=O)=O)CC1(C)c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C,-0.02,0.04,,,,467.16,2,8,5,115.1118,124.84,-0.0228
CN1CCN(S(C)(=O)=O)CC1c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C,-0.2,0.31,,,,453.15,2,8,5,110.5008,124.84,-0.1969
CN1CCN=C1c1ccc(C(=O)Nc2ccccc2C(=O)Nc2ccc(Cl)cn2)cc1,3.93,0.18,,,,433.13,2,5,5,122.0714,86.69,3.9316
CN1CCN=C1c1ccc(CCNC(=O)CC2C(=O)Nc3ccc(Cl)cc3N2S(=O)(=O)c2ccc3ccccc3c2)cc1,4.45,0.083,,,,615.17,2,6,8,169.2892,111.18,4.4502
CN1CCNC(=O)COc2ccc(Cl)cc2C(=O)N2CCCCC2c2cc3nc(C4CC(O)C4)cc1n3n2,2.93,0.093,,,,538.21,2,8,1,141.824,112.3,2.9332
CN1CCNC(=O)COc2ccc(F)cc2C(=O)N2CCCCC2c2cc3nc(N4CCC4)cc1n3n2,2.39,0.13,,,,507.24,1,8,1,135.6202,95.31,2.3907
Cn1ccnc1C1(CNC(=O)c2cc3cc(C(F)(F)F)ccc3o2)NC(=O)NC1=O,1.65,0.245,,,,421.1,3,6,4,95.1096,118.26,1.6498
CN1CCOCC1c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C,0.56,0.305,,,,376.15,2,7,4,94.903,96.69,0.5581
CN1CCOCC1c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C.Cl,0.56,0.225,,,,412.13,2,7,4,102.151,96.69,0.9799
CN1CCOCC1c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C.O=C(O)C(F)(F)F,0.56,0.3,,,,490.15,3,8,4,108.5938,133.99,1.1914
CN1CCSCC1c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C,1.27,0.17,,,,392.13,2,7,4,101.409,87.46,1.2747
Cn1cnc(-c2ccc(OC3CCN(C(=O)Cc4ccc(OC(F)(F)F)c(F)c4)CC3)c(C(N)=O)c2)c1,3.84,,13,33.0759,,520.17,1,6,7,124.1789,99.68,3.8362
Cn1cnc(-c2ccc(OC3CCN(C(=O)Cc4ccc(OC(F)(F)F)cc4)CC3(F)F)c(C(N)=O)c2)c1,3.94,,11,27.9873,,538.16,1,6,7,124.5509,99.68,3.9423
Cn1cnc(-c2ccc(OC3CCN(C(=O)Cc4ccc(OC(F)(F)F)cc4)CC3)c(C(N)=O)c2)c1,3.7,,8,20.3544,,502.18,1,6,7,124.2209,99.68,3.6971
Cn1cnc(-c2cnc(N)c(OC3CN(C(=O)Cc4ccc(OC(F)(F)F)cc4)CC3(F)F)c2)c1,3.43,,9.1,23.15313,,497.15,1,7,6,113.6234,95.5,3.4305
Cn1cnc(-c2cnc(N)c(OC3CN(C(=O)Cc4ccc(OC(F)(F)F)cc4)CC3F)c2)c1,3.13,,17,43.2531,,479.16,1,7,6,113.5724,95.5,3.1333
Cn1cnc(-c2cnc(OC3CCN(C(=O)Cc4ccc(OC(F)(F)F)cc4)CC3)c(C(N)=O)c2)c1,3.09,,13,33.0759,,503.18,1,7,7,122.0159,112.57,3.0921
Cn1cnc(S(=O)(=O)N2CC3C(C2)C3(CN=C(O)c2c(Cl)cccc2Cl)CC2CC2)c1,,0.08,,,,482.09,1,5,7,119.2156,87.79,3.7685
Cn1cnc(S(=O)(=O)N2CC3C(C2)C3(CN=C(O)c2cc(Cl)cc(Cl)c2)CC2CC2)c1,,0.02,,,,482.09,1,5,7,119.2156,87.79,3.7685
Cn1cnc(S(=O)(=O)N2CC3C(C2)C3(CN=C(O)c2ccc(Cl)c(Cl)c2)CC2CC2)c1,,0.02,,,,482.09,1,5,7,119.2156,87.79,3.7685
Cn1cnc(S(=O)(=O)N2CC3C(C2)C3(CN=C(O)c2ccc(Cl)cc2Cl)c2ccccn2)c1,2.74,0.14,,,,505.07,1,6,6,125.3566,100.68,3.315
Cn1cnc(S(=O)(=O)N2CC3C(C2)C3(CN=C(O)c2ccc(Cl)cc2Cl)CC2CC2)c1,,0.05,,,,482.09,1,5,7,119.2156,87.79,3.7685
Cn1cnc(S(=O)(=O)N2CC3C(C2)C3(CN=C(O)c2cccc(C(F)(F)F)c2)CC2CC2)c1,2.91,0.04,,,,482.16,1,5,7,114.1976,87.79,3.4805
Cn1cnc(S(=O)(=O)N2CC3C(C2)C3(CN=C(O)c2ccccc2C(F)(F)F)CC2CC2)c1,,0.07,,,,482.16,1,5,7,114.1976,87.79,3.4805
