SMILES_rdkit_final,logP,Fup,Clint.invitro.[ml/min/10^6cell],Clint.invitro.[ml/min/kg],Clint.invivo.,MW_rdkit,HBD_rdkit,HBA_rdkit,NRB_rdkit,RF_rdkit,PSA_rdkit,logP_rdkit
CN(C)C(=O)C(=O)N(C)c1nc(C(=O)NCc2ccc(F)cc2)c(O)c2ncccc12,1.46,0.068,,,,425.15,2,6,4,110.877,115.73,1.4555
CN(C)C(=O)C(=O)NC(C)(C)c1nc(C(=O)NCc2ccc(F)cc2)c([O-])c(=O)n1C.[Na+],-0.01,0.72,,,,455.16,2,7,5,106.3569,136.46,-3.6335
CN(C)C(=O)C(c1ccc(-c2ccc3ncnn3c2)cc1)C(N)C(=O)N1CCC(F)(F)C1,1.76,0.18,,,,442.19,1,6,5,113.9774,96.83,1.763
CN(C)C(=O)c1cc(CN2CCOc3c(F)cc(F)cc32)c2oc(N3CCOCC3)cc(=O)c2c1,3.01,,7,17.8101,,485.18,0,7,4,126.4365,75.46,3.0086
CN(C)C(=O)c1cc(CN2CCOc3c(F)cccc32)c2oc(N3CCOCC3)cc(=O)c2c1,2.87,0.3,,,,467.19,0,7,4,126.4785,75.46,2.8695
CN(C)C(=O)c1cc(CN2CCOc3ccc(F)cc32)c2oc(N3CCOCC3)cc(=O)c2c1,2.87,,12,30.5316,,467.19,0,7,4,126.4785,75.46,2.8695
CN(C)C(=O)c1cc(F)ccc1CNC(=O)c1nc(C(C)(C)C)n(C)c(=O)c1O,1.55,0.18,,,,404.19,2,6,4,105.4305,104.53,1.5543
CN(C)C(=O)c1cc(F)ccc1CNC(=O)c1nc(N2CCCCS2(=O)=O)c2cccnc2c1O,2.04,0.1,,,,501.15,2,7,5,127.1573,132.8,2.0363
CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1,2.8,0.3,,,,434.25,2,8,5,125.6529,91.21,2.7964
CN(C)C(=O)c1ccc(-c2ccc3c(c2)CCN(CCN2CCCC2)C3=O)cc1,3.15,0.59,,,,391.23,0,3,5,115.177,43.86,3.1495
CN(C)C(=O)c1ccc2c(c1)c(Oc1c(Cl)cccc1C(F)(F)F)nn2-c1ccc(C(=O)O)cc1,5.89,0.015,,,,503.09,1,5,5,122.5748,84.66,5.89
CN(C)C(=O)Cc1ccccc1CNC(=O)c1nc(N2CCCCS2(=O)=O)c2cccnc2c1O,1.83,0.06,,,,497.17,2,7,6,131.5798,132.8,1.8261
CN(C)C(=O)CN(C)c1nc(C(=O)NCc2ccc(F)cc2)c(O)c2ncccc12,1.93,0.167,,,,411.17,2,6,6,110.737,98.66,1.9289
CN(C)C(=O)CN1C(=O)C(NC(=O)c2cc3cc(Cl)sc3[nH]2)Cc2ccccc21,2.66,0.9938,,,,430.09,2,4,4,113.6329,85.51,2.6587
CN(C)C(=O)Cn1c(-c2ccccc2)c(C2CCCCC2)c2ccc(C(=O)N(C)S(=O)(=O)Cc3ccccc3)cc21,6.05,0.999,,,,571.25,0,5,8,163.0533,79.69,6.0462
CN(C)C(=O)Cn1c(-c2ccccc2)c(C2CCCCC2)c2ccc(C(=O)NS(=O)(=O)c3ccccc3)cc21,5.56,0.997,,,,543.22,1,5,7,152.988,88.48,5.5629
CN(C)C(=O)Cn1c(-c2ccccc2)c(C2CCCCC2)c2ccc(C(=O)NS(=O)(=O)N(C)C)cc21,3.98,0.992,,,,510.23,1,5,7,141.967,91.72,3.9804
CN(C)C(=O)Cn1c(-c2ccccc2)c(C2CCCCC2)c2ccc(C(=O)O)cc21,5.14,0.029,,,,404.21,1,3,5,118.8533,62.54,5.1424
CN(C)C(=O)Cn1c(-c2ccccc2)c(C2CCCCC2)c2ccc(-c3noc(=O)[nH]3)cc21,4.79,0.999,,,,444.22,1,5,5,128.0117,84.13,4.7875
CN(C)C(=O)Cn1c(-c2ccoc2)c(C2CCCCC2)c2ccc(C(=O)NS(=O)(=O)CC(=O)O)cc21,3.18,0.99,,,,515.17,2,7,8,133.0488,138.92,3.1814
CN(C)C(=O)Cn1c(-c2ccoc2)c(C2CCCCC2)c2ccc(C(=O)NS(=O)(=O)N(C)C)cc21,3.57,0.989,,,,500.21,1,6,7,134.233,104.86,3.5734
CN(C)C(=O)CN1CC(c2nc(C(=O)NCc3ccc(F)cc3)c(O)c3ncccc23)CC1=O,1.81,0.052,,,,465.18,2,6,6,121.405,115.73,1.8086
CN(C)C(=O)CNCCc1cccc(OCC(F)(F)C(C)(F)F)c1.Cl,2.58,0.51,,,,386.14,1,3,9,90.0207,41.57,2.998
CN(C)C(=O)CNCCc1cccc(OCC(F)(F)C(F)(F)C(C)(F)F)c1.Cl,3.21,0.25,,,,436.14,1,3,10,94.9677,41.57,3.6333
CN(C)C(=O)CNCCc1cccc(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1.Cl,3.75,0.076,,,,490.11,1,3,10,95.3487,41.57,4.1757
CN(C)C(=O)CNCCc1cccc(OCC(F)(F)C(F)(F)C(F)(F)F)c1.Cl,3.12,0.2,,,,440.11,1,3,9,90.4017,41.57,3.5404
CN(C)C(=O)CNCCc1cccc(OCCC(C)(F)F)c1.Cl,2.33,0.62,,,,350.16,1,3,9,89.6907,41.57,2.7528
CN(C)C(=O)CNCCc1cccc(OCCCC(C)(F)F)c1.Cl,2.72,0.49,,,,364.17,1,3,10,94.3077,41.57,3.1429
CN(C)C(=O)CNCCc1cccc(OCCCC(F)(F)CF)c1.Cl,2.67,0.47,,,,382.16,1,3,11,94.6087,41.57,3.0925
CN(C)C(=O)CNCCc1cccc(OCCCC(F)(F)F)c1.Cl,2.63,0.47,,,,368.15,1,3,9,89.7417,41.57,3.05
CN(C)C(=O)CNCCc1cccc(OCCCCC(F)(F)F)c1.Cl,3.02,0.28,,,,382.16,1,3,10,94.3587,41.57,3.4401
CN(C)C(=O)N1CCN(Cc2ccnc(Nc3ncc(C#N)s3)c2)CC1,1.95,0.041,,,,371.15,1,7,4,100.2817,88.39,1.95258
CN(C)C(C)(C)c1nc(O)c(O)c(C(=O)NCc2ccc(F)cc2)n1,1.75,0.1115,,,,348.16,3,6,5,89.6448,98.58,1.7536
CN(C)C(c1ccccc1)c1nc(O)c(O)c(C(=O)NCc2ccc(F)cc2)n1,2.61,0.0055,,,,396.16,3,6,6,104.9038,98.58,2.6079
CN(C)C(c1ccccc1)c1nc(O)c(O)c(C(O)=NCc2ccc(F)cc2)n1,2.61,0.505,,,,396.16,3,6,6,106.6034,102.07,3.1827
CN(C)c1cc(CNCC(C)(C)C)c(O)c2c1CC1CC3C(N(C)C)C(O)=C(C(N)=O)C(=O)C3(O)C(O)=C1C2=O.Cl,1.32,0.79,,,,592.27,6,10,6,156.4108,176.66,1.7441
CN(C)c1ccc(C(=O)Nc2cccc(NC(=O)COc3ccc4c(=O)ccoc4c3)c2)cc1,4.13,0.002,,,,457.16,2,6,7,131.7729,100.88,4.1288
CN(C)C1CCN(C(=O)Cn2c(-c3cnn(C)c3)c(C3CCCCC3)c3ccc(-c4noc(=O)[nH]4)cc32)CC1,3.99,0.906,,,,531.3,1,8,6,149.3727,105.19,3.9854
CN(C)c1nc(-c2ccccc2)c2ccccc2n1,3.36,0.001,,,,249.13,0,3,2,79.301,29.02,3.3628
CN(C)c1nc(Cc2ccc(NC(=O)c3ccc(C(F)(F)F)cc3)cc2)nc(N(C)C)c1CC(=O)O,,,4.47,11.373021,,501.2,2,6,8,130.671,98.66,4.0976
CN(C)CC(=O)N(C)C1COc2ccccc2-c2c(C3CCCCC3)c3ccc(C(=O)O)cc3n2C1,4.84,0.005,,,,489.26,1,5,5,140.7663,75.01,4.8352
CN(C)Cc1ccc(C(=O)Cn2ccc(OCc3ccc(Br)cn3)cc2=O)cc1,3.53,,66,167.9238,,455.08,0,6,8,115.1345,64.43,3.5293
CN(C)Cc1ccc(C(=O)Cn2ccc(OCc3ccc(Cl)cn3)cc2=O)cc1,3.42,,69,175.5567,,411.13,0,6,8,112.4445,64.43,3.4202
CN(C)Cc1ccc(C(=O)Cn2ccc(OCc3ccccc3)cc2=O)cc1,3.37,,24,61.0632,,376.18,0,5,8,109.6395,51.54,3.3718
CN(C)Cc1ccc(C(=O)Cn2ncc(OCc3ccc(Br)cn3)cc2=O)cc1,2.92,,58,147.5694,,456.08,0,7,8,112.9295,77.32,2.9243
CN(C)Cc1ccc(C(=O)Cn2ncc(OCc3ccccc3)cc2=O)cc1,2.77,,17,43.2531,,377.17,0,6,8,107.4345,64.43,2.7668
CN(C)Cc1ccc2c(c1)CCN(C(=O)c1cc3cc(Br)ncc3n1C)C2,3.6,,5.3,13.48479,,426.11,0,4,3,110.6915,41.37,3.5959
CN(C)Cc1ccc2c(c1)CCN(C(=O)c1cc3cc(Cl)ccc3n1C)C2,4.09,,40,101.772,,381.16,0,3,3,110.2065,28.48,4.0918
CN(C)Cc1nc2c(sc3ccc(-c4ccc(O)cc4)cc32)c(=O)[nH]1,3.57,0.2,,,,351.1,2,5,3,102.2385,69.22,3.572
CN(C)Cc1nccn1-c1ccc(NC(=O)c2cc(C(F)(F)F)nn2-c2ccc3onc(N)c3c2)c(F)c1.Cl,4.25,0.095,,,,564.14,2,9,6,136.6596,120.03,4.675
CN(C)CCC(c1ccccc1)n1cc(NC(=O)c2n[nH]c3c2CCC(C)(C)C3)cn1,3.91,0.07,,,,420.26,2,5,7,122.3259,78.84,3.9145
CN(C)CCc1ccc(-c2nc(N)nc3ccccc23)cc1,2.98,0.041,,,,292.17,1,4,4,91.6444,55.04,2.9831
CN(C)CCC1CCN(c2cc(C(=O)NCC3CCC(CNC(=O)OC(C)(C)C)CC3)c3ccccc3n2)CC1,5.46,0.034,,,,551.38,2,6,9,161.8689,86.8,5.4638
CN(C)CCCNCc1cc(I)cc(C2CCCCC2)c1O,,0.948,,,,416.13,2,3,7,101.5275,35.5,4.0858
CN(C)CCCOc1ccc(-c2cc3c(cc2F)ncc2c3n(C3CCOCC3)c(=O)n2C)cn1,3.77,,6.8,17.30124,,479.23,0,8,7,133.425,74.41,3.7713
CN(C)CCCOc1ccc(-c2ccc3ncc4c(c3c2)n(C2CC(O)C2)c(=O)n4C)cn1,2.98,,3.5,8.90505,,447.23,1,8,7,128.6548,85.41,2.9765
CN(C)CCCOc1ccc(-c2ccc3ncc4c(c3c2)n(C2CCOCC2)c(=O)n4C)cn1,3.63,0.29,3.3,8.39619,,461.24,0,8,7,133.467,74.41,3.6322
CN(C)CCCOc1ccc(-c2ccc3ncc4c(c3n2)n(C2CCOCC2)c(=O)n4C)cn1,3.03,,12.8,32.56704,,462.24,0,9,7,131.262,87.3,3.0272
CN(C)CCN(C)C1COc2ccccc2-c2c(C3CCCCC3)c3ccc(C(=O)O)cc3n2C1,5.31,0.027,,,,475.28,1,5,6,140.6263,57.94,5.3086
CN(C)CCN(C)c1ncc(-c2ccc3c(Nc4cnccn4)ccnc3c2)cn1,3.22,0.33,,,,400.21,1,8,7,119.9077,82.96,3.2232
CN(C)CCN(CC1CCCN(C2Cc3ccccc3C2)C1)C(=O)c1ccc2ccccc2c1.Cl,4.72,0.07,,,,491.27,0,3,7,147.5885,26.79,5.1448
CN(C)CCn1cc(-c2ccc3c(c2)C(=O)Nc2cccc(n2)-c2nncn2CCCCO3)cn1,3.19,0.066,,,,472.23,1,9,4,132.1522,102.99,3.1901
CN(C)CCn1cc2cc(NC(=O)c3cccc(C(F)(F)F)n3)c(C(C)(C)O)cc2n1,3.49,0.014,,,,435.19,2,6,6,110.724,83.28,3.4914
CN(C)CCN1CCC2Cn3c(c(C4CCCCC4)c4ccc(C(=O)O)cc43)-c3ccccc3C21,5.99,0.085,,,,471.29,1,4,5,141.1343,48.71,5.9924
CN(C)CCNC(=O)C1c2ccccc2CC1NC(=O)c1cc2ccccc2[nH]1,2.28,0.88,,,,390.21,3,3,6,114.0036,77.23,2.284
CN(C)CCNC(=O)c1cnc(N)c2cc(-c3ccc(S(=O)(=O)NC(C)(C)C)cc3)sc12,2.91,0.064,,,,475.17,3,7,7,130.4301,117.42,2.9137
CN(C)CCOc1cncc(-c2cccc(-c3cn4cccc(C(N)=O)c4n3)c2)c1,3.1,0.073,,,,401.19,1,6,7,116.4259,85.75,3.1026
CN(C)CCS(=O)(=O)NC(=O)c1ccc2c(C3CCCCC3)c(-c3ccccc3)n(CC(=O)N(C)C)c2c1,4.07,0.981,,,,538.26,1,6,9,151.701,91.72,4.0654
CN(C)S(=O)(=O)c1cc(F)ccc1CNC(=O)c1nc(N2CCCCS2(=O)=O)c2cccnc2c1O,1.58,0.03,,,,537.12,2,8,6,130.0126,149.87,1.5848
CN(C)S(=O)(=O)c1ccc(F)c(C#Cc2cc(Cl)ccc2OCC(=O)O)c1,2.59,0.009,,,,411.03,1,4,5,97.8356,83.91,2.5926
CN(C)S(=O)(=O)c1cccc(-n2sc3ccccc3c2=O)c1,2.3,0.435,,,,334.04,0,5,3,88.2948,59.38,2.3025
CN(C)S(=O)(=O)c1cncc(C#Cc2cc(Cl)ccc2OCC(=O)O)c1,1.85,0.033,,,,394.04,1,5,5,95.6726,96.8,1.8485
CN(C)S(=O)(=O)CC(C1CC1)N1C(=O)C(C)(CC(=O)O)CC(c2cccc(Cl)c2)C1c1ccc(Cl)cc1,5.2,,11,27.9873,,566.14,1,4,9,144.1946,94.99,5.2016
CN(C)S(=O)(=O)CC(N1C(=O)C(C)(CC(=O)O)CC(c2cccc(Cl)c2)C1c1ccc(Cl)cc1)C(C)(C)C,5.84,,4.9,12.46707,,582.17,1,4,8,150.9256,94.99,5.8377
CN(C)S(=O)(=O)n1cc(-c2nc(-c3nc(C4(c5ccccc5)CC4)n(C)n3)cnc2N)cn1,1.45,0.078,,,,465.17,1,10,6,122.1232,137.71,1.4522
CN(C)S(=O)(=O)NC(=O)CCc1ccccc1,0.54,0.081,,,,256.09,1,3,5,65.5125,66.48,0.5418
CN(C)S(=O)(=O)NC(=O)CCCc1c(-c2ccc(F)cc2)[nH]c2ccc(C#N)cc12,,,44,111.9492,,428.13,2,4,7,112.0952,106.06,3.09098
CN(c1cccc(C#N)c1)c1nccc(-c2cnn3ncccc23)n1,2.83,0.04,,,,327.12,0,7,3,93.233,83,2.82588
CN(c1ccccc1)c1ccc2c(c1)CCCC2CNc1cnccc1C(=O)O,5.08,0.001,,,,387.19,2,4,6,116.312,65.46,5.0797
CN(c1ccccc1Cl)S(=O)(=O)c1ccc(NC(=O)c2ccncn2)cc1,3.21,0.017,,,,402.06,1,5,5,103.468,92.26,3.2074
CN(c1ccccc1Cl)S(=O)(=O)c1ccc(NC(=O)c2nccs2)cc1,3.87,0.005,,,,407.02,1,5,5,103.55,79.37,3.8739
CN(c1ccnc(Nc2cc(N3CCOCC3)cc(N3CCOCC3)c2)n1)c1cccc2[nH]ncc12,3.54,0.06,,,,486.25,2,9,6,141.9774,94.67,3.5376
CN(c1ccnc(Nc2cc(N3CCOCC3)cc(N3CCOCC3)c2)n1)c1cccc2n[nH]cc12,,0.06,,,,486.25,2,9,6,141.9774,94.67,3.5376
CN(c1ncnc2[nH]ccc12)C1CCN(C(=O)CC#N)C1,0.91,0.853,,,,284.14,1,5,3,77.5067,88.91,0.90868
CN(c1ncnc2[nH]ccc12)C1CN(C(=O)CC#N)CC12CC2,1.3,0.702,,,,310.15,1,5,3,84.5567,88.91,1.29878
CN(c1ncnc2[nH]ccc12)C1CN(S(=O)(=O)c2cccc(C#N)c2)CC12CC2,2.12,0.126,,,,408.14,1,6,4,107.6625,105.98,2.11908
CN(CC(C1CC1)N1C(=O)C(C)(CC(=O)O)CC(c2cccc(Cl)c2)C1c1ccc(Cl)cc1)S(=O)(=O)C1CC1,5.73,,16,40.7088,,592.16,1,4,10,151.2926,94.99,5.7342
CN(CC=CCN)CC1OC(n2cnc3c(N)nc(Cl)nc32)C(O)C1O,-0.87,0.61,,,,383.15,4,10,6,96.3604,148.57,-0.8722
CN(CC=CCN)CC1OC(n2cnc3c(N)ncnc32)C(O)C1O,-1.53,0.271,,,,349.19,4,10,6,91.3504,148.57,-1.5256
CN(Cc1ccc(C(F)(F)F)cc1)c1cc(C(=O)Nc2ccccc2)ncn1,4.38,0.0011,,,,386.14,1,4,5,99.9782,58.12,4.3841
CN(Cc1ccc(C(F)(F)F)nc1)c1cc(C(=O)Nc2ccccc2)ncn1,3.78,0.0005,,,,387.13,1,5,5,97.7732,71.01,3.7791
CN(Cc1ccc(C(F)(F)F)nc1)c1cc(C(=O)Nc2nncs2)ncn1,2.63,0.0032,,,,395.08,1,8,5,91.2402,96.79,2.6306
CN(Cc1ccc(-c2ccc(N3CCOc4ncnc(N)c4C3=O)cc2)c(Cl)c1)C(=O)CCN,2.73,0.48,,,,480.17,2,7,6,130.6493,127.67,2.7256
CN(Cc1ccc(-c2ccc(N3CCOc4ncnc(N)c4C3=O)cc2)c(Cl)c1)S(C)(=O)=O,2.81,0.086,,,,487.11,1,7,5,126.8147,118.72,2.8098
CN(Cc1ccc(F)cc1)c1cc(C(=O)Nc2nncs2)ncn1,2.36,0.0001,,,,344.09,1,7,5,88.4012,83.9,2.3559
CN(Cc1cccc(F)c1CNc1cc(F)c(S(=O)(=O)Nc2cscn2)c(F)c1)C(C)(C)C,5.2,0.014,,,,498.14,2,6,8,124.2272,74.33,5.2036
CN(Cc1ccccc1)S(=O)(=O)c1ccc(Oc2cccc(Cl)c2C#N)cc1,4.82,0.05,,,,412.06,0,4,6,107.7778,70.4,4.82468
CN(CCC1CCN(C(=O)OCc2cc(Cl)cc(Cl)c2)CC1)C(=O)c1c[nH]c(=O)o1,3.79,0.005,,,,455.1,1,5,6,111.8502,95.85,3.7856
CN(CCNc1ncc(-c2ccc3c(Nc4cnccn4)ccnc3c2)cn1)C(=O)OC(C)(C)C,4.5,0.05,,,,472.23,2,9,7,135.4374,118.05,4.5042
CN=C(O)CN1CCC(Oc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC)CC1,,0.067,,,,473.16,2,7,7,126.8605,92.1,4.604
CN=c1[nH]c(Cc2ccccc2)nc2c1CCNCC2C,,0.53,,,,282.18,2,3,2,84.3114,53.07,1.7802
CN=c1[nH]oc2c(-c3ccc4c(N5CCOCC5C)nncc4c3)c(C)ccc12,4.01,0.08,,,,389.19,1,6,2,112.9477,79.54,3.43512
CN=C1CN(O)C(c2ccccc2)=c2cc(Cl)ccc2=N1,2.95,0.048,3.89,9.897327,,299.08,1,3,1,83.0365,48.19,1.8492
Cn1c([N+](=O)[O-])cnc1C(=O)N1CCOCC1,-0.2,0.91,,,,240.09,0,6,2,56.5849,90.5,-0.1993
Cn1c([N+](=O)[O-])cnc1C(=O)NC1CCCCC1,1.39,0.06,,,,252.12,1,5,3,64.2016,90.06,1.3908
Cn1c([N+](=O)[O-])cnc1C(=O)NCc1ccc(F)cc1,1.4,0.05,,,,278.08,1,5,4,67.4326,90.06,1.3974
Cn1c([S+](C)[O-])nc(-c2ccc(F)cc2)c1-c1ccnc(N)c1,2.61,0.5,,,,330.1,1,5,3,88.5778,79.79,2.6078
CN1C(=N)NC2(c3cc(-c4cccc(C#N)c4)cs3)CN(c3ncc(F)cn3)CC2C1=O,2.54,,2,5.0886,,447.13,2,7,3,117.4734,109,2.54395
Cn1c(=O)c(C(=O)NCCO)c(O)c2ncc(Cc3ccc(F)cc3)cc21,1.09,0.01,,,,371.13,3,6,5,97.2738,104.45,1.0911
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(N3CCN(c4ccc(F)cc4)CC3)nc21,4.77,0.011,,,,483.1,0,6,3,131.061,54.26,4.768
Cn1c(=O)c(-c2cc(C(=O)NC3CC3)ccc2Cl)cc2cnn(-c3c(F)cccc3F)c21,4.22,0.038,,,,454.1,1,5,4,117.1612,68.92,4.215
CN1C(=O)C(NC(=O)c2cc3cc(Cl)sc3[nH]2)Cc2ccccc21,3.2,0.9996,,,,359.05,2,3,2,95.9959,65.2,3.2003
CN1C(=O)c2c3c(c(O)c(=O)n2C12CCC1CC12CO)C(=O)N(Cc1ccc(F)c(Cl)c1)CC3,2.08,0.02,,,,487.13,2,6,3,119.1486,103.08,2.0757
Cn1c(=O)cc(Nc2cc(C(=O)NC3CC3)ccc2Cl)c2cnn(-c3ccc(F)cc3)c21,4.15,0.06,,,,451.12,2,6,5,121.4919,80.95,4.1525
Cn1c(=O)cc(Nc2cc(C(=O)NC3CC3)ccc2Cl)c2cnn(-c3ccc(F)cc3F)c21,4.29,0.04,,,,469.11,2,6,5,121.4499,80.95,4.2916
CN1C(=O)CCC1C(=O)NCc1cccc(C(F)(F)F)c1Cl,2.6,0.4,,,,334.07,1,2,3,74.0927,49.41,2.5958
CN1C(=O)Cn2c1nc1nc(N3CCCC(N)C3)n(Cc3cc(F)ccc3C#N)c1c2=O,0.56,,0.1,0.25443,,436.18,1,9,3,114.8374,126.07,0.55598
Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cn[nH]c4)ccc3ncc21,4.07,0.07,,,,408.17,1,6,3,120.0377,92.29,4.06868
Cn1c(=O)n(C2CCCOC2)c2c3cc(-c4ccc(OCCCN5CCCCC5)nc4)c(F)cc3ncc21,4.7,,4,10.1772,,519.26,0,8,7,145.162,74.41,4.6956
Cn1c(=O)n(C2CCNCC2)c2c3cc(-c4cn[nH]c4)ccc3ncc21,2.2,0.35,,,,348.17,2,6,2,101.2024,80.53,2.2028
Cn1c(=O)n(C2CCOCC2)c2c3cc(-c4ccc(OCCCN5CCCCC5)nc4)c(F)cc3ncc21,4.7,,5.3,13.48479,,519.26,0,8,7,145.162,74.41,4.6956
Cn1c(=O)n(CC(=O)N2CCC2)c2cc(-c3ccc(C(F)(F)F)s3)cnc21,2.71,0.046,,,,396.09,0,6,3,94.486,60.13,2.7146
Cn1c(=O)n(CC(=O)N2CCC2)c2cc(-c3cccc(C(F)(F)F)c3)cnc21,2.65,0.052,,,,390.13,0,5,3,96.609,60.13,2.6531
CN1C(=O)N(Cc2cc(Cl)ccc2F)C(=O)C12C(=O)N(CC(=O)O)c1ccc(Cl)cc12,2.85,0.02,,,,465.03,1,4,4,108.2378,98.23,2.8532
CN1C(=O)NC2C3NC(=O)c4cc(Cl)c(Br)n4C3CC21O,0.67,0.535,,,,373.98,3,4,0,77.0827,86.6,0.673
CN1C(=O)NC2C3NC(=O)c4ccc(Br)n4C3CC21O,0.02,0.761,,,,340.02,3,4,0,72.0727,86.6,0.0196
Cn1c(=O)oc2ccc(-c3ccc(CC(C#N)NC(=O)C4CNCCCO4)cc3)cc21,1.73,0.13,,,,420.18,2,7,5,115.3654,109.29,1.72788
Cn1c(=O)sc2ccc(-c3ccc(CC(C#N)NC(=O)C4CNCCCO4)cc3)cc21,2.2,0.07,,,,436.16,2,7,5,120.9764,96.15,2.19638
Cn1c(C(C)(C)C)nc(C(=O)NCc2ccc(F)cc2C(=O)NCC(F)(F)F)c(O)c1=O,2.14,0.01,,,,458.16,3,6,5,105.8012,113.32,2.1446
Cn1c(C(C)(C)C)nc(C(=O)NCc2ccc(F)cc2C(N)=O)c(O)c1=O,0.95,0.06,,,,376.15,3,6,4,95.9309,127.31,0.9514
Cn1c(C(C)(C)C)nc(C(O)=NCc2ccc(F)cc2C(=N)O)c(O)c1=O,0.95,0.06,,,,376.15,4,6,4,98.5701,131.79,2.31067
Cn1c(Cl)cnc1CNc1ccc2sncc2c1,3.3,10.3,,,,278.04,1,5,3,75.1647,42.74,3.2953
Cn1c(CO)c(-c2ccccc2)c2cc([N+](=O)[O-])ccc21,3.25,0.006,,,,282.1,1,4,3,80.9322,68.3,3.2458
Cn1c(N2CCOCC2)nc2cc(N3CCC(CO)CC3)c(NC(=O)c3cnn4cccnc34)cc21,1.91,0.12,,,,490.24,2,10,5,136.709,113.05,1.9136
Cn1c(Nc2c(F)cccc2Cl)nc2cc(C(=O)Nc3cc(F)cc(C(F)(F)F)c3)c3c(c21)OCCO3,6.29,0.0129,,,,538.08,2,6,4,125.7519,77.41,6.2908
Cn1c(Nc2c(F)cccc2Cl)nc2cc(C(=O)Nc3ccc(C(F)(F)F)cn3)c3c(c21)CC(C)(C)O3,6.49,0.0015,,,,533.12,2,6,4,131.0099,81.07,6.489
Cn1c(Nc2c(F)cccc2Cl)nc2cc(C(=O)Nc3cccc(C(F)(F)F)c3)c3c(c21)CC(C)(C)O3,7.09,0.0029,,,,532.13,2,5,4,133.2149,68.18,7.094
Cn1c(NCCc2ccc(-c3ccc(F)cc3)cc2)nc2cc(Cl)ccc2c1=O,5.05,0.001,,,,407.12,1,4,5,116.0237,46.92,5.0476
Cn1c(NCCc2ccc(-c3ccc(F)cc3)cc2)nc2cc(N)ccc2c1=O,3.98,0.002,,,,388.17,2,5,5,115.4261,72.94,3.9764
Cn1c(NCCc2ccc(Oc3ccc(Cl)cc3)cc2)nc2cc(Cl)ccc2c1=O,5.69,0.001,,,,439.09,1,5,6,122.1557,56.15,5.6872
Cn1c2c(c(=O)n(C)c1=O)C(C(F)(F)F)(C(F)(F)F)N=C(c1cccc([N+](=O)[O-])c1)N2,2.18,0.005,,,,451.07,1,8,2,93.9681,111.53,2.1844
Cn1c2c(c(=O)n(C)c1=O)C(C(F)(F)F)(C(F)(F)F)NC(c1ccc(Cl)cc1)=N2,2.74,0.007,,,,440.05,1,6,1,91.4967,68.39,2.7388
CN1C2CCC1c1c(sc(NC(=O)Nc3ccc(Cl)cc3)c1C(N)=O)C2.Cl,3.84,0.11,,,,426.07,3,4,3,111.4083,87.46,4.2576
CN1CC(C(=O)NC(CCCCCC(=O)c2ccon2)c2ncc(-c3ccccc3F)[nH]2)C1,3.76,0.085,,,,453.22,2,6,11,119.7709,104.12,3.7561
Cn1cc(C(=O)NC2CCc3cc(-c4noc(C(F)F)n4)ccc32)cn1,2.83,0.057,,,,359.12,1,6,4,86.4272,85.84,2.825
Cn1cc(C(=O)NC2CCc3cc(-c4noc(C5CC5)n4)ccc32)cn1,2.76,0.056,,,,349.15,1,6,4,93.4452,85.84,2.7648
Cn1cc(C(=O)NCC(O)CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)c(C(F)(F)F)cc1=O,3.35,0.07,,,,521.11,2,6,7,121.577,83.8,3.345
Cn1cc(C(=O)O)c2ccc(N3CCC(OCc4c(-c5c(Cl)cccc5Cl)noc4C4CC4)CC3)cc21,6.9,0.032,,,,539.14,1,6,7,143.8363,80.73,6.9013
Cn1cc(-c2ccc(C(=O)NC3CCN(c4ncc(Cl)c5c(N)noc45)C3)c(Cl)c2)ccc1=O,3.49,0.004,,,,498.1,2,8,4,131.4396,119.28,3.4862
Cn1cc(-c2ccc(C(=O)NC3CCN(c4ncc(Cl)c5c(N)noc45)C3)c(Cl)c2)cnc1=O,2.88,0.017,,,,499.09,2,9,4,129.2346,132.17,2.8812
Cn1cc(-c2ccc(C(F)(F)F)cc2)c2cc(F)c(C(=O)NS(=O)(=O)C3CC3)cc21,4.23,0.0025,,,,440.08,1,4,4,102.723,68.17,4.2252
Cn1cc(-c2ccc(C(F)(F)F)cc2)c2cc(F)c(C(=O)NS(C)(=O)=O)cc21,3.69,0.002,,,,414.07,1,4,3,95.625,68.17,3.6926
Cn1cc(-c2ccc(C(F)(F)F)cc2)c2ccc(C(=O)NS(=O)(=O)C3CC3)cc21,4.09,0.002,,,,422.09,1,4,4,102.765,68.17,4.0861
Cn1cc(-c2ccc(C(F)F)cc2)c2cc(F)c(C(=O)NS(=O)(=O)C3CC3)cc21,4.14,0.003,,,,422.09,1,4,5,102.678,68.17,4.144
Cn1cc(-c2ccc(-c3ccc(C4=NC5(CC5)C(=O)N4CC4CCN(C(=O)C5CC5)C4)cc3)cc2)cn1,4.13,0.059,,,,493.25,0,5,6,141.706,70.8,4.134
